locality_symbol,שם יישוב,year,target_election,valid_votes,Other_raw_pct,Right_pct,Center_Left_pct,Haredi_pct,Arab_pct,אחוז עולי 1990+ מסך האוכלוסייה,ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים),gini_wage_2019,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",avg_monthly_wage,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,gender_wage_ratio,"צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר","ריבוי טבעי ל-1,000 תושבים",אחוז באוכלוסייה בסוף השנה בני 4-0,אחוז באוכלוסייה בסוף השנה בני 44-30,"נישאים שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה",השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,"מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר ל-1,000 תושבים",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,"יחס תלות (ל-1,000 תושבים בלתי תלויים)",עובדי הוראה ממוצע שעות עבודה לשבוע,אחוז באוכלוסייה בסוף השנה בני 59-45,מקבלי דמי אבטלה (ממוצע חודשי) גברים,יהודים (אחוזים מתוך יהודים ואחרים),מוסלמים (אחוזים מתוך האוכלוסייה הערבית),יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים),נכנסים מיישובים אחרים גיל 64-30,type_Arab/Non-Jewish,type_Cities,type_Kibbutzim,type_Moshavim,type_other,type_Druze_Majority
7400,נתניה,2019,Knesset_21,108423,0.6852789537275301,53.01541604754829,35.184806835066865,11.74498514115899,0.0547919762258543,31.0,0.4,0.43,2.73,43.7,9293.14,42.0,13.07,1.485995335320338,7408.3,7.33,7.4,18.69,25.0,22.35,35.59115146583292,22.45,62.26,36.07,73.36,934.2,30.6,16.57,1001.0,88.8,89.6,99.6,2750,0,1,0,0,0,0
7400,נתניה,2019,Knesset_22,107699,0.6239612252667156,44.16642529455184,40.472964765900194,15.311089725022658,0.0495202145253067,31.0,0.4,0.43,2.73,43.7,9293.14,42.0,13.07,1.485995335320338,7408.3,7.33,7.4,18.69,25.0,22.35,35.59115146583292,22.45,62.26,36.07,73.36,934.2,30.6,16.57,1001.0,88.8,89.6,99.6,2750,0,1,0,0,0,0
7400,נתניה,2020,Knesset_23,109763,0.2068092162204021,48.477212971078,36.04659655273152,15.376679813029506,0.0995106631609699,28.6,0.4,0.43,2.89,43.8,9417.9905926285,39.88,14.23,1.5595383570943653,7171.7,8.16,8.2,18.76,26.2,23.1,38.10398462154873,21.69,57.89,37.77,77.43,943.0,30.8,15.76,6412.0,90.5,89.6,99.8,2086,0,1,0,0,0,0
7400,נתניה,2021,Knesset_24,104965,1.6624589148763875,52.56733191242008,33.65142414260802,13.704708389846928,0.0765355551249757,28.67,0.4,0.43,2.91,43.4,10817.8,40.0,13.4,1.4813295821991634,7234.2,7.92,8.02,18.38,19.1,23.76,39.02867904992279,20.62,63.92,40.12,78.74,955.0,31.2,15.97,4070.0,90.5,89.6,99.7,2444,0,1,0,0,0,0
7400,נתניה,2022,Knesset_25,113043,1.4932370867722902,48.75218894526514,35.94360378968165,15.203628036459971,0.1005792285932378,31.0,,0.43,2.95,42.5,11378.95,41.44,13.1,1.4917808488212998,7526.0,6.72,7.7,18.49,27.9,23.98,38.969782074234864,22.05,64.62,41.15,79.04,947.0,31.03,16.31,749.17,88.3,,99.7,3393,0,1,0,0,0,0
7500,סח'נין,2019,Knesset_21,17022,0.3407355187404535,1.5975005894836125,3.3011082291912284,0.1709502475831172,94.93044093374203,0.3,99.9,0.4,2.95,74.2,6711.56,39.0,20.56,1.5755647526789676,2879.9,15.31,8.5,21.05,44.8,15.78,19.336766964850455,39.99,61.58,47.15,70.92,753.2,32.5,16.7,177.0,35.2,95.2,0.1,71,1,0,0,0,0,0
7500,סח'נין,2019,Knesset_22,14644,1.1199125921879267,0.5455801104972376,7.76243093922652,1.1187845303867403,90.5732044198895,0.3,99.9,0.4,2.95,74.2,6711.56,39.0,20.56,1.5755647526789676,2879.9,15.31,8.5,21.05,44.8,15.78,19.336766964850455,39.99,61.58,47.15,70.92,753.2,32.5,16.7,177.0,35.2,95.2,0.1,71,1,0,0,0,0,0
7500,סח'נין,2020,Knesset_23,17085,0.1521802750951126,0.2637903745823319,2.2510111964358988,0.1172401664810364,97.36795826250074,0.0,99.9,0.4,2.9,74.0,6846.080556753095,35.93,22.57,1.6529223378702962,2792.5,14.84,9.52,20.43,48.8,16.6,18.636434228917533,39.14,65.67,53.09,83.01,768.0,32.2,15.92,1455.0,35.2,94.9,0.1,60,1,0,0,0,0,0
7500,סח'נין,2021,Knesset_24,15530,0.1674179008370895,0.6707946336429308,1.954334365325077,0.0386996904024767,97.33617131062952,0.02,99.9,0.4,3.01,73.9,8601.73,37.0,25.1,1.5711204324959385,2840.2,15.03,9.17,20.44,42.8,17.75,18.996426717160922,38.5,64.91,57.63,85.96,756.0,32.6,16.26,1061.0,35.2,95.0,0.1,75,1,0,0,0,0,0
7500,סח'נין,2022,Knesset_25,15754,0.3110321188269646,0.4266157274753263,1.1907035975803884,0.1782871696911811,98.20439350525312,0.02,99.9,0.4,2.9,73.4,8873.88,37.66,24.4,1.5848511143315502,2878.7,13.47,8.7,20.57,50.5,18.85,17.144973253540407,39.44,68.25,60.05,88.54,739.0,32.35,16.59,112.67,,95.0,,70,1,0,0,0,0,0
76,כפר גלעדי,2019,Knesset_21,358,0.0,9.497206703910614,90.22346368715084,0.2793296089385474,0.0,,,0.43,,34.3,9653.99,38.0,,1.552787739774902,,,,,,,,12.22,,,,,,,70.0,,,,,0,0,1,0,0,0
76,כפר גלעדי,2019,Knesset_22,355,0.5633802816901409,7.0821529745042495,92.06798866855524,0.84985835694051,0.0,,,0.43,,34.3,9653.99,38.0,,1.552787739774902,,,,,,,,12.22,,,,,,,70.0,,,,,0,0,1,0,0,0
76,כפר גלעדי,2020,Knesset_23,359,0.0,8.635097493036211,90.5292479108635,0.5571030640668524,0.2785515320334262,,,0.43,,34.7,9653.99,37.07,,1.552787739774902,,,,,,,,11.69,,,,,,,511.0,,,,,0,0,1,0,0,0
76,כפר גלעדי,2021,Knesset_24,356,1.6853932584269662,13.142857142857142,86.85714285714286,0.0,0.0,,,0.43,,33.4,11222.95,37.0,,1.5292945544554457,,,,,,,,10.32,,,,,,,290.0,,,,,0,0,1,0,0,0
76,כפר גלעדי,2022,Knesset_25,354,5.367231638418079,8.656716417910449,90.74626865671642,0.2985074626865672,0.2985074626865672,,,0.43,,33.2,11637.26,36.8,,1.5828656417349365,,,,,,,,11.02,,,,,,,64.33,,,,,0,0,1,0,0,0
7600,עכו,2019,Knesset_21,23924,1.1076743019561943,47.56752187328289,24.924975696352337,6.809248066274991,20.69825436408977,20.4,33.9,0.38,3.58,60.2,7907.22,40.0,12.39,1.5345018873801624,3605.7,7.17,7.2,20.8,34.4,13.37,19.074895640291274,34.52,48.32,32.49,70.88,783.7,31.6,16.26,290.0,84.3,91.3,66.1,603,0,1,0,0,0,0
7600,עכו,2019,Knesset_22,25535,0.501272762874486,40.58330381390955,23.18652339906325,8.816467902546542,27.41370488448065,20.4,33.9,0.38,3.58,60.2,7907.22,40.0,12.39,1.5345018873801624,3605.7,7.17,7.2,20.8,34.4,13.37,19.074895640291274,34.52,48.32,32.49,70.88,783.7,31.6,16.26,290.0,84.3,91.3,66.1,603,0,1,0,0,0,0
7600,עכו,2020,Knesset_23,26354,0.2618198375958109,42.45006657789614,20.026631158455395,7.829560585885487,29.69374167776298,18.0,32.7,0.38,3.75,60.7,7946.990581320875,39.02,13.61,1.6030672823218997,3482.2,8.72,7.96,19.52,34.6,14.2,20.604811829586083,33.01,54.49,35.17,76.41,814.0,31.9,16.25,1552.0,87.0,91.1,67.3,335,0,1,0,0,0,0
7600,עכו,2021,Knesset_24,21993,1.1412722229800392,50.70370711066139,19.66240456259774,8.361696256094197,21.272192070646675,18.1,33.1,0.38,3.84,61.0,8875.76,40.0,13.6,1.489097665779591,3348.7,6.92,7.61,19.71,23.3,14.93,20.840891683798926,31.76,51.26,38.21,82.54,814.0,32.1,16.29,1013.0,86.4,91.1,66.9,359,0,1,0,0,0,0
7600,עכו,2022,Knesset_25,25237,1.0104212069580378,43.93563365623249,20.050436314146182,9.342726763269557,26.67120326635177,20.2,32.4,0.38,3.76,60.2,9355.57,40.11,12.6,1.5071200474044204,3470.6,6.99,7.5,20.26,28.4,15.69,20.031287704523336,34.24,50.63,41.54,79.84,812.0,32.03,16.13,205.08,83.6,91.0,67.6,629,0,1,0,0,0,0
7700,עפולה,2019,Knesset_21,25864,0.912465202598206,59.90713282347433,31.00124863430623,8.966755111596692,0.1248634306227563,20.6,1.4,0.39,3.39,81.1,8450.4,40.0,11.5,1.4947878991043126,2177.3,13.83,10.6,19.23,27.1,16.57,20.40911132101767,30.53,51.28,35.58,65.64,931.5,30.5,14.54,315.0,91.0,80.9,98.6,1072,0,1,0,0,0,0
7700,עפולה,2019,Knesset_22,26037,0.7335714560049161,52.93275555211638,35.378782016559626,11.525961464056332,0.1625009672676623,20.6,1.4,0.39,3.39,81.1,8450.4,40.0,11.5,1.4947878991043126,2177.3,13.83,10.6,19.23,27.1,16.57,20.40911132101767,30.53,51.28,35.58,65.64,931.5,30.5,14.54,315.0,91.0,80.9,98.6,1072,0,1,0,0,0,0
7700,עפולה,2020,Knesset_23,26244,0.2476756591982929,56.94640742579931,30.6314221322434,12.181519538561442,0.2406509033958516,21.7,1.4,0.39,3.47,79.9,8483.784994947207,39.13,11.24,1.576189033626174,1946.0,14.25,10.8,18.89,31.2,17.8,23.56920150081911,28.89,52.17,37.94,73.91,890.0,30.7,14.49,1396.0,89.8,80.9,99.0,1245,0,1,0,0,0,0
7700,עפולה,2021,Knesset_24,25573,1.4429280882180424,59.37946357720997,27.94000952229805,12.541660053959689,0.1388668465322964,21.47,1.4,0.39,3.44,79.3,9271.28,39.0,10.9,1.4683837628053118,2025.1,15.24,10.98,18.88,19.3,18.66,24.29115531104528,27.05,59.74,38.23,79.36,910.0,30.9,14.43,934.0,89.6,80.9,98.9,1238,0,1,0,0,0,0
7700,עפולה,2022,Knesset_25,28802,1.447816123880286,56.27972520697552,28.737008983618107,14.694380834948037,0.2888849744583406,21.5,,0.39,3.51,79.1,9655.85,40.11,11.9,1.4692665007521963,2108.8,13.95,10.9,18.93,27.5,19.96,24.724229745150247,28.13,57.32,37.68,78.04,927.0,30.89,14.3,248.58,89.5,,98.9,1229,0,1,0,0,0,0
78,קריית ענבים,2019,Knesset_21,220,0.9090909090909092,10.091743119266056,88.9908256880734,0.9174311926605504,0.0,,,0.41,,31.8,9235.5,36.0,,1.5160245910066,,,,,,,,7.95,,,,,,,30.0,,,,,0,0,1,0,0,0
78,קריית ענבים,2019,Knesset_22,209,0.0,8.61244019138756,89.95215311004785,0.9569377990430622,0.4784688995215311,,,0.41,,31.8,9235.5,36.0,,1.5160245910066,,,,,,,,7.95,,,,,,,30.0,,,,,0,0,1,0,0,0
78,קריית ענבים,2020,Knesset_23,205,0.0,11.219512195121952,86.34146341463415,0.975609756097561,1.4634146341463417,,,0.41,,31.6,9235.5,36.66,,1.5160245910066,,,,,,,,8.02,,,,,,,181.0,,,,,0,0,1,0,0,0
78,קריית ענבים,2021,Knesset_24,211,0.9478672985781992,16.267942583732058,81.81818181818183,0.9569377990430622,0.9569377990430622,,,0.41,,31.8,10372.87,37.0,,1.4670785590272613,,,,,,,,6.32,,,,,,,119.0,,,,,0,0,1,0,0,0
78,קריית ענבים,2022,Knesset_25,206,1.4563106796116505,12.807881773399016,83.74384236453201,0.9852216748768472,2.4630541871921183,,,0.41,,31.9,10848.51,35.13,,1.404070251465792,,,,,,,,6.25,,,,,,,37.58,,,,,0,0,1,0,0,0
7800,פרדס חנה-כרכור,2019,Knesset_21,21551,0.6589021391118742,41.36110981362978,54.50511467139988,3.8628614134242607,0.2709141015460787,11.1,0.1,0.44,2.65,56.1,10824.85,42.0,8.67,1.6512717536813923,2022.4,7.82,7.5,19.03,16.1,41.91,15.422646132306616,14.65,64.94,36.04,75.48,927.2,29.5,18.99,199.0,97.1,74.9,99.9,1233,0,1,0,0,0,0
7800,פרדס חנה-כרכור,2019,Knesset_22,21341,0.5107539478000094,35.16390354182366,59.03824415975885,5.458741522230596,0.3391107761868877,11.1,0.1,0.44,2.65,56.1,10824.85,42.0,8.67,1.6512717536813923,2022.4,7.82,7.5,19.03,16.1,41.91,15.422646132306616,14.65,64.94,36.04,75.48,927.2,29.5,18.99,199.0,97.1,74.9,99.9,1233,0,1,0,0,0,0
7800,פרדס חנה-כרכור,2020,Knesset_23,21758,0.1286882985568526,38.19604233778187,55.232397606994944,5.821445006902899,0.7501150483202945,11.5,0.1,0.44,2.43,55.9,11206.427474842032,40.09,10.34,1.7344378121573882,1936.1,9.86,8.8,20.44,19.4,43.1,16.77330895795247,13.86,66.41,33.76,75.53,884.0,29.0,17.71,996.0,96.9,74.9,99.8,826,0,1,0,0,0,0
7800,פרדס חנה-כרכור,2021,Knesset_24,21462,2.348336594911937,41.28256513026052,53.473613894455575,4.8955052963069,0.3483156789770016,11.23,0.1,0.44,2.53,55.3,12865.1,41.0,10.6,1.705917911593085,1956.0,9.78,8.3,19.88,10.9,44.26,16.557339968332958,12.76,67.99,39.59,81.31,893.0,30.2,18.21,665.0,97.0,74.9,99.9,872,0,1,0,0,0,0
7800,פרדס חנה-כרכור,2022,Knesset_25,22142,2.2446030168909763,38.61861861861862,55.16747516747517,5.59020559020559,0.6237006237006237,11.2,,0.44,2.6,54.8,13468.01,41.3,10.1,1.7005696489072195,1983.9,7.32,7.7,19.42,19.7,45.32,16.213336283104923,13.25,72.66,40.37,82.51,894.0,29.74,18.7,145.33,97.0,,99.9,931,0,1,0,0,0,0
7900,פתח תקווה,2019,Knesset_21,130737,0.6142102082807468,49.95690119599181,39.5431526775132,10.436067541982853,0.0638785845121369,18.6,0.3,0.43,2.85,54.5,10999.69,42.0,14.76,1.4667246716082132,7450.2,7.91,7.4,19.19,23.3,33.22,27.627659096693066,16.36,66.9,36.29,74.84,906.7,30.0,17.7,980.0,91.9,95.0,99.7,2742,0,1,0,0,0,0
7900,פתח תקווה,2019,Knesset_22,130710,0.4597964960599801,42.5912119837982,44.913879900698646,12.41881806792766,0.0760900475754944,18.6,0.3,0.43,2.85,54.5,10999.69,42.0,14.76,1.4667246716082132,7450.2,7.91,7.4,19.19,23.3,33.22,27.627659096693066,16.36,66.9,36.29,74.84,906.7,30.0,17.7,980.0,91.9,95.0,99.7,2742,0,1,0,0,0,0
7900,פתח תקווה,2020,Knesset_23,131489,0.1627512567591205,45.70329461055037,41.08626928204151,13.064940011426396,0.1454960959817177,18.5,0.3,0.43,2.82,54.4,11356.465515538708,40.65,16.28,1.5273736812881733,7031.9,9.63,8.53,19.48,24.3,34.2,30.596764663611246,15.82,68.68,38.7,78.59,944.0,30.4,16.54,6291.0,91.7,95.0,99.8,3101,0,1,0,0,0,0
7900,פתח תקווה,2021,Knesset_24,127857,1.5830185285123224,49.98052974974768,38.21255155642797,11.7346006214586,0.0723180723657546,18.32,0.3,0.43,2.92,54.2,12675.63,41.0,16.3,1.468236860826431,7051.9,8.57,8.13,18.89,19.2,35.01,31.03420937884013,15.05,68.8,40.2,78.62,950.0,30.8,17.06,3834.0,91.7,95.0,99.8,3080,0,1,0,0,0,0
7900,פתח תקווה,2022,Knesset_25,133437,1.6067507512908714,45.123502395405694,41.1659418247736,13.581836046095376,0.1287197337253318,18.6,,0.43,2.9,54.1,13390.64,41.7,15.3,1.4744571224013332,7139.1,8.4,7.7,18.34,25.3,35.03,32.115926198525685,15.69,67.56,42.22,77.69,954.0,30.78,17.48,664.5,91.3,,99.8,2990,0,1,0,0,0,0
8000,צפת,2019,Knesset_21,14034,0.3491520592845946,55.480872363246334,14.880228816589202,28.92384697890597,0.7150518412584912,12.5,2.1,0.41,3.07,48.2,6750.82,37.0,11.1,1.3845295192767686,1308.6,23.68,13.4,14.6,45.4,15.39,168.4320681998009,27.71,36.95,31.47,48.19,1239.9,28.8,11.39,133.0,95.7,82.6,97.9,333,0,1,0,0,0,0
8000,צפת,2019,Knesset_22,14140,0.4738330975954739,49.42798266183472,14.907979819512542,34.5839550913096,1.0800824273431393,12.5,2.1,0.41,3.07,48.2,6750.82,37.0,11.1,1.3845295192767686,1308.6,23.68,13.4,14.6,45.4,15.39,168.4320681998009,27.71,36.95,31.47,48.19,1239.9,28.8,11.39,133.0,95.7,82.6,97.9,333,0,1,0,0,0,0
8000,צפת,2020,Knesset_23,14622,0.2872384078785391,47.647462277091904,12.716049382716047,37.96982167352538,1.6666666666666667,12.2,2.1,0.41,3.25,46.8,6905.681449256542,36.33,10.68,1.4325842696629214,1204.5,23.2,13.47,14.51,39.2,15.8,189.8727156762153,26.71,31.25,31.79,46.78,1194.0,28.1,11.47,834.0,96.2,82.6,97.8,334,0,1,0,0,0,0
8000,צפת,2021,Knesset_24,13231,1.436021464741894,54.24430641821946,12.284334023464458,32.70454719730082,0.7668123610152596,14.01,2.1,0.41,3.43,46.1,7573.0,37.0,9.0,1.3187743267690395,1251.6,22.96,13.5,14.57,41.0,16.23,187.2331340734415,24.76,33.99,35.46,49.02,1203.0,28.3,11.28,540.0,93.8,82.6,97.9,532,0,1,0,0,0,0
8000,צפת,2022,Knesset_25,14469,0.7187780772686434,50.94326487991646,10.713539853811348,37.229376957883744,1.1138183083884443,14.0,,0.41,3.42,45.1,7807.16,37.25,9.5,1.3133713500758322,1270.2,23.15,13.4,14.65,50.9,17.21,190.16835895119206,26.24,39.42,37.97,48.85,1204.0,28.65,11.09,101.25,93.2,,97.9,337,0,1,0,0,0,0
812,שלומי,2019,Knesset_21,3345,0.8071748878923767,59.885473176612415,32.97166968053044,7.142857142857142,0.0,16.4,1.8,0.38,2.51,58.4,9337.72,41.0,7.23,1.576303563492217,1388.2,9.02,7.2,19.41,27.1,16.21,21.156211562115622,26.37,54.0,36.84,66.0,778.4,31.9,19.46,43.0,92.7,31.3,98.2,253,0,1,0,0,0,0
812,שלומי,2019,Knesset_22,3374,0.7409602845287492,51.98566736339205,35.353836966258584,12.511197372349956,0.1492982979994028,16.4,1.8,0.38,2.51,58.4,9337.72,41.0,7.23,1.576303563492217,1388.2,9.02,7.2,19.41,27.1,16.21,21.156211562115622,26.37,54.0,36.84,66.0,778.4,31.9,19.46,43.0,92.7,31.3,98.2,253,0,1,0,0,0,0
812,שלומי,2020,Knesset_23,3485,0.1147776183644189,54.72565354783109,31.31284113760413,13.702958919850616,0.2585463947141626,16.3,1.8,0.38,3.39,59.8,9542.266930171278,40.28,9.01,1.6342006400445248,1153.6,9.8,7.57,18.77,40.8,18.1,26.502813147764286,24.31,51.38,23.46,76.15,767.0,31.2,19.08,190.0,92.1,31.3,98.6,218,0,1,0,0,0,0
812,שלומי,2021,Knesset_24,3426,1.48861646234676,59.82222222222222,26.281481481481485,13.748148148148148,0.1481481481481481,16.31,1.8,0.38,3.52,59.5,10464.44,41.0,10.2,1.563010118790072,1204.7,10.86,7.36,18.41,14.6,19.48,27.781715095676827,24.42,60.78,45.04,73.53,759.0,31.9,19.83,140.0,91.9,31.3,98.6,267,0,1,0,0,0,0
812,שלומי,2022,Knesset_25,3888,1.6203703703703702,60.70588235294117,28.7843137254902,10.300653594771244,0.2091503267973856,16.2,,0.38,3.59,58.4,11274.58,39.35,8.8,1.613709694279323,1271.5,9.65,7.4,18.71,34.8,22.03,27.53019256362496,24.51,55.81,40.97,66.67,761.0,31.93,19.59,27.75,91.8,,98.6,280,0,1,0,0,0,0
8200,קריית מוצקין,2019,Knesset_21,24712,0.9023955972806732,47.05377924782555,50.56147658132223,2.3071583159786027,0.0775858548736167,25.6,0.2,0.42,2.92,58.1,10504.19,42.0,12.68,1.60307059592816,13389.0,3.32,6.8,20.49,21.2,28.99,4.206426484907498,18.62,71.49,38.68,79.15,905.4,31.7,16.78,196.0,88.0,70.2,99.8,1353,0,1,0,0,0,0
8200,קריית מוצקין,2019,Knesset_22,24493,0.4817703017188584,38.07589743589744,58.09641025641026,3.766153846153846,0.0615384615384615,25.6,0.2,0.42,2.92,58.1,10504.19,42.0,12.68,1.60307059592816,13389.0,3.32,6.8,20.49,21.2,28.99,4.206426484907498,18.62,71.49,38.68,79.15,905.4,31.7,16.78,196.0,88.0,70.2,99.8,1353,0,1,0,0,0,0
8200,קריית מוצקין,2020,Knesset_23,24675,0.2593718338399189,43.28958595749868,52.93161594409004,3.656901385559302,0.1218967128519767,23.2,0.2,0.42,2.76,57.5,10632.298986975398,40.35,14.03,1.678665496049166,11854.0,5.09,7.66,20.56,20.7,30.2,4.663132657325738,18.37,71.29,40.66,79.52,890.0,31.4,15.98,1086.0,89.7,70.2,99.9,1661,0,1,0,0,0,0
8200,קריית מוצקין,2021,Knesset_24,24272,1.676829268292683,50.182275298554366,46.63733500942804,3.1091556672952025,0.0712340247223968,23.57,0.2,0.42,2.75,56.7,11452.08,41.0,14.3,1.5711194034817606,12141.3,5.54,7.65,20.38,14.6,31.24,5.669494255341995,18.23,70.97,41.57,83.47,908.0,31.9,16.1,691.0,89.2,70.2,99.9,1272,0,1,0,0,0,0
8200,קריית מוצקין,2022,Knesset_25,25775,1.6838021338506304,43.71177143759126,52.401246991042186,3.780434868395091,0.1065467029714691,25.1,,0.42,2.73,55.6,11777.11,41.69,12.7,1.5465808885647494,12515.8,4.53,7.2,20.37,20.2,32.58,6.083182521099998,19.2,72.38,41.09,82.87,915.0,32.13,16.32,152.67,88.1,,99.9,1502,0,1,0,0,0,0
8300,ראשון לציון,2019,Knesset_21,138104,0.6415455019405665,47.04776341296331,49.25155591831975,3.631447769243102,0.0692328994738299,20.6,0.2,0.42,2.78,41.4,11058.81,42.0,15.66,1.4852522024770534,4365.2,6.64,6.4,18.96,23.9,26.26,10.61539115744875,15.28,72.7,44.17,81.73,817.9,31.0,18.06,1061.0,90.4,86.2,99.8,3856,0,1,0,0,0,0
8300,ראשון לציון,2019,Knesset_22,136978,0.4840193315714932,39.12628837618751,55.65051535047501,5.146902395187617,0.0762938781498734,20.6,0.2,0.42,2.78,41.4,11058.81,42.0,15.66,1.4852522024770534,4365.2,6.64,6.4,18.96,23.9,26.26,10.61539115744875,15.28,72.7,44.17,81.73,817.9,31.0,18.06,1061.0,90.4,86.2,99.8,3856,0,1,0,0,0,0
8300,ראשון לציון,2020,Knesset_23,137894,0.1435885535266219,43.901057401812686,50.64707762026494,5.313879851266559,0.1379851266558215,19.6,0.2,0.42,2.88,41.2,11193.040614456064,40.29,17.55,1.564499484004128,4320.8,7.7,7.12,19.14,23.7,27.2,11.204711524567179,14.82,76.04,45.61,85.99,806.0,31.8,17.67,7488.0,90.9,86.2,99.9,3125,0,1,0,0,0,0
8300,ראשון לציון,2021,Knesset_24,133936,1.81280611635408,48.94303008182012,46.5515405906865,4.435471606290112,0.0699577212032728,19.59,0.2,0.42,2.97,40.9,12650.98,41.0,17.1,1.4815128540952835,4339.0,7.15,6.94,18.79,14.7,28.31,12.048473911826017,14.19,75.77,46.52,87.73,819.0,32.1,17.9,4533.0,90.7,86.2,99.9,3306,0,1,0,0,0,0
8300,ראשון לציון,2022,Knesset_25,139546,1.6510684648789644,43.58213957826321,50.5712536978476,5.720552017603941,0.1260547062852479,20.3,,0.42,2.95,40.6,13320.6,41.1,16.2,1.4899098589814987,4395.1,6.21,6.7,18.68,24.0,29.61,12.555035786459342,14.98,78.21,48.05,88.56,825.0,32.04,18.03,731.75,90.0,,99.9,3698,0,1,0,0,0,0
831,ירוחם,2019,Knesset_21,4753,0.7784557121817799,61.76844783715013,20.80152671755725,16.666666666666664,0.7633587786259541,13.2,5.6,0.39,3.45,69.7,8686.85,39.0,10.94,1.5590387294303445,203.2,14.53,10.3,18.25,37.6,21.43,117.96809403862301,34.25,56.33,33.73,65.19,937.1,30.9,14.14,51.0,93.2,100.0,94.4,197,0,1,0,0,0,0
831,ירוחם,2019,Knesset_22,4798,0.5627344726969571,55.3133514986376,23.097883043387128,19.97484804024313,1.6139174177321316,13.2,5.6,0.39,3.45,69.7,8686.85,39.0,10.94,1.5590387294303445,203.2,14.53,10.3,18.25,37.6,21.43,117.96809403862301,34.25,56.33,33.73,65.19,937.1,30.9,14.14,51.0,93.2,100.0,94.4,197,0,1,0,0,0,0
831,ירוחם,2020,Knesset_23,4941,0.1011940902651285,58.6709886547812,20.178282009724477,19.367909238249595,1.7828200972447326,13.8,5.6,0.39,3.68,69.5,8829.22825070159,38.22,11.81,1.604772557792692,183.8,14.62,10.77,18.17,35.6,23.4,132.46078158358858,33.37,56.74,27.14,71.63,928.0,30.8,13.78,252.0,92.8,100.0,96.9,194,0,1,0,0,0,0
831,ירוחם,2021,Knesset_24,4727,0.930822932092236,62.20371556694426,17.894512064915652,18.5137732222934,1.3879991458466796,13.59,5.6,0.39,3.85,69.8,9522.5,38.0,12.8,1.427431131635485,188.2,16.79,10.33,18.28,34.5,24.88,133.80473211857495,32.44,69.57,38.49,77.64,927.0,31.5,13.67,176.0,92.8,100.0,96.8,160,0,1,0,0,0,0
831,ירוחם,2022,Knesset_25,5145,0.8940719144800777,59.44302804471465,19.72935869778388,19.199843106491468,1.627770151010002,13.5,,0.39,3.74,70.3,10387.6,39.87,10.7,1.511636187477292,190.6,17.3,10.0,18.45,39.8,26.36,132.05119826390722,32.69,60.61,43.99,77.58,923.0,31.32,13.6,58.5,92.7,,96.8,182,0,1,0,0,0,0
8400,רחובות,2019,Knesset_21,73125,0.5223931623931624,45.34456923690252,45.06687928735411,9.420837743837897,0.1677137319054754,15.6,0.4,0.44,2.9,49.1,11348.2,40.0,15.27,1.5437537530858707,6457.4,9.5,8.4,20.44,25.4,39.02,40.439067633102155,14.6,67.68,39.07,77.01,965.3,30.2,15.9,498.0,94.4,90.7,99.6,2045,0,1,0,0,0,0
8400,רחובות,2019,Knesset_22,73100,0.6976744186046512,37.52307480369197,50.54552968728475,11.72337787574046,0.2080176332828213,15.6,0.4,0.44,2.9,49.1,11348.2,40.0,15.27,1.5437537530858707,6457.4,9.5,8.4,20.44,25.4,39.02,40.439067633102155,14.6,67.68,39.07,77.01,965.3,30.2,15.9,498.0,94.4,90.7,99.6,2045,0,1,0,0,0,0
8400,רחובות,2020,Knesset_23,73986,0.1851701673289541,41.30726211593928,46.2565505287817,12.088179934731684,0.3480074205473331,15.8,0.4,0.44,2.74,49.5,11781.041825408833,39.43,17.02,1.6215616681455192,6149.2,11.23,9.49,20.67,24.8,40.1,44.320476402340944,14.12,69.6,41.06,78.72,972.0,30.9,14.89,3148.0,94.4,90.7,99.7,2029,0,1,0,0,0,0
8400,רחובות,2021,Knesset_24,72543,1.560453799815282,45.90329220988363,43.434484883281286,10.485779501757431,0.176443405077649,15.66,0.4,0.44,2.81,49.8,12976.72,40.0,16.8,1.5445477591097747,6224.2,11.99,9.18,20.15,18.1,41.3,45.997376215529016,13.55,72.24,41.77,80.91,984.0,31.4,15.36,1927.0,94.3,90.7,99.7,1903,0,1,0,0,0,0
