locality_symbol,שם יישוב,year,target_election,valid_votes,Other_raw_pct,Right_pct,Center_Left_pct,Haredi_pct,Arab_pct,אחוז עולי 1990+ מסך האוכלוסייה,ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים),gini_wage_2019,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,"אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",avg_monthly_wage,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,gender_wage_ratio,"צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר","ריבוי טבעי ל-1,000 תושבים",אחוז באוכלוסייה בסוף השנה בני 4-0,אחוז באוכלוסייה בסוף השנה בני 44-30,"נישאים שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה",השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,"מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר ל-1,000 תושבים",אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,"יחס תלות (ל-1,000 תושבים בלתי תלויים)",עובדי הוראה ממוצע שעות עבודה לשבוע,אחוז באוכלוסייה בסוף השנה בני 59-45,מקבלי דמי אבטלה (ממוצע חודשי) גברים,יהודים (אחוזים מתוך יהודים ואחרים),מוסלמים (אחוזים מתוך האוכלוסייה הערבית),יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים),נכנסים מיישובים אחרים גיל 64-30,type_Arab/Non-Jewish,type_Cities,type_Kibbutzim,type_Moshavim,type_other,type_Druze_Majority
1015,מבשרת ציון,2019,Knesset_21,13846,0.3972266358515094,48.19810021028207,47.71227612210862,3.9010949169748383,0.1885287506344717,7.1,0.5,0.47,2.78,44.9,12147.89,42.0,14.16,1.395904003839689,4137.3,10.05,7.8,18.8,23.9,42.52,29.34191373630583,4.08,70.1,45.54,80.73,901.1,30.1,16.71,84.0,97.1,93.0,99.5,504,0,1,0,0,0,0
1015,מבשרת ציון,2019,Knesset_22,13539,0.4062338429721545,42.73954316226639,50.92702462177395,6.088697715811333,0.2447345001483239,7.1,0.5,0.47,2.78,44.9,12147.89,42.0,14.16,1.395904003839689,4137.3,10.05,7.8,18.8,23.9,42.52,29.34191373630583,4.08,70.1,45.54,80.73,901.1,30.1,16.71,84.0,97.1,93.0,99.5,504,0,1,0,0,0,0
1015,מבשרת ציון,2020,Knesset_23,13559,0.1032524522457408,45.33038021410115,47.818383167220375,6.253229974160207,0.5980066445182725,7.3,0.5,0.47,2.79,45.1,13294.045858850975,38.12,17.47,1.5204294944887875,3850.5,10.72,7.87,17.88,27.7,43.9,35.38582092630016,3.96,71.34,25.68,83.8,868.0,30.5,16.76,694.0,96.7,93.0,99.7,435,0,1,0,0,0,0
1015,מבשרת ציון,2021,Knesset_24,13331,1.162703473107794,48.33788706739527,46.05343047965999,5.380995749848209,0.2276867030965391,7.39,0.5,0.47,2.92,45.1,14557.82,39.0,17.0,1.489081883531575,3953.0,11.71,8.26,18.02,18.9,44.97,39.20939742613158,3.97,72.59,49.29,83.13,893.0,31.1,16.47,433.0,96.7,93.0,99.6,694,0,1,0,0,0,0
1015,מבשרת ציון,2022,Knesset_25,14051,1.0390719521742224,45.16361021215391,48.212873067242,6.220783890686803,0.4027328299172959,7.6,,0.47,2.88,44.8,15201.84,38.82,15.6,1.5335692391249285,4039.2,9.91,8.1,18.22,29.0,45.74,40.21692814863235,4.37,77.03,49.04,83.75,904.0,31.25,16.27,72.67,96.6,,99.6,539,0,1,0,0,0,0
1020,אור עקיבא,2019,Knesset_21,9701,0.525718998041439,65.18134715025907,25.23316062176166,9.544041450777202,0.0414507772020725,27.7,0.6,0.36,3.68,65.7,8315.83,42.0,9.34,1.4192256688566272,4364.0,8.48,9.0,21.61,29.0,14.65,21.939428996405404,32.05,69.03,43.16,82.74,837.9,30.5,15.92,130.0,91.2,97.8,99.4,860,0,1,0,0,0,0
1020,אור עקיבא,2019,Knesset_22,9793,0.3165526396405596,58.10284777709486,29.635320631018235,12.149149764392543,0.1126818274943659,27.7,0.6,0.36,3.68,65.7,8315.83,42.0,9.34,1.4192256688566272,4364.0,8.48,9.0,21.61,29.0,14.65,21.939428996405404,32.05,69.03,43.16,82.74,837.9,30.5,15.92,130.0,91.2,97.8,99.4,860,0,1,0,0,0,0
1020,אור עקיבא,2020,Knesset_23,10237,0.1562957897821627,60.49310243616085,27.07171509637022,12.317777125525875,0.1174053419430584,28.6,0.6,0.36,3.62,64.7,8307.861547191224,40.26,9.52,1.4703791469194314,3506.6,10.93,9.14,20.69,27.4,15.7,28.179153596955828,30.95,68.49,43.45,86.55,819.0,31.2,15.8,620.0,91.7,97.8,99.5,283,0,1,0,0,0,0
1020,אור עקיבא,2021,Knesset_24,9621,1.6734227211308597,64.94714587737843,24.101479915433405,10.930232558139537,0.0211416490486257,28.08,0.6,0.36,3.35,64.0,9831.06,41.0,9.4,1.4546366113844065,3588.6,9.3,8.87,20.83,20.8,16.98,29.494523163501157,28.97,72.8,43.14,83.91,824.0,31.7,15.67,420.0,91.5,97.8,99.5,398,0,1,0,0,0,0
1020,אור עקיבא,2022,Knesset_25,10879,1.2133468149646107,60.86349678980181,27.26342235042337,11.714897180608542,0.1581836791662789,27.9,,0.36,3.44,62.1,10435.64,41.35,9.0,1.4520502023629451,3763.8,9.32,8.7,20.96,33.3,18.42,30.659901687109,29.44,74.23,41.91,88.14,828.0,32.52,15.71,95.75,91.2,,99.5,549,0,1,0,0,0,0
1031,שדרות,2019,Knesset_21,12760,0.6504702194357367,65.65433462175594,25.494990928453102,8.74023822670979,0.1104362230811706,20.0,0.8,0.37,3.06,57.1,8424.61,41.0,14.95,1.5819868047384664,3329.2,19.37,11.6,22.41,47.4,17.65,35.431406263212786,35.71,69.46,29.39,78.44,741.7,30.3,13.04,171.0,94.1,92.1,99.2,886,0,1,0,0,0,0
1031,שדרות,2019,Knesset_22,12864,0.4975124378109453,57.80468749999999,30.203125,11.8828125,0.109375,20.0,0.8,0.37,3.06,57.1,8424.61,41.0,14.95,1.5819868047384664,3329.2,19.37,11.6,22.41,47.4,17.65,35.431406263212786,35.71,69.46,29.39,78.44,741.7,30.3,13.04,171.0,94.1,92.1,99.2,886,0,1,0,0,0,0
1031,שדרות,2020,Knesset_23,13414,0.2758312211122707,62.68221574344023,23.876803468640205,13.209239739851986,0.2317410480675786,22.3,0.8,0.37,3.54,56.5,8760.950649350649,37.93,14.55,1.6677464136973623,4606.1,20.95,11.8,20.77,51.2,18.9,45.470179541858705,33.95,68.42,35.06,82.89,771.0,30.2,13.64,761.0,94.0,92.1,99.4,549,0,1,0,0,0,0
1031,שדרות,2021,Knesset_24,12701,1.24399653570585,69.45706768715618,18.21733237662441,12.142230726301523,0.1833692099178825,21.51,0.8,0.37,3.69,56.7,9804.21,39.0,14.6,1.5886769823192537,2867.1,21.47,11.8,21.03,40.9,20.54,45.8547442149707,32.82,67.48,36.82,82.52,765.0,31.1,13.48,545.0,93.9,92.1,99.3,645,0,1,0,0,0,0
1031,שדרות,2022,Knesset_25,15242,1.4171368586799633,67.76920005324105,18.780779981365637,13.223745507786502,0.2262744576068148,21.2,,0.37,3.61,57.2,10771.57,39.63,16.5,1.5834467037697186,3097.0,19.89,11.7,21.36,52.0,22.7,45.26954468655537,34.26,65.82,38.81,80.38,769.0,31.62,13.21,164.17,93.5,,99.3,1033,0,1,0,0,0,0
1034,קריית מלאכי,2019,Knesset_21,11186,0.6347219738959414,69.77058029689609,12.280701754385964,17.768780926675664,0.1799370220422852,13.8,0.5,0.36,3.16,62.3,7396.29,38.0,8.78,1.5638844114767811,5982.2,18.17,11.5,20.45,40.5,12.15,75.3057127212995,28.9,54.86,36.03,65.2,1001.2,30.5,11.66,133.0,98.5,100.0,99.5,242,0,1,0,0,0,0
1034,קריית מלאכי,2019,Knesset_22,11465,1.4129960750109027,55.13580465363178,18.59683269928337,26.205432186145277,0.0619304609395735,13.8,0.5,0.36,3.16,62.3,7396.29,38.0,8.78,1.5638844114767811,5982.2,18.17,11.5,20.45,40.5,12.15,75.3057127212995,28.9,54.86,36.03,65.2,1001.2,30.5,11.66,133.0,98.5,100.0,99.5,242,0,1,0,0,0,0
1034,קריית מלאכי,2020,Knesset_23,11862,0.3287809812847749,58.842933265668606,12.6025543432293,28.50376385012264,0.0507485409794468,14.3,0.5,0.36,3.55,62.8,7503.654968484942,38.19,9.59,1.6571326421165535,5324.3,18.01,12.08,19.11,41.3,13.2,86.3270997375328,27.25,54.9,36.56,65.38,891.0,30.9,12.36,738.0,98.3,100.0,99.7,278,0,1,0,0,0,0
1034,קריית מלאכי,2021,Knesset_24,10846,1.3461183846579383,67.48598130841121,9.981308411214954,22.46728971962617,0.0654205607476635,14.16,0.5,0.36,3.51,63.1,8255.46,38.0,9.5,1.5111350372032095,5464.0,20.85,12.11,19.36,33.0,13.66,88.84181919910479,25.76,58.36,37.29,71.43,916.0,31.2,12.05,521.0,98.3,100.0,99.7,276,0,1,0,0,0,0
1034,קריית מלאכי,2022,Knesset_25,12591,1.1754427765864506,64.80752230169573,9.893112593426023,25.235071927991644,0.0642931768866029,13.9,,0.36,3.57,63.8,8738.0,38.21,9.3,1.5445841696164653,5613.1,19.08,11.7,19.65,46.3,14.3,87.22187814146594,26.09,55.24,40.7,69.69,941.0,31.6,11.75,107.92,98.3,,99.5,277,0,1,0,0,0,0
1054,תל שבע,2019,Knesset_21,2841,1.7599436818021823,2.2214260121820137,8.169115012540308,0.8599068434252957,88.74955213185238,0.3,99.8,0.36,3.24,92.5,5288.02,36.0,8.18,1.559102104110922,2568.2,31.54,16.5,15.2,59.8,7.39,252.57284562926225,57.86,23.06,19.73,40.58,1298.8,33.3,8.61,45.0,61.3,100.0,0.2,,1,0,0,0,0,0
1054,תל שבע,2019,Knesset_22,5160,0.7364341085271318,0.9176103084732526,2.772354549004296,0.2147598594299102,96.09527528309256,0.3,99.8,0.36,3.24,92.5,5288.02,36.0,8.18,1.559102104110922,2568.2,31.54,16.5,15.2,59.8,7.39,252.57284562926225,57.86,23.06,19.73,40.58,1298.8,33.3,8.61,45.0,61.3,100.0,0.2,,1,0,0,0,0,0
1054,תל שבע,2020,Knesset_23,5531,0.57855722292533,0.4909983633387889,0.9274413529732678,0.127295871976723,98.45426441171122,0.0,99.8,0.36,3.24,92.4,5662.973094170404,33.75,8.4,1.661105577689243,2287.8,33.76,17.02,13.89,64.6,7.9,279.020135473694,55.29,31.24,57.27,53.03,1481.0,33.2,7.35,368.0,61.3,100.0,0.2,11,1,0,0,0,0,0
1054,תל שבע,2021,Knesset_24,4362,0.5502063273727648,2.0746887966804977,1.7289073305670817,0.0691562932226832,96.12724757952974,0.01,99.8,0.36,3.28,90.2,7247.01,34.0,9.6,1.6039089078795177,2355.1,32.46,17.06,13.92,67.3,8.47,257.89876954973636,52.3,27.06,30.68,56.67,1437.0,33.4,7.56,261.0,61.3,100.0,0.2,15,1,0,0,0,0,0
1054,תל שבע,2022,Knesset_25,5766,0.4856052722858134,1.1502265597769257,1.376786336702684,0.1917044266294876,97.2812826768909,0.01,99.8,0.36,3.37,89.9,7424.41,34.67,11.1,1.5474423323845523,2425.3,36.06,17.5,13.85,68.6,9.06,247.4965862539827,53.83,26.37,33.84,57.17,1421.0,33.3,7.64,45.17,,100.0,,23,1,0,0,0,0,0
1059,כסיפה,2019,Knesset_21,3324,1.41395908543923,2.2886786695148,9.642966127555692,0.9765028989929814,87.09185230393652,0.2,99.9,0.33,4.23,79.9,6198.66,35.0,13.17,1.5801469165537994,1485.5,32.9,16.4,15.15,44.9,12.2,191.409943761509,60.33,40.73,26.37,51.69,1199.8,33.5,9.78,59.0,34.0,100.0,0.1,,1,0,0,0,0,0
1059,כסיפה,2019,Knesset_22,4815,1.640706126687435,1.4569256756756757,8.910472972972974,1.266891891891892,88.36570945945947,0.2,99.9,0.33,4.23,79.9,6198.66,35.0,13.17,1.5801469165537994,1485.5,32.9,16.4,15.15,44.9,12.2,191.409943761509,60.33,40.73,26.37,51.69,1199.8,33.5,9.78,59.0,34.0,100.0,0.1,,1,0,0,0,0,0
1059,כסיפה,2020,Knesset_23,5171,0.8315606265712628,0.5850234009360374,4.173166926677068,0.2535101404056162,94.98829953198128,0.0,100.0,0.33,3.11,80.8,5975.137239784117,32.15,14.0,1.4990046449900465,1662.3,28.82,17.67,14.73,53.2,12.5,175.9918164027753,58.97,46.69,52.67,58.68,1446.0,33.7,7.66,497.0,34.0,100.0,0.1,23,1,0,0,0,0,0
1059,כסיפה,2021,Knesset_24,4129,0.6539113586824897,5.168210628961482,5.021940516821063,0.2925402242808386,89.51730862993662,0.0,99.9,0.33,1.03,81.2,7882.34,33.0,15.3,1.4691215464887522,1716.6,28.05,17.44,14.82,44.1,13.26,172.40191222705542,57.3,51.88,32.8,62.68,1418.0,34.0,7.8,315.0,34.0,100.0,0.1,47,1,0,0,0,0,0
1059,כסיפה,2022,Knesset_25,5262,0.9122006841505133,1.1315688530878405,7.403145377828922,0.210970464135021,91.25431530494822,0.0,99.9,0.33,3.18,81.8,8189.99,33.7,15.0,1.52212511821495,1773.6,27.83,17.5,14.77,46.3,13.89,167.52974288623858,57.38,49.34,35.95,62.8,1406.0,33.76,7.94,50.83,,100.0,,23,1,0,0,0,0,0
1060,לקיה,2019,Knesset_21,1657,1.2070006035003018,5.742211362248015,9.957238851557728,0.1221747098350641,84.17837507635919,0.3,99.9,0.36,3.68,65.7,5947.31,37.0,10.84,1.4507766470273165,2585.6,34.5,16.3,14.45,65.6,9.65,199.4106090373281,59.81,30.26,24.1,43.91,1237.5,33.4,10.87,48.0,6.1,100.0,0.1,,1,0,0,0,0,0
1060,לקיה,2019,Knesset_22,3426,2.1015761821366024,0.9242695289206916,4.770423375074538,0.208706022659511,94.09660107334524,0.3,99.9,0.36,3.68,65.7,5947.31,37.0,10.84,1.4507766470273165,2585.6,34.5,16.3,14.45,65.6,9.65,199.4106090373281,59.81,30.26,24.1,43.91,1237.5,33.4,10.87,48.0,6.1,100.0,0.1,,1,0,0,0,0,0
1060,לקיה,2020,Knesset_23,3773,0.6095944871455076,0.2933333333333333,1.7333333333333332,0.1866666666666666,97.78666666666666,0.0,99.9,0.36,3.01,65.4,6094.384615384615,33.94,11.18,1.487945380840623,2066.1,35.73,16.6,14.96,67.7,10.2,244.77530392022948,58.93,34.31,51.08,53.27,1342.0,33.7,9.06,336.0,6.1,100.0,0.1,25,1,0,0,0,0,0
1060,לקיה,2021,Knesset_24,3174,0.315059861373661,2.275600505689001,1.106194690265487,0.0316055625790139,96.5865992414665,0.01,99.9,0.36,2.95,64.3,8205.2,35.0,11.7,1.2602788853621896,2158.2,36.81,16.59,15.02,59.2,10.97,237.9208891794704,58.09,37.46,30.89,55.33,1316.0,33.7,9.25,244.0,6.1,100.0,0.1,41,1,0,0,0,0,0
1060,לקיה,2022,Knesset_25,4083,0.6612784717119765,0.641025641025641,0.8382642998027613,0.1479289940828402,98.37278106508876,0.01,99.9,0.36,2.9,65.2,8147.7,35.51,13.2,1.4018224259037178,2259.3,39.87,17.0,14.94,75.1,11.7,230.28234726852781,58.73,35.19,33.66,54.84,1303.0,33.31,9.34,56.75,,100.0,,29,1,0,0,0,0,0
1061,נוף הגליל,2019,Knesset_21,21301,1.3802168912257642,40.95777597943543,40.424620364640354,3.075165421050126,15.54243823487409,30.1,38.3,0.39,1.92,58.8,8107.28,44.0,13.57,1.4917134507127336,1387.9,6.36,8.1,19.18,22.4,16.56,13.731984995722465,42.15,56.99,38.45,64.78,846.2,30.0,16.8,248.0,78.8,39.6,61.7,587,0,1,0,0,0,0
1061,נוף הגליל,2019,Knesset_22,21903,0.9907318632150848,33.79599741768883,39.47247071843586,4.509822004980172,22.22170985889514,30.1,38.3,0.39,1.92,58.8,8107.28,44.0,13.57,1.4917134507127336,1387.9,6.36,8.1,19.18,22.4,16.56,13.731984995722465,42.15,56.99,38.45,64.78,846.2,30.0,16.8,248.0,78.8,39.6,61.7,587,0,1,0,0,0,0
1061,נוף הגליל,2020,Knesset_23,22153,0.4694623752990566,35.91999637171754,34.532178330083,4.725837906481019,24.821987391718444,33.6,30.4,0.39,3.47,58.8,8092.544556149733,40.23,15.08,1.5492758186397986,1276.3,5.04,7.73,18.11,20.6,17.4,16.07172663757541,40.65,65.5,36.78,73.35,840.0,30.4,17.12,1402.0,77.9,37.2,69.6,516,0,1,0,0,0,0
1061,נוף הגליל,2021,Knesset_24,19714,1.7094450644212236,40.41905351705631,33.41590545492078,4.350518656138721,21.814522371884195,33.16,31.8,0.39,3.66,59.6,9240.42,41.0,15.6,1.500567071550809,1298.7,4.59,7.85,18.01,13.8,18.54,16.034882903157747,40.14,69.91,38.27,78.61,855.0,30.7,16.94,908.0,77.7,38.1,68.2,736,0,1,0,0,0,0
1061,נוף הגליל,2022,Knesset_25,21063,1.410055547642786,36.43937205046712,32.46171626697486,5.1622845035153615,25.936627179042667,33.5,32.3,0.39,3.54,59.0,9597.9,42.64,16.9,1.5549261694752468,1345.2,5.2,8.1,18.33,22.8,20.11,16.74813654348337,42.63,66.01,38.68,78.95,870.0,29.62,16.68,164.25,76.3,38.5,67.7,831,0,1,0,0,0,0
1063,מעלות-תרשיחא,2019,Knesset_21,10611,1.8094430308170768,44.927536231884055,34.78260869565217,6.046645551396487,14.243209521067282,29.2,24.0,0.38,3.72,60.1,8774.8,42.0,12.72,1.51201876856409,2498.0,7.56,6.6,18.01,28.3,18.36,36.91695845761466,41.16,60.83,34.49,69.73,796.3,31.6,18.37,136.0,84.4,49.9,76.0,333,0,1,0,0,0,0
1063,מעלות-תרשיחא,2019,Knesset_22,11242,0.6493506493506493,36.67293401378816,35.56271823798012,7.1805891306294205,20.58375861760229,29.2,24.0,0.38,3.72,60.1,8774.8,42.0,12.72,1.51201876856409,2498.0,7.56,6.6,18.01,28.3,18.36,36.91695845761466,41.16,60.83,34.49,69.73,796.3,31.6,18.37,136.0,84.4,49.9,76.0,333,0,1,0,0,0,0
1063,מעלות-תרשיחא,2020,Knesset_23,11594,0.2156287735035363,37.94623562970006,31.22136744748898,7.018757023078918,23.81363989973204,29.3,22.0,0.38,3.56,60.3,8886.864906832297,39.92,15.06,1.5467553114611938,2388.9,7.46,7.25,18.02,29.0,19.1,37.247988427809425,39.16,65.35,37.02,75.25,801.0,32.0,17.8,654.0,83.4,48.7,78.0,326,0,1,0,0,0,0
1063,מעלות-תרשיחא,2021,Knesset_24,10778,1.4473928372610874,44.19130107324421,30.418000376576916,6.844285445302203,18.54641310487667,28.63,22.3,0.38,3.61,60.5,9820.27,40.0,15.8,1.4820252907934417,2409.6,8.78,7.28,18.07,21.3,20.76,37.418776607663006,37.93,61.61,39.59,72.62,805.0,32.0,17.71,439.0,83.1,48.9,77.7,307,0,1,0,0,0,0
1063,מעלות-תרשיחא,2022,Knesset_25,11364,1.583949313621964,39.73533619456367,30.606223175965663,7.340844062947068,22.317596566523605,28.8,22.6,0.38,3.59,60.2,10333.89,42.23,14.6,1.5082613469985358,2431.9,6.47,7.0,17.85,29.9,22.34,38.18634403054197,38.13,53.75,42.13,69.38,802.0,32.09,18.08,94.58,82.8,49.0,77.4,319,0,1,0,0,0,0
1066,"בני עי""ש",2019,Knesset_21,3801,1.3943699026571954,54.10885805763074,38.207043756670224,7.604055496264675,0.0800426894343649,40.3,1.0,0.36,,45.3,8419.18,43.0,11.04,1.4400688687741012,3364.3,5.35,6.5,18.15,21.7,12.23,22.52252252252252,41.87,51.16,,66.28,807.6,,17.46,38.0,82.8,95.5,99.0,56,0,1,0,0,0,0
1066,"בני עי""ש",2019,Knesset_22,3757,1.0114453021027414,41.91987093304652,48.13121806937349,9.895133100295778,0.0537778972842161,40.3,1.0,0.36,,45.3,8419.18,43.0,11.04,1.4400688687741012,3364.3,5.35,6.5,18.15,21.7,12.23,22.52252252252252,41.87,51.16,,66.28,807.6,,17.46,38.0,82.8,95.5,99.0,56,0,1,0,0,0,0
1066,"בני עי""ש",2020,Knesset_23,3732,0.5894962486602359,46.8733153638814,42.83018867924528,10.296495956873317,0.0,42.6,1.0,0.36,,45.0,8324.60792178491,40.75,11.93,1.5189433962264152,8470.2,4.75,7.25,16.45,20.4,13.5,24.981949458483754,39.3,72.34,,78.72,830.0,,18.51,180.0,80.9,95.5,99.3,64,0,1,0,0,0,0
1066,"בני עי""ש",2021,Knesset_24,3483,1.7226528854435832,51.12474437627812,40.25708442886357,8.530528775927548,0.0876424189307625,41.9,1.0,0.36,3.2,46.5,9240.33,42.0,12.6,1.4021734482727346,8427.9,4.78,7.31,16.68,18.0,14.4,29.731689630166787,37.35,74.71,47.92,86.21,850.0,29.5,18.11,119.0,80.9,95.5,99.2,66,0,1,0,0,0,0
1066,"בני עי""ש",2022,Knesset_25,3515,2.0199146514935986,47.851335656213706,41.05691056910569,10.975609756097562,0.1161440185830429,41.1,,0.36,2.92,47.1,9801.25,45.41,9.4,1.4726699002821535,3475.6,4.94,7.3,16.58,22.4,15.88,29.793566914897948,38.02,59.21,62.22,81.58,856.0,30.51,17.85,27.33,81.1,,99.2,95,0,1,0,0,0,0
1113,צור הדסה,2019,Knesset_21,4276,0.3507951356407858,45.599624501290776,52.82797465383713,1.126496127669561,0.4459047172025346,11.6,0.3,,,,,,,,3341.8,12.06,9.6,20.66,,,,,,,,932.5,,17.12,,95.5,38.2,99.7,141,0,1,0,0,0,0
1113,צור הדסה,2019,Knesset_22,4360,0.4587155963302752,40.82949308755761,56.612903225806456,2.0506912442396312,0.5069124423963134,11.6,0.3,,,,,,,,3341.8,12.06,9.6,20.66,,,,,,,,932.5,,17.12,,95.5,38.2,99.7,141,0,1,0,0,0,0
1113,צור הדסה,2022,Knesset_25,4881,1.9668100799016592,43.239289446186,53.75130616509927,2.528735632183908,0.4806687565308254,11.6,0.3,,,,,,,,3341.8,12.06,9.6,20.66,,,,,,,,932.5,,17.12,,95.5,38.2,99.7,141,0,1,0,0,0,0
1137,קריית יערים,2019,Knesset_21,2384,0.0838926174496644,13.09823677581864,1.3014273719563392,85.5583543240974,0.0419815281276238,10.5,,0.44,1.5,6.0,6692.15,36.0,7.2,1.2704665946587734,14665.4,33.12,17.1,16.85,78.4,15.67,136.0738027404694,10.98,18.52,18.39,24.07,1397.1,21.0,6.36,10.0,99.8,100.0,100.0,56,0,1,0,0,0,0
1137,קריית יערים,2019,Knesset_22,2537,0.1576665352778872,9.001184366363995,1.2238452427951048,89.7749703908409,0.0,10.5,,0.44,1.5,6.0,6692.15,36.0,7.2,1.2704665946587734,14665.4,33.12,17.1,16.85,78.4,15.67,136.0738027404694,10.98,18.52,18.39,24.07,1397.1,21.0,6.36,10.0,99.8,100.0,100.0,56,0,1,0,0,0,0
1137,קריית יערים,2020,Knesset_23,2559,0.0781555295037123,8.44739929605006,0.6257332811888932,90.92686742276103,0.0,10.2,,0.44,2.19,6.0,6973.236671649228,34.65,7.42,1.2455089820359282,12411.3,38.98,18.93,15.69,71.8,15.8,172.49118307149726,12.37,20.0,18.87,20.0,1449.0,21.3,5.84,112.0,99.7,100.0,100.0,41,0,1,0,0,0,0
1137,קריית יערים,2021,Knesset_24,2488,1.527331189710611,12.20408163265306,0.979591836734694,86.81632653061224,0.0,10.15,,0.44,2.9,5.6,8782.08,35.0,6.9,1.1710115869949245,12874.2,43.91,18.61,16.3,77.0,18.14,180.34306907742234,11.11,15.38,24.51,17.31,1456.0,19.7,5.84,71.0,99.7,100.0,100.0,46,0,1,0,0,0,0
1137,קריית יערים,2022,Knesset_25,2703,0.4439511653718091,11.18543292456336,0.8918617614269788,87.88554440728353,0.0371609067261241,9.8,,0.44,1.95,5.7,9272.37,36.77,6.3,1.162460991897345,13042.5,39.3,18.3,16.61,61.7,19.96,192.6635313715111,11.02,26.83,21.78,28.05,1489.0,20.32,6.01,71.0,99.7,,100.0,46,0,1,0,0,0,0
1139,כרמיאל,2019,Knesset_21,24711,0.7769819108898871,44.19837676903626,49.981646886088335,4.873771360985359,0.9462049838900444,35.4,5.5,0.4,3.3,53.2,9448.67,43.0,12.6,1.5486488923218114,2209.6,3.29,6.1,17.51,15.4,21.33,23.872134111266334,34.06,59.63,39.77,73.23,885.9,30.8,17.65,241.0,82.6,68.3,94.5,458,0,1,0,0,0,0
1139,כרמיאל,2019,Knesset_22,24316,0.6086527389373252,35.70837471036081,56.56239655743131,6.289308176100629,1.4399205561072492,35.4,5.5,0.4,3.3,53.2,9448.67,43.0,12.6,1.5486488923218114,2209.6,3.29,6.1,17.51,15.4,21.33,23.872134111266334,34.06,59.63,39.77,73.23,885.9,30.8,17.65,241.0,82.6,68.3,94.5,458,0,1,0,0,0,0
1139,כרמיאל,2020,Knesset_23,24370,0.299548625359048,40.04609622587151,51.66893032061572,6.358809729596246,1.9261637239165328,35.2,5.5,0.4,3.27,52.8,9510.494682514858,41.14,12.32,1.5778621812262614,2093.7,4.74,6.62,17.73,18.0,21.9,25.909544252200682,32.25,69.16,42.15,82.71,887.0,29.9,17.04,1071.0,82.6,68.3,96.4,421,0,1,0,0,0,0
1139,כרמיאל,2021,Knesset_24,23232,1.9068526170798896,44.24064241520031,48.21185659748124,6.165255166966519,1.3822458203519243,35.35,5.5,0.4,3.37,52.8,10240.38,42.0,12.2,1.4861195926753143,2102.2,5.41,6.67,17.45,13.1,22.74,25.89017727969597,31.53,65.36,42.35,81.61,906.0,30.1,17.05,695.0,82.0,68.3,96.2,470,0,1,0,0,0,0
1139,כרמיאל,2022,Knesset_25,23783,1.7323298154143716,38.89435625347653,51.79068075820461,7.286808437807539,2.0281545505113177,36.2,4.2,0.4,3.3,52.0,10633.33,42.34,14.3,1.5216902584619667,2147.9,2.61,6.4,17.24,19.2,24.06,26.713708718707817,32.7,63.42,44.2,77.44,900.0,30.3,17.1,161.25,80.9,66.7,95.8,597,0,1,0,0,0,0
1161,רהט,2019,Knesset_21,15952,0.9340521564694082,1.6452572296399417,8.650256280453078,0.9175473011453522,88.78693918876162,0.3,99.7,0.34,3.16,81.5,5751.36,36.0,8.81,1.6332896960464616,2339.5,31.43,14.9,16.39,59.1,7.49,187.14902950464437,53.27,42.65,24.31,57.43,1083.4,32.7,9.2,196.0,63.1,100.0,0.3,6,1,0,0,0,0,0
1161,רהט,2019,Knesset_22,19573,5.293005671077505,1.6669363974753195,13.497329664994338,0.7660354965744187,84.06969844095593,0.3,99.7,0.34,3.16,81.5,5751.36,36.0,8.81,1.6332896960464616,2339.5,31.43,14.9,16.39,59.1,7.49,187.14902950464437,53.27,42.65,24.31,57.43,1083.4,32.7,9.2,196.0,63.1,100.0,0.3,6,1,0,0,0,0,0
1161,רהט,2020,Knesset_23,22388,0.495801322136859,0.8349418682946537,6.078017686403016,0.1167123041702204,92.97032814113211,0.0,99.8,0.34,3.08,81.6,6106.026143790849,33.81,9.66,1.7641734159123392,2275.8,29.13,16.4,14.93,58.9,7.9,186.1376206485197,52.08,42.36,28.94,60.98,1296.0,33.0,8.32,1071.0,63.1,100.0,0.3,80,1,0,0,0,0,0
