סמל היישוב,שם יישוב,"ילדים בגנים של משרד החינוך סה""כ",ילדים בגנים של משרד החינוך גיל 3,ילדים בגנים של משרד החינוך גיל 4,ילדים בגנים של משרד החינוך גיל 5,ילדים בגנים של משרד החינוך גיל 6,"בתי ספר סה""כ",בתי ספר יסודיים,בתי ספר על-יסודיים,בתי ספר חטיבות ביניים,בתי ספר תיכוניים,"כיתות סה""כ",כיתות בבתי ספר יסודיים,כיתות בבתי ספר על-יסודיים,כיתות בחטיבות ביניים,כיתות בבתי ספר תיכוניים,"תלמידים סה""כ",תלמידים בבתי ספר יסודיים,תלמידים בבתי ספר על-יסודיים,תלמידים בחטיבות ביניים,תלמידים בבתי ספר תיכוניים,ממוצע תלמידים לכיתה בבתי ספר יסודיים,"אחוז תלמידים נושרים סה""כ",אחוז תלמידים נושרים בנים,אחוז תלמידים נושרים בנות,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,עובדי הוראה מספר עובדי הוראה,עובדי הוראה ממוצע שעות עבודה לשבוע,עובדי הוראה אחוז עובדי הוראה חדשים,עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,עובדי הוראה ממוצע תלמידים למורה,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד
"1,296",כסרא-סמיע,544,186,178,177,3,6,4,5,2,3,90,45,45,21,24,"2,053","1,053","1,000",529,471,24.93,0.67,..,..,96.10,64.29,13.50,25.20,10.88,2.10,249,30.80,3.32,5.50,19.30,28.50,81.93,9.17,3.41
978,כעביה-טבאש-חג'אג'רה,408,151,137,112,8,3,2,2,1,1,53,28,25,13,12,"1,370",687,683,346,337,25.77,..,..,-,63.03,40.34,13.20,..,14.29,3.02,141,32.10,2.92,6,17.20,34.88,82.27,10.49,3.06
633,כפר ברא,218,73,71,71,3,3,2,2,2,-,38,26,12,12,-,655,448,207,207,-,27.69,1.99,2.79,1.26,79.73,58.11,16.70,..,17.27,3.80,113,28.40,3.67,8.10,14,57.86,76.99,6.38,4.58
"1,263",כפר ורדים,179,54,55,63,7,4,2,4,2,2,59,23,36,18,18,"1,461",612,849,442,407,27.50,0.62,..,..,88.12,86.14,54.80,..,13.27,4.79,179,31,5.29,4.40,18.80,23.40,77.65,8.27,3.75
507,כפר יאסיף,512,173,161,163,15,5,3,2,1,1,94,50,44,21,23,"2,493","1,323","1,170",556,614,27.79,0.87,0.55,1.24,76.57,64,22,40.20,19.39,3.48,218,33,0.46,6.40,19.90,32.16,79.82,12.20,2.75
168,כפר יונה,"1,421",442,467,445,67,10,7,5,3,2,179,112,67,38,29,"4,747","2,749","1,998","1,125",873,26.57,0.37,0.49,0.25,79.41,60.88,37.10,30.70,10.73,2.60,455,31.50,8.35,4.70,14.90,41.54,82.20,12.58,2.55
508,כפר כמא,141,43,49,49,-,2,1,1,1,-,18,13,5,5,-,401,279,122,122,-,22.50,..,..,..,62.30,57.38,25.40,..,31.95,5.79,..,..,..,..,..,..,..,..,..
509,כפר כנא,"1,351",436,443,458,14,14,9,7,2,5,226,128,98,36,62,"5,662","3,081","2,581","1,002","1,579",25.75,1.29,..,..,67.67,49.57,11.40,29.30,16.51,2.88,567,30.80,4.04,5.30,16.40,32.32,79.19,10.71,2.92
510,כפר מנדא,"1,277",420,432,410,15,12,7,6,3,3,199,109,90,44,46,"5,103","2,630","2,473","1,197","1,276",25.35,1.35,1.55,1.14,83.25,55.91,10.80,21.90,12.29,2.32,535,31.60,3.08,7.10,17.60,40.34,78.13,10.22,3.13
"6,900",כפר סבא,"5,178","1,511","1,671","1,764",232,42,24,29,14,15,710,396,314,149,165,"18,731","10,138","8,593","4,294","4,299",27.31,0.52,0.52,0.53,86.42,80.10,48.80,47,16.54,2.83,"1,968",30.70,7.88,4.40,16.50,44.05,77.95,11.09,2.79
634,כפר קאסם,"1,382",456,477,431,18,12,8,6,2,4,249,127,122,55,67,"6,188","2,956","3,232","1,506","1,726",26.62,0.30,0.32,0.27,75.56,52.63,13.10,21.60,16.26,2.99,616,31.40,3.41,5.80,16.90,43.34,82.47,10.60,2.99
654,כפר קרע,"1,007",333,329,329,16,14,8,9,3,6,184,104,80,31,49,"4,586","2,471","2,115",903,"1,212",28.39,1.58,2.68,0.48,67.78,58.66,19,29.30,15.11,2.94,475,31,4.63,5.80,16.70,34.73,77.47,11.18,2.81
267,כפר שמריהו,77,26,25,22,4,1,1,-,-,-,12,12,-,-,-,325,325,-,-,-,27.08,4.02,2.65,5.81,..,..,49.20,..,22.88,4.10,..,..,..,..,..,..,..,..,..
47,כפר תבור,241,69,76,81,15,1,1,-,-,-,18,18,-,-,-,443,443,-,-,-,26.50,-,-,-,83.15,78.65,54.60,..,14.58,4.69,55,29.90,12.24,5.80,16.30,35.58,90.91,11.31,2.65
"1,139",כרמיאל,"2,141",620,662,730,129,24,12,18,5,13,331,160,171,67,104,"7,572","3,851","3,721","1,662","2,059",26.42,1.16,1.75,0.56,82.71,69.16,21.90,36.60,12.32,2.87,930,29.90,6.99,4.40,18,42.15,77.85,9.36,3.27
"1,271",להבים,230,65,79,78,8,1,1,-,-,-,19,19,-,-,-,569,569,-,-,-,29.95,..,..,-,90.35,85.09,70.60,63.40,23.16,6.66,..,..,..,..,..,..,..,..,..
"7,000",לוד,"5,100","1,605","1,659","1,641",195,44,30,23,5,18,706,466,240,67,173,"16,352","10,292","6,060","1,703","4,357",25.32,1.18,1.69,0.66,65.94,50.22,12.30,24.70,10.43,2,"1,886",31,6.57,6,15.60,35.21,73.86,10.10,3.11
"1,060",לקיה,"1,263",354,419,450,40,9,6,5,3,2,191,106,85,47,38,"5,145","2,814","2,331","1,256","1,075",27.11,0.65,..,..,53.27,34.31,10.20,18.20,11.18,2.07,503,33.70,4.57,7.10,13.90,51.08,67.59,11.39,3.01
"1,015",מבשרת ציון,"1,169",378,361,374,56,9,6,3,1,2,159,87,72,29,43,"3,948","1,942","2,006",959,"1,047",24.18,1.25,1.96,0.51,83.80,71.34,43.90,46.40,17.47,4.53,405,30.50,6.30,4.70,18.30,25.68,81.23,11.17,2.79
481,מגאר,"1,150",397,368,375,10,10,7,8,4,4,187,101,86,41,45,"4,573","2,394","2,179","1,080","1,099",25.20,0.34,..,..,83.92,63.82,13.90,36.70,17.69,3.36,518,31.70,2.17,6.80,18.90,35.98,88.42,9.86,3.27
516,מג'ד אל-כרום,756,221,250,270,15,12,8,8,1,7,179,93,86,33,53,"4,029","2,034","1,995",929,"1,066",28.08,0.36,0.41,0.31,76.74,54.65,10.50,28.30,16.72,3.06,428,30.60,4.65,5.20,17.10,30.41,78.97,10.41,2.97
65,מגדל,116,48,29,37,..,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,..,..,-,..,..,19.30,..,12.34,2.90,..,..,..,..,..,..,..,..,..
874,מגדל העמק,"1,373",429,443,426,75,25,13,14,5,9,267,151,116,50,66,"5,621","3,127","2,494",956,"1,538",23.51,1.89,3.14,0.64,69.82,55.79,14.80,24.70,11.22,2.54,714,32.80,6.44,4.60,17.40,30.25,67.23,8.60,3.87
"4,201",מג'דל שמס,524,153,173,173,25,4,3,2,1,1,88,49,39,20,19,"2,283","1,171","1,112",605,507,24.10,0.95,..,..,86.88,67.50,8.40,38.40,18.84,2.92,264,32.10,5.18,5.80,16.30,35.58,83.71,9.64,3.39
"3,797",מודיעין עילית,"10,156","2,934","2,885","2,970","1,367",85,47,42,-,42,939,741,198,-,198,"25,753","19,285","6,468",-,"6,468",28.06,2.04,3.08,1.03,2.51,1.55,4,10.80,2.35,0.51,"1,183",20.60,9.64,0,14.90,4.40,23.42,15.49,1.33
"1,200",מודיעין-מכבים-רעות*,"4,694","1,304","1,549","1,597",244,42,29,26,11,15,881,465,416,195,221,"23,439","11,619","11,820","5,962","5,858",28.01,0.44,0.60,0.28,92.21,82.20,55.90,53,17.89,4.32,"2,376",31.50,4.17,5.40,17.70,51.01,83.21,10.80,2.94
28,מזכרת בתיה,916,259,303,316,38,7,5,4,2,2,130,77,53,26,27,"3,669","2,059","1,610",847,763,27.64,0.71,..,..,88.36,84.36,55,54.50,18.06,3.99,334,32.30,4.70,4.70,15.50,30.32,85.03,12.70,2.58
517,מזרעה,200,70,73,55,..,2,1,1,1,-,19,13,6,6,-,460,302,158,158,-,24.33,..,..,-,..,..,11.20,..,10.81,2.36,58,30.60,5.45,4.70,19.30,24.35,86.21,9.41,3.25
43,מטולה,44,17,13,12,..,1,1,-,-,-,6,6,-,-,-,75,75,-,-,-,12.50,-,-,-,..,..,39.40,..,26.17,9.75,..,..,..,..,..,..,..,..,..
"1,268",מיתר,598,173,180,218,27,4,3,2,1,1,90,57,33,17,16,"2,714","1,662","1,052",545,507,29.76,-,-,-,87.73,82.21,64.20,50.60,16.36,4.87,217,32.70,7.96,4.60,15.80,29.11,68.20,14.23,2.33
"4,203",מסעדה,229,67,77,79,6,3,1,2,1,1,46,20,26,11,15,"1,096",488,608,278,330,25.83,-,-,-,94.83,63.79,6.10,..,18.98,2.81,137,31.40,10.48,5.50,14.20,38.73,88.32,8.62,3.69
518,מעיליא,124,38,37,47,..,2,1,1,-,1,31,18,13,-,13,763,426,337,-,337,24.75,..,..,-,82,78,32.90,..,29.89,4.38,75,32.70,2.74,4.80,20.20,23.76,80,11.25,2.98
"3,616",מעלה אדומים,"2,115",662,649,698,106,20,13,14,6,8,369,189,180,84,96,"8,374","4,078","4,296","2,143","2,153",24.64,0.48,0.57,0.39,88.71,73.14,25.70,47.50,16.45,4.07,"1,075",30.80,7.26,4.80,16.30,39.91,84.28,8.81,3.54
"3,608",מעלה אפרים,110,32,34,35,9,1,-,2,1,1,-,-,13,8,5,-,-,265,159,106,0,..,..,-,..,..,21.20,..,9.88,2.95,..,..,..,..,..,..,..,..,..
"1,327",מעלה עירון,803,256,266,272,9,7,4,5,3,2,137,72,65,33,32,"3,372","1,664","1,708",862,846,24.18,0.54,1.07,-,63.82,55.29,10.90,23.80,9.58,2.08,344,32.60,4.56,5.80,17.40,33.33,79.36,10.63,3.10
"1,063",מעלות-תרשיחא,"1,083",314,368,354,47,12,8,8,4,4,187,108,79,37,42,"4,265","2,370","1,895",976,919,23.79,1.43,1.12,1.74,75.25,65.35,19.10,38.70,15.06,3.13,516,32,4.26,5.60,19,37.02,78.49,9.12,3.56
99,מצפה רמון,299,101,85,99,14,6,4,3,1,2,58,38,20,5,15,"1,059",586,473,124,349,16.83,1.02,..,..,72.06,60.29,24.90,27,11.43,4.09,166,26.80,19.42,3.10,13,23.85,68.07,7.34,3.72
520,משהד,600,192,204,196,8,7,3,4,1,3,84,43,41,13,28,"2,028","1,078",950,322,628,26.27,0.86,1.10,0.60,69.94,53.18,11.40,21.80,14.92,2.68,240,30.90,7.62,6.10,17.10,35.67,72.92,9.04,3.47
"9,100",נהרייה,"2,788",882,872,876,158,23,18,13,5,8,354,205,149,66,83,"8,807","5,021","3,786","1,780","2,006",27.18,1.22,1.62,0.82,73.27,57.58,22,43.30,13.24,2.92,982,31.50,6.52,5,17.10,40.84,80.45,10.47,3.08
"1,061",נוף הגליל,"1,905",606,615,621,63,18,13,8,2,6,187,123,64,25,39,"3,746","2,235","1,511",682,829,20.78,1.33,1.90,0.72,73.35,65.50,17.40,37.30,15.08,2.64,503,30.40,8.95,5.40,17.80,36.78,82.70,8.93,3.47
522,נחף,800,270,263,246,21,6,3,5,2,3,148,67,81,40,41,"3,513","1,632","1,881","1,020",861,26.05,1.42,1.62,1.23,61.43,33.11,13.20,34.60,17.87,3.17,381,32.60,4.96,7.30,18.10,40.33,78.74,9.92,3.33
"7,200",נס ציונה,"2,545",709,845,885,106,23,17,13,6,7,397,235,162,80,82,"10,788","6,115","4,673","2,541","2,132",28.80,0.56,0.72,0.40,86.98,78.99,52.50,52.40,18.42,3.44,"1,078",30.90,5.29,5.20,17,46.85,81.26,11.27,2.76
"7,300",נצרת,"3,819","1,250","1,273","1,270",26,52,29,35,11,24,774,420,354,103,251,"19,860","11,109","8,751","2,525","6,226",29.03,1.50,2.44,0.59,64.57,49.56,15.70,33.20,16.02,3,"1,890",30.80,3.44,6.50,18.30,39.42,74.50,11.10,2.80
"2,500",נשר,892,278,282,297,35,10,6,4,2,2,112,62,50,23,27,"2,728","1,437","1,291",656,635,25.46,0.39,..,..,88.84,73.71,30.30,47.10,17.73,4.56,324,32,6.17,5.10,17.20,46.30,82.41,9.97,3.28
246,נתיבות,"3,304","1,118","1,006",993,187,33,19,18,4,14,355,253,102,31,71,"7,873","5,574","2,299",635,"1,664",23.36,1.15,1.81,0.53,67.39,43.59,16,33.20,9.35,2.41,871,33.50,8.38,5.20,16.40,29.05,49.14,9.51,3.58
"7,400",נתניה,"11,448","3,443","3,785","3,710",510,89,57,47,15,32,"1,459",866,593,241,352,"36,648","21,633","15,015","6,570","8,445",27.36,0.78,1.08,0.46,77.43,57.89,23.10,34.80,14.23,2.39,"3,910",30.80,8.01,4.90,16.60,37.77,75.29,10.81,2.89
525,סאג'ור,200,66,64,69,..,2,1,2,1,1,31,18,13,7,6,744,405,339,177,162,24.25,..,..,-,86.11,62.50,16.80,..,15.95,3.70,90,30.90,7.14,9,18.20,49.45,82.22,9.46,3.33
587,סביון*,144,31,49,49,15,2,1,1,1,-,24,15,9,9,-,659,413,246,246,-,27.53,..,..,..,93.18,92.05,52.20,..,22.38,4.60,53,30.30,12.77,4,14.30,27.97,73.58,14.71,2.08
"7,500",סח'נין,"1,915",626,667,598,24,18,10,9,3,6,303,162,141,61,80,"7,802","4,082","3,720","1,702","2,018",26.12,0.45,0.74,0.17,83.01,65.67,16.60,33.90,22.57,3.67,761,32.20,1.58,5.30,20,53.09,80.81,11.32,2.90
"4,501",ע'ג'ר,172,52,55,63,..,2,1,2,1,1,26,14,12,6,6,647,329,318,168,150,24.69,1.79,3.45,-,90.24,63.41,9.90,..,19.07,3.64,66,33.60,10,6.50,17.30,37.57,83.33,10.16,3.32
666,עומר,324,102,103,110,9,2,1,2,1,1,57,28,29,15,14,"1,688",793,895,474,421,28.32,0.33,0.61,-,86.76,79.41,60.20,..,18.03,4.39,139,31.80,6.11,4.90,19.60,25,84.89,13.87,2.32
530,עיילבון,289,95,93,99,..,3,1,2,1,1,40,21,19,10,9,"1,103",554,549,268,281,28.16,0.88,..,..,63.55,46.73,22.60,..,20.74,3.52,103,32.40,6.19,5.90,22.10,26.70,84.47,12.38,2.74
511,עילוט,512,168,166,172,6,3,2,2,1,1,73,40,33,15,18,"1,831",940,891,440,451,24.26,0.68,..,..,68.35,38.61,3.40,18.60,7.22,1.38,208,30.70,4.52,7,15,46.67,78.37,9.94,3.18
532,עין מאהל,723,254,218,244,7,7,4,4,2,2,118,63,55,26,29,"2,987","1,516","1,471",657,814,24.90,0.49,..,..,48.17,26.22,10,18,11.78,2.25,288,32.80,5.11,4.70,18.50,25.41,81.60,11.11,2.98
"4,502",עין קנייא,122,39,42,40,..,1,1,-,-,-,15,15,-,-,-,354,354,-,-,-,24.82,-,-,-,95.45,75,7.60,..,17.58,2.25,..,..,..,..,..,..,..,..,..
"7,600",עכו,"2,513",805,808,823,77,27,17,15,4,11,409,221,188,67,121,"8,977","4,874","4,103","1,611","2,492",24.84,0.77,1.03,0.52,76.41,54.49,14.20,30.10,13.61,2.59,"1,163",31.90,6.10,5.60,17.50,35.17,77.39,8.71,3.75
"3,660",עמנואל,483,163,166,127,27,8,7,1,-,1,65,60,5,-,5,931,839,92,-,92,15.33,2.78,3.86,1.92,39.66,22.41,7.60,..,2.91,0.99,110,30,3.77,2.90,17.60,16.48,62.73,7.63,3.91
534,עספיא,590,189,178,197,26,6,4,4,2,2,108,56,52,26,26,"2,505","1,264","1,241",621,620,24.88,0.42,0.79,-,84.24,70.65,15.10,31.20,16.09,3.17,297,31,7.61,4.80,15.30,31.37,89.56,9.58,3.32
"7,700",עפולה,"3,175","1,041","1,057",951,126,33,24,19,8,11,385,207,178,82,96,"8,729","4,575","4,154","2,108","2,046",24.80,1.40,2.09,0.70,73.91,52.17,17.80,34.70,11.24,2.77,"1,099",30.70,8.10,5.50,15.70,37.94,86.53,8.97,3.47
531,עראבה,"1,572",519,506,536,11,12,9,8,3,5,253,136,117,57,60,"6,474","3,294","3,180","1,640","1,540",26.97,1.33,2.29,0.41,81.80,64.89,16.90,34.80,16.35,3.26,624,32.80,3.21,5,18.90,45.51,75.64,11.25,2.95
"2,560",ערד,"1,930",625,637,582,86,16,10,8,2,6,208,136,72,22,50,"4,567","2,872","1,695",595,"1,100",22.85,0.60,0.88,0.31,57.10,45.54,12.90,35.10,7,1.70,464,28.30,8.19,4.40,16,31.03,65.73,10.64,2.66
637,ערערה,986,316,333,332,5,11,7,5,2,3,169,99,70,28,42,"4,316","2,451","1,865",860,"1,005",27.23,0.93,1.39,0.44,62.92,49.04,15.40,25.20,13.09,2.35,425,32.40,2.41,5.40,19.10,28.27,80,11.26,2.92
"1,192",ערערה-בנגב,"1,506",462,482,538,24,11,7,8,3,5,258,141,117,51,66,"6,327","3,461","2,866","1,358","1,508",25.73,1.60,2.25,0.96,53.16,27.18,7.80,13.70,5.35,1.24,653,34,5.83,8.30,11.10,74.77,71.82,10.66,3.23
537,פוריידיס,840,276,303,243,18,7,4,6,2,4,137,70,67,25,42,"3,101","1,603","1,498",695,803,26.23,0.27,0.54,-,80.91,53.53,9.20,18,12.28,2.13,335,32.30,3.40,6.60,16.10,40.99,79.10,10.10,3.22
535,פסוטה,168,59,55,51,3,1,1,-,-,-,15,15,-,-,-,390,390,-,-,-,25.70,..,-,..,64.58,60.42,24.30,..,33.86,5.22,..,..,..,..,..,..,..,..,..
536,פקיעין (בוקייעה),280,109,93,76,..,3,2,2,1,1,38,21,17,8,9,957,521,436,198,238,25.65,1.48,..,..,92.86,88.10,21,42.30,16.61,3.67,105,30.50,3.96,6.80,20.10,33.83,92.38,9.77,3.16
"7,800",פרדס חנה-כרכור,"2,447",657,807,852,131,23,19,11,3,8,357,235,122,51,71,"8,315","5,593","2,722","1,354","1,368",27.62,0.72,0.76,0.68,75.53,66.41,43.10,28.70,10.34,2.60,825,29,6.63,5.30,15.70,33.76,81.34,11.71,2.43
171,פרדסייה,308,103,98,99,8,2,2,-,-,-,19,19,-,-,-,525,525,-,-,-,28.78,..,-,..,87.06,76.47,50.10,45,20.44,4.37,51,31.80,10.87,4.10,17.50,23.43,84.31,12.98,2.49
"7,900",פתח תקווה,"14,179","4,386","4,665","4,692",436,129,76,84,30,54,"1,945","1,141",804,309,495,"48,862","28,451","20,411","8,467","11,944",27.37,0.62,0.77,0.47,78.59,68.68,34.20,42,16.28,2.71,"4,969",30.40,7.69,4.70,16.50,38.70,72.39,10.83,2.82
"8,000",צפת,"2,632",822,785,845,180,38,25,20,6,14,389,244,145,53,92,"8,395","5,055","3,340","1,181","2,159",22.82,3.17,3.78,2.54,46.78,31.25,15.80,31.20,10.68,2.69,994,28.10,7.85,4.60,17.10,31.79,60.66,8.67,3.25
"3,557",קדומים,383,127,101,136,19,5,3,3,1,2,70,34,36,14,22,"1,613",753,860,407,453,24.07,0.63,..,..,89.16,81.93,55.40,35.80,23.08,4.97,213,29,4.93,3.30,19.20,17.19,81.22,8.50,3.44
195,קדימה-צורן,"1,167",342,384,395,46,10,7,3,2,1,165,97,68,36,32,"4,772","2,688","2,084","1,099",985,28.64,0.37,0.41,0.33,86.18,78.32,50.10,42.30,14.35,3.65,445,30.80,7.23,4.50,15.90,28.30,77.08,12.02,2.59
638,קלנסווה,"1,388",458,454,448,28,13,7,6,2,4,232,129,103,46,57,"5,877","3,176","2,701","1,242","1,459",27.36,0.28,0.35,0.21,60.61,47.76,12,24.60,15.94,2.95,553,32,3.44,5.70,18,37.43,72.15,11.79,2.76
"4,100",קצרין,372,103,120,129,20,4,2,2,-,2,63,30,33,-,33,"1,397",727,670,-,670,25.33,0.72,..,..,77.39,60.87,18.30,28.50,13.01,3.24,182,31.10,4,5.10,16.20,31.48,86.26,8.63,3.77
"2,620",קריית אונו,"2,095",597,692,686,120,15,9,6,3,3,288,169,119,58,61,"8,384","4,625","3,759","1,900","1,859",29.18,0.62,0.85,0.38,88.97,87.16,57.90,55,21.99,3.62,765,30,7.45,4.30,15.40,47.97,78.17,12.64,2.39
"3,611",קריית ארבע,543,166,175,174,28,10,7,4,2,2,134,90,44,21,23,"2,463","1,657",806,411,395,21.07,1.11,..,..,69.77,61.24,27.80,42.90,15.91,4.36,397,27.70,8.47,5.30,16.70,31.74,74.81,6.84,4.05
"6,800",קריית אתא,"3,005",977,941,949,138,24,16,12,4,8,358,200,158,70,88,"8,680","4,924","3,756","1,830","1,926",27.84,0.71,1.20,0.22,79.32,57.16,21.60,41,13.20,2.72,987,30.70,7.09,5.90,16.90,38.10,79.23,10.18,3.06
"9,500",קריית ביאליק,"1,838",559,613,569,97,12,8,6,3,3,240,120,120,54,66,"5,815","2,989","2,826","1,381","1,445",27.25,0.82,0.96,0.68,79.82,66.28,28.10,32.20,13.58,2.77,632,31.40,8.54,4.80,15.50,41.93,83.86,10.77,2.93
"2,630",קריית גת,"3,934","1,325","1,192","1,221",196,39,25,21,7,14,462,275,187,74,113,"10,963","6,494","4,469","1,906","2,563",24.92,1.09,1.61,0.52,63.42,51.27,15.10,29.10,10.27,2.27,"1,159",31.70,5.35,5.70,17.60,37.88,76.27,10.47,3.06
"2,300",קריית טבעון,588,117,227,177,67,8,5,5,2,3,139,67,72,26,46,"3,250","1,701","1,549",595,954,26.89,1.08,1.20,0.96,84.14,81.06,55.30,43.10,13.61,4.27,361,30.50,8.41,4,16.40,24.39,78.12,9.73,3.15
"9,600",קריית ים,"1,524",469,470,510,75,13,9,7,4,3,207,120,87,45,42,"4,907","2,750","2,157","1,160",997,26.20,1.58,2.12,1.04,70.99,56.62,13.70,28.60,11.24,1.96,638,30.30,7.52,4.90,16.30,38.71,83.54,8.81,3.47
"1,137",קריית יערים,708,224,225,221,38,6,4,2,-,2,67,59,8,-,8,"1,422","1,193",229,-,229,25.37,1.24,1.66,0.87,20,20,15.80,..,7.42,2.33,95,21.30,5.56,3,15.90,18.87,48.42,9.73,2.19
"8,200",קריית מוצקין,"2,025",613,675,660,77,13,7,7,3,4,249,132,117,57,60,"6,619","3,383","3,236","1,640","1,596",27.89,0.55,0.45,0.64,79.52,71.29,30.20,40.80,14.03,2.88,669,31.40,5.98,4.60,16.90,40.66,82.96,11.46,2.76
"1,034",קריית מלאכי,"1,767",581,554,581,51,16,10,10,3,7,219,135,84,31,53,"4,538","2,986","1,552",690,862,23.89,0.92,1.48,0.37,65.38,54.90,13.20,25.20,9.59,2.23,599,30.90,6.34,5.60,19.40,36.56,68.45,8.76,3.55
469,קריית עקרון,591,185,192,193,21,4,3,2,1,1,47,34,13,6,7,"1,170",800,370,180,190,24.38,2.34,4.27,0.66,77.93,64.83,16.40,31.90,12.03,2.80,136,29.30,10.57,4.70,14.90,31.54,85.29,10.59,2.83
"2,800",קריית שמונה,911,315,287,282,27,14,10,10,4,6,181,99,82,36,46,"3,630","1,921","1,709",865,844,22.81,0.67,0.51,0.85,73.39,57.60,15.50,33.50,17.89,4.44,543,31.60,5.34,5.40,18.10,39.78,80.66,7.56,4.26
"3,640",קרני שומרון,698,225,213,239,21,5,4,2,1,1,86,56,30,15,15,"2,269","1,511",758,405,353,27.85,0.83,..,..,72.81,59.65,41.20,42.90,16.22,4.33,267,30.70,7.23,4.30,15.50,27.74,79.03,10.21,3.06
543,ראמה,392,129,131,123,9,6,3,4,1,3,84,39,45,11,34,"2,274","1,061","1,213",286,927,27.85,0.51,..,..,75.91,69.34,21.60,40,20,4.05,210,31.60,3.45,4.50,19.10,23.56,82.38,11.17,2.85
"2,640",ראש העין,"4,484","1,486","1,388","1,402",208,27,21,10,5,5,415,275,140,67,73,"10,399","6,660","3,739","1,975","1,764",26.68,0.76,1.15,0.37,79.71,70.61,35.60,43.80,14.92,3.32,"1,148",30,7.84,5.20,17.50,39.02,72.39,10.86,2.77
26,ראש פינה,121,33,44,41,3,1,1,-,-,-,8,8,-,-,-,225,225,-,-,-,30.43,..,..,-,78.95,63.16,40.20,..,12.28,4.27,..,..,..,..,..,..,..,..,..
"8,300",ראשון לציון,"10,748","3,350","3,467","3,556",375,85,60,49,17,32,"1,451",803,648,274,374,"37,416","19,735","17,681","8,309","9,372",27.27,0.65,0.84,0.46,85.99,76.04,27.20,45.10,17.55,3.18,"3,872",31.80,7.90,4.70,17.70,45.61,75.15,11.18,2.88
"1,161",רהט,"6,008","1,976","2,060","1,908",64,31,22,19,8,11,743,441,302,156,146,"19,124","11,055","8,069","4,398","3,671",26.90,1.67,2.47,0.91,60.98,42.36,7.90,15.40,9.66,1.96,"1,963",33,7.28,7.10,12.40,28.94,80.59,10.89,3.08
"8,400",רחובות,"8,888","2,714","2,912","2,837",425,73,42,46,16,30,"1,095",645,450,187,263,"28,331","16,429","11,902","5,450","6,452",27.74,1.09,1.41,0.76,78.72,69.60,40.10,40.60,17.02,3.33,"2,803",30.90,7.14,4.90,16.60,41.06,73.96,11.37,2.74
542,ריינה,894,291,307,278,18,8,5,4,1,3,134,89,45,11,34,"3,555","2,320","1,235",249,986,27.57,1.70,3.15,0.33,58.25,40.74,9.60,29,13.97,2.47,316,30.90,1.61,6.20,18.90,32.80,78.16,11.90,2.62
922,רכסים,"1,359",430,420,420,89,19,11,9,-,9,173,129,44,-,44,"3,749","2,767",982,-,982,25.37,1.59,..,..,17.96,7.78,8.30,15.40,3.54,1.12,212,21.10,7.07,0.70,18.20,3.85,36.32,12.03,1.75
"8,500",רמלה,"4,642","1,534","1,461","1,546",101,43,27,24,7,17,622,375,247,77,170,"14,123","9,022","5,101","1,719","3,382",26.31,1.63,2.34,0.93,68.72,55.33,9.70,24.70,10.11,1.79,"1,644",30.60,8.09,5.90,15.50,32.60,76.82,9.92,3.12
"8,600",רמת גן,"6,331","2,020","2,075","1,981",255,45,33,19,4,15,835,581,254,30,224,"22,107","14,728","7,379",803,"6,576",27.39,0.65,0.66,0.64,88.37,83.54,43.50,47.60,23.95,4.48,"2,202",30.70,7.54,4.40,17.40,44.05,74.66,11.56,2.69
"2,650",רמת השרון,"2,225",687,709,756,73,22,15,8,3,5,401,213,188,79,109,"11,129","5,230","5,899","2,847","3,052",25.31,0.56,0.82,0.28,81.83,79.69,56.60,47.70,21.20,3.30,"1,062",29.70,6.31,3.90,16.30,46.23,68.27,11.39,2.63
122,רמת ישי,374,114,135,112,13,2,1,1,1,-,32,23,9,9,-,983,662,321,321,-,28.78,0.83,0.85,0.82,86.84,82.46,53.50,49.20,17.54,4.95,82,30.20,9.33,4.10,14,29.29,81.71,14.43,2.11
"8,700",רעננה,"3,455",991,"1,165","1,155",144,37,23,23,10,13,564,293,271,119,152,"14,570","7,356","7,214","3,466","3,748",27.47,0.75,1.22,0.28,85.14,79.10,44.60,51.40,20.97,3.88,"1,548",30.60,6.72,4.60,17.50,44.64,76.10,10.51,2.95
