סמל היישוב,שם יישוב,"ילדים בגנים של משרד החינוך סה""כ",ילדים בגנים של משרד החינוך גיל 3,ילדים בגנים של משרד החינוך גיל 4,ילדים בגנים של משרד החינוך גיל 5,ילדים בגנים של משרד החינוך גיל 6,"בתי ספר סה""כ",בתי ספר יסודיים,בתי ספר על-יסודיים,בתי ספר חטיבות ביניים,בתי ספר תיכוניים,"כיתות סה""כ",כיתות בבתי ספר יסודיים,כיתות בבתי ספר על-יסודיים,כיתות בחטיבות ביניים,כיתות בבתי ספר תיכוניים,"תלמידים סה""כ",תלמידים בבתי ספר יסודיים,תלמידים בבתי ספר על-יסודיים,תלמידים בחטיבות ביניים,תלמידים בבתי ספר תיכוניים,ממוצע תלמידים לכיתה בבתי ספר יסודיים,"אחוז תלמידים נושרים סה""כ",אחוז תלמידים נושרים בנים,אחוז תלמידים נושרים בנות,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,עובדי הוראה מספר עובדי הוראה,עובדי הוראה ממוצע שעות עבודה לשבוע,עובדי הוראה אחוז עובדי הוראה חדשים,עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,עובדי הוראה ממוצע תלמידים למורה,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד
"1,309",אלעד,"4,221","1,260","1,315","1,344",302,82,46,41,2,39,741,535,206,12,194,"17,085","11,803","5,282",250,"5,032",23.96,1.35,1.83,0.90,28.85,19.82,13.07,16.60,5.60,1.50,"1,104",25.95,8.42,6.30,15.72,14.13,45.30,13.23,1.96
"3,750",אלפי מנשה,354,108,101,136,9,3,2,1,1,-,49,31,18,18,-,"1,325",800,525,525,-,28.41,0.38,0.74,-,86.79,81.13,40.89,37.70,12.20,2.90,127,31.59,3.94,6.20,15.83,45.67,60.90,11.85,2.69
"3,560",אלקנה,285,101,85,89,10,5,1,7,4,3,68,17,51,28,23,"1,803",485,"1,318",749,569,28.53,..,-,..,95,93.75,74.20,..,30.40,5.50,194,31.80,6.19,4.50,16.78,59.28,60.80,10.10,3.17
529,אעבלין,690,228,235,213,14,8,6,5,1,4,162,87,75,16,59,"3,842","2,223","1,619",382,"1,237",27.54,0.83,1.22,0.42,81.45,60.48,15.22,33,19.90,3.30,78,31.98,1.28,7,20.77,51.28,84.60,10.29,3.14
"3,650",אפרת,891,248,313,304,26,10,6,5,1,4,164,108,56,15,41,"3,529","2,369","1,160",269,891,24.88,0.73,0.49,0.96,89.30,86.83,55.83,54.50,18.20,4,467,29.20,7.71,5.30,16.65,51.18,62.40,8.47,3.48
"3,570",אריאל,880,279,296,254,51,8,6,3,1,2,138,95,43,22,21,"3,191","2,141","1,050",630,420,25.78,1.15,1.79,0.43,84.80,71.57,29.69,36.20,39.20,10.60,385,30.45,10.91,4.90,14.80,44.42,63.50,9.91,3.10
"7,100",אשקלון,"7,987","2,431","2,688","2,662",206,60,42,35,13,22,"1,093",636,457,195,262,"27,765","15,994","11,771","5,843","5,928",28.27,1.18,1.65,0.71,83.80,70.21,22.29,36.70,11.60,2.30,"3,041",31.65,8.25,6.50,15.66,40.71,66.50,10.49,3.06
"6,000",באקה אל-גרביה,"1,703",569,499,589,46,15,10,10,3,7,277,150,127,55,72,"6,902","3,601","3,301","1,555","1,746",26.78,0.62,0.78,0.45,82.13,61.03,16.28,36.10,21,3.50,729,31.54,3.43,6.70,17.95,52.40,66,10.18,3.13
"2,530",באר יעקב,"2,566",745,868,862,91,20,13,11,4,7,338,205,133,52,81,"8,685","5,072","3,613","1,666","1,947",26.15,1.36,1.71,1.01,84.55,71.14,38.51,29.50,8.80,1.80,885,30.65,9.72,5.20,14.08,34.58,68.80,11.39,2.69
"9,000",באר שבע,"9,934","3,141","3,305","3,243",245,89,60,50,17,33,"1,529",863,666,283,383,"35,274","19,142","16,132","7,404","8,728",25.48,0.96,1.16,0.75,82.92,65.30,25.33,35.60,15.60,4,"4,237",32.22,8.33,8.40,16.27,46,66.20,9.53,3.42
482,בועיינה-נוג'ידאת,586,187,199,193,7,6,4,5,3,2,104,53,51,27,24,"2,435","1,241","1,194",628,566,24.98,0.42,..,..,70.15,49.75,13.82,35.20,19.30,3.10,512,32.33,2.54,8.80,20.39,55.08,77.30,9.98,3.30
"4,001",בוקעאתא,293,108,92,84,9,3,2,2,1,1,59,29,30,15,15,"1,402",657,745,380,365,22.66,..,..,-,93.62,61.70,10.57,..,21.90,3.10,165,32.80,2.42,7.20,17.59,75.15,82.40,9.28,3.56
998,ביר אל-מכסור,634,203,214,206,11,4,3,2,1,1,88,52,36,19,17,"2,252","1,240","1,012",513,499,24.79,2.22,..,..,69.35,41.21,10.68,21.40,14.50,2.50,236,32.07,2.12,8.60,20.26,59.75,55.70,10.78,3.06
"3,574",בית אל,424,134,133,138,19,7,3,6,2,4,111,43,68,23,45,"2,489",923,"1,566",536,"1,030",24.16,0.99,1.99,-,86.47,75.19,53.12,51.10,19.70,5.90,353,30.41,4.82,7.50,18.45,59.77,60.70,7.56,4.05
"3,652",בית אריה-עופרים,291,93,94,100,4,3,2,1,1,-,36,27,9,9,-,816,577,239,239,-,23,2.49,..,..,84.31,74.51,31.42,..,10.60,2.90,92,30.24,3.26,5.50,15,40.22,72.80,10.60,2.89
480,בית ג'ן,558,171,182,201,4,4,3,2,1,1,88,46,42,19,23,"2,260","1,135","1,125",577,548,25.02,0.58,..,..,98.15,71.30,18.74,39.60,16,3.40,344,31.07,2.03,5.50,18.42,54.65,74.30,10.71,2.92
466,בית דגן,339,100,132,102,5,2,2,-,-,-,21,21,-,-,-,537,537,-,-,-,26.30,0.42,..,..,87.96,80.56,28.54,..,13.90,3.40,3,24.06,..,9.90,24,100,100,13.68,2.17
"9,200",בית שאן,"1,127",385,361,343,38,15,10,11,5,6,207,119,88,41,47,"3,960","2,268","1,692",871,821,20.84,2.55,4.22,0.77,80.51,63.90,17.82,31.70,11.80,2.90,520,31.38,6.54,6,16.24,42.88,66.50,8.50,3.75
"2,610",בית שמש,"14,200","4,494","4,679","4,222",805,170,104,86,10,76,"1,636","1,128",508,92,416,"36,925","25,704","11,221","1,956","9,265",26.24,3.17,4.76,1.42,30.13,26.20,11.68,29.70,6.70,1.40,"3,365",26.58,11.35,6.60,15.11,24.70,61,10.03,2.67
"3,780",ביתר עילית,"6,678","2,199","2,272","1,983",224,100,54,50,-,50,949,725,224,-,224,"22,863","16,824","6,039",-,"6,039",24.87,2.81,4.98,0.54,9.86,4.87,7.85,13.70,3.90,0.90,"1,686",26.20,9.37,4,16.28,12.75,44.90,12.18,2.17
"6,100",בני ברק,"20,198","6,553","6,430","6,047","1,168",223,121,124,5,119,"2,353","1,611",742,35,707,"60,755","40,220","20,535",581,"19,954",27.43,1.45,2.02,0.86,6.98,5.42,8.43,7.50,2.90,0.80,"3,669",23.39,8.67,6.80,18.37,13.68,42.10,13.56,1.71
"1,066","בני עי""ש",292,88,108,92,4,2,2,-,-,-,18,18,-,-,-,389,389,-,-,-,23.13,1.60,..,..,78.33,63.33,17.39,..,12.80,2.40,48,30.37,12.50,4.10,13.85,52.08,64.60,10.75,2.93
"9,800",בנימינה-גבעת עדה,629,176,199,234,20,7,5,4,2,2,129,69,60,29,31,"3,468","1,745","1,723",908,815,25.29,1.25,1.36,1.14,89.23,85.19,65.10,49.70,10.50,3.10,339,32.07,7.37,6.90,16.63,48.08,66.80,11.69,2.77
"1,326","בסמ""ה",699,232,220,239,8,8,4,4,2,2,117,64,53,29,24,"2,785","1,538","1,247",703,544,26.38,0.72,1.39,-,75.79,39.29,16.26,30.20,14.50,2.70,303,32.40,3.30,6.80,18.36,43.56,63.70,10.07,3.25
944,בסמת טבעון,418,136,132,139,11,4,3,2,1,1,64,37,27,14,13,"1,531",838,693,356,337,23.37,2.93,5.12,0.90,68.39,45.81,11.39,24.50,15.40,2.40,168,31.55,2.38,7.90,18.70,55.95,61.30,10.38,3.09
483,בענה,431,107,165,154,5,5,3,3,1,2,85,43,42,14,28,"1,921",893,"1,028",325,703,21.97,0.51,1.00,-,74.71,51.72,10.73,29.60,17.80,3,262,31.84,2.29,7.50,19.39,61.07,66.80,10.35,3.13
"6,200",בת ים,"4,474","1,319","1,522","1,442",191,47,30,29,12,17,781,452,329,151,178,"17,105","9,633","7,472","3,719","3,753",25.11,1.61,1.89,1.29,74.08,58.91,11.41,29.10,10.10,1.50,"2,037",31.40,9.23,5.90,16.27,38.93,63.10,9.63,3.32
"3,730",גבעת זאב,"1,961",630,612,577,142,11,10,3,2,1,123,112,11,7,4,"2,794","2,679",115,91,24,25.29,1.45,2.09,0.76,48.77,40.18,22.93,35.10,10.10,2.20,283,24.62,16.61,7.40,11.92,24.73,61.70,11.24,2.21
681,גבעת שמואל,"1,547",513,497,504,33,10,7,6,3,3,197,112,85,43,42,"5,541","2,988","2,553","1,321","1,232",28.70,0.61,0.87,0.29,93.82,90.51,61.82,63.30,29.90,5.80,553,31.29,9.22,6.30,15.71,45.03,62.80,11.38,2.78
"6,300",גבעתיים,"2,467",763,812,823,69,14,10,5,-,5,320,228,92,-,92,"8,772","5,958","2,814",-,"2,814",28.05,0.57,0.56,0.58,93.10,90.44,61.44,53,20.30,4.60,796,31.05,7.54,5.70,15.92,46.98,60.70,13.25,2.37
"1,292",ג'דיידה-מכר,"1,027",318,327,368,14,9,6,6,3,3,163,87,76,40,36,"3,888","1,971","1,917","1,006",911,24.19,0.85,1.01,0.70,72.17,56.88,13.13,37,20.10,3.30,421,32.25,0.71,8.30,21.51,56.06,71,10.06,3.26
"2,550",גדרה,"1,543",448,498,547,50,16,10,12,5,7,284,145,139,57,82,"7,303","3,463","3,840","1,754","2,086",26.25,0.92,1.32,0.51,89.66,81.02,47.76,55.80,11.20,3.10,735,31.56,6.12,6.90,16.76,53.61,68.30,11.37,2.82
485,ג'ולס,307,104,101,100,2,3,2,2,1,1,45,24,21,9,12,"1,116",564,552,292,260,24.86,0.65,..,..,88.35,79.61,24.63,27.30,16.40,4.40,215,32.54,1.40,8.80,19,66.05,64.60,9.61,3.43
627,ג'לג'וליה,623,200,192,217,14,5,3,4,2,2,99,57,42,22,20,"2,245","1,241","1,004",513,491,26.93,2.18,3.51,0.87,72.43,51.89,14.12,47.10,14.60,2.90,53,29.50,7.55,4.40,14.43,43.40,67.90,14.22,2.09
166,גן יבנה,986,257,328,360,41,9,6,5,2,3,180,91,89,40,49,"4,780","2,307","2,473","1,197","1,276",26.98,1.12,1.55,0.67,91.26,84.94,38.71,47.70,16.70,4.40,460,32.74,7.83,6.50,17.82,46.74,65.40,12.19,2.54
229,גני תקווה,"1,428",392,485,506,45,11,8,3,1,2,172,108,64,31,33,"5,044","3,045","1,999","1,098",901,29.17,0.60,0.67,0.52,90.55,83.23,60.09,56.20,17.80,3.10,452,30.21,6.64,3.50,13.55,41.81,63.30,13.02,2.33
541,ג'סר א-זרקא,"1,036",326,358,344,8,8,5,4,2,2,150,85,65,34,31,"3,581","1,929","1,652",897,755,26.43,0.73,..,..,48.25,23.49,2.80,17.20,9.10,1.50,163,32.90,1.23,8,21.40,70.55,66.90,10.17,3.30
487,ג'ש (גוש חלב),129,47,32,50,-,2,1,1,-,1,22,15,7,-,7,511,345,166,-,166,23.36,..,..,..,95.45,72.73,28.52,..,24.20,3.30,126,30.73,2.38,8.80,20.68,70.63,74.60,9.70,3.20
628,ג'ת,736,248,238,235,15,6,3,3,2,1,87,45,42,22,20,"2,506","1,337","1,169",631,538,30.74,0.48,..,..,87,75,30.37,52.70,31.30,4.70,260,29.92,1.92,7.90,17.31,47.69,66.50,9.18,3.27
494,דאלית אל-כרמל,820,268,261,266,25,6,4,2,1,1,105,58,47,23,24,"2,640","1,405","1,235",648,587,25.70,0.42,0.69,..,88.70,57.74,18.96,36.80,18,3.60,217,32.54,1.38,6,20.64,64.98,80.20,10.98,3.02
489,דבורייה,607,181,197,218,11,4,3,2,1,1,84,46,38,17,21,"2,191","1,126","1,065",496,569,25.56,0.70,..,..,71.50,49.53,21.20,33.50,23.50,4,55,32.91,..,10.10,25.93,49.09,69.10,10.43,3.18
490,דייר אל-אסד,719,213,256,227,23,5,3,3,2,1,110,58,52,31,21,"2,769","1,420","1,349",801,548,26.98,0.81,..,..,70.37,48.15,17.71,45.40,21.60,3.30,213,32.37,3.29,6.80,20.59,59.15,62.40,11.37,2.88
492,דייר חנא,530,157,178,193,2,6,3,3,2,1,85,44,41,22,19,"2,118","1,064","1,054",556,498,24.88,0.70,0.86,0.54,88.77,70.59,19.33,51.80,29.40,4.20,256,33.08,1.17,7.10,21.31,54.69,68.50,12.08,2.80
"2,200",דימונה,"2,010",624,652,680,54,24,16,16,7,9,318,190,128,55,73,"7,178","3,840","3,338","1,669","1,669",23.04,1.21,1.67,0.74,81.49,67.18,16.57,28,8.90,2.40,833,32.56,7.08,8.10,17.58,46.34,64.80,9.77,3.37
"9,700",הוד השרון,"3,184",889,"1,047","1,086",162,29,17,15,7,8,469,253,216,94,122,"12,873","6,721","6,152","3,030","3,122",27.63,0.82,1.00,0.65,89.42,84.17,59.14,52.60,15.80,3.30,"1,389",30.74,7.92,5.50,16,49.32,61.30,10.63,2.93
"3,769",הר אדר,126,48,35,39,4,1,1,-,-,-,14,14,-,-,-,379,379,-,-,-,27.07,0.54,..,..,86.36,80.68,59.63,..,19.20,5.10,39,30.01,5.13,4.40,13.03,35.90,79.50,12.67,2.40
"6,400",הרצלייה,"4,455","1,376","1,532","1,434",113,37,21,22,12,10,632,341,291,139,152,"16,408","8,620","7,788","4,097","3,691",27.92,1.11,1.33,0.86,89.48,84.18,52.52,52.80,19.50,3.50,"1,753",31.38,8.84,5.30,15.18,44.55,68,10.93,2.90
"9,300",זכרון יעקב,"1,075",308,326,393,48,19,12,11,2,9,254,154,100,14,86,"5,600","3,465","2,135",349,"1,786",25.09,1.09,1.37,0.82,81.63,75.35,53.90,49.20,12.30,3.20,564,29.42,6.74,5.70,15.68,42.91,57.20,10.25,2.85
"1,290",זמר,456,139,146,168,3,5,2,4,2,2,71,31,40,15,25,"1,839",795,"1,044",306,738,27.46,0.95,1.11,0.80,83.46,59.06,16.84,38.80,20,3.20,176,32.28,1.70,7.40,18.72,57.39,75.60,11.07,2.94
975,זרזיר,559,181,190,181,7,5,3,3,1,2,87,45,42,18,24,"2,043","1,054",989,463,526,24.02,0.86,..,..,73.26,45.93,12.49,29.30,15.60,2.90,215,32.83,1.86,5.60,18.93,56.74,74.90,10.41,3.19
"6,500",חדרה,"5,245","1,611","1,694","1,696",244,52,35,29,9,20,788,466,322,142,180,"18,790","10,846","7,944","3,742","4,202",27.03,0.91,0.86,0.96,74.88,64.63,26.14,27.60,9.40,2.10,"1,975",30.61,7.54,6.70,16.02,38.89,60.10,10.93,2.82
"6,600",חולון,"8,245","2,518","2,756","2,734",237,62,39,43,19,24,"1,208",655,553,246,307,"30,408","16,168","14,240","6,966","7,274",27.14,1.10,1.28,0.91,81.82,69.55,25.36,40.60,13.90,2.40,"3,109",31.81,9.04,5.80,15.91,43.87,67,11.14,2.90
"1,303",חורה,"1,948",574,677,688,9,14,9,12,5,7,318,163,155,65,90,"7,509","3,967","3,542","1,651","1,891",26.60,2.36,3.58,1.13,70.82,44.64,11.81,22.60,12.60,2.40,847,33.01,7.91,8.90,12.67,31.88,71.60,9.95,3.37
496,חורפיש,328,106,120,102,-,3,2,2,1,1,54,30,24,12,12,"1,343",701,642,325,317,24.43,..,-,..,95.54,77.68,29.25,44.90,20.90,4.80,312,32.20,4.81,5.60,18.58,58.65,65.50,10.13,3.27
"4,000",חיפה,"11,225","3,329","3,816","3,656",424,128,80,73,23,50,"1,947","1,142",805,260,545,"46,192","26,974","19,218","6,507","12,711",26.98,1.29,1.67,0.90,76.88,66.80,35.36,42.40,21.70,4.30,"5,162",30.52,8.33,6.80,16.18,47.29,61.90,9.64,3.18
"2,034",חצור הגלילית,743,241,241,234,27,11,6,7,2,5,125,73,52,16,36,"2,436","1,356","1,080",332,748,19.98,1.40,2.12,0.63,52.50,38.13,19.16,22.60,7,2.10,303,28.57,6.60,5.70,18.09,39.27,63.30,8.77,3.25
"1,247",חריש,"3,875","1,276","1,262","1,232",105,20,14,9,5,4,271,203,68,48,20,"6,514","5,070","1,444","1,060",384,27.36,2.26,3.01,1.46,64.34,53.10,27.16,..,6.80,1.70,810,30.53,12.35,5.50,9.26,28.40,..,..,..
"6,700",טבריה,"3,352","1,060","1,098","1,038",156,38,24,20,5,15,465,271,194,69,125,"9,701","5,565","4,136","1,535","2,601",23.35,2.14,3.05,1.19,69.01,47.36,13.38,26.40,6.80,1.70,"1,239",29.05,8.07,6.20,15.45,37.69,66.90,8.64,3.40
962,טובא-זנגרייה,450,152,140,153,5,3,2,2,1,1,57,35,22,11,11,"1,250",738,512,264,248,23.72,1.74,..,..,60.80,24.80,9.88,28.10,11.80,2,152,33.85,0.66,8.10,19.71,71.05,81.60,9.42,3.68
498,טורעאן,867,254,307,298,8,7,4,3,2,1,116,66,50,29,21,"2,996","1,628","1,368",772,596,26.05,3.22,6.00,0.37,68.18,54.17,18.82,46.40,23.30,3.60,167,31.98,4.19,6.90,18.62,46.71,77.80,8.66,3.74
"2,730",טייבה,"2,438",730,801,858,49,16,12,8,4,4,387,207,180,93,87,"10,196","4,925","5,271","2,659","2,612",27.40,1.58,2.75,0.41,84.38,64.99,17.09,40.90,22.40,3.50,970,31.84,3.61,7.30,19.34,54.33,65.50,11.32,2.84
"2,720",טירה,"1,311",411,421,462,17,16,9,11,4,7,249,134,115,53,62,"5,465","2,788","2,677","1,265","1,412",25.85,0.84,1.00,0.68,74.65,56.09,20.26,37.10,26.50,3.90,586,32.12,2.73,8,21.13,52.39,66.80,9.92,3.26
"2,100",טירת כרמל,"1,817",587,591,592,47,9,7,4,2,2,175,119,56,31,25,"4,055","2,693","1,362",776,586,25.04,1.42,1.47,1.37,76.25,57.81,27.96,30.50,10.90,2.30,556,31.03,8.45,6,13.96,39.93,61.80,8.92,3.53
"8,900",טמרה,"1,884",600,620,643,21,22,12,15,6,9,359,176,183,77,106,"8,041","3,868","4,173","1,951","2,222",24.92,0.64,1.07,0.20,77.50,55.59,16.78,36.60,20.70,3.30,958,31.95,2.82,6.80,19.11,57.10,75.50,9.09,3.56
"1,295",יאנוח-ג'ת,358,110,127,117,4,4,3,2,1,1,57,32,25,13,12,"1,285",664,621,304,317,21.70,0.55,..,..,86.29,60.48,19.80,35.20,17.50,3.70,153,33.59,1.31,8,19.41,62.09,81.20,9.48,3.62
"2,660",יבנה,"4,213","1,275","1,354","1,433",151,29,21,13,5,8,447,297,150,80,70,"11,695","7,569","4,126","2,337","1,789",27.92,1.53,2.28,0.81,84.59,72.62,36.45,44.80,12.80,2.30,"1,213",31.17,10.88,5.70,13.87,37.76,63.10,11.94,2.64
"9,400",יהוד-מונוסון,"1,436",428,464,495,49,12,7,6,3,3,232,118,114,44,70,"6,108","2,931","3,177","1,382","1,795",27.10,0.94,1.04,0.84,87.70,78.89,38.57,47.80,14,2.90,596,31.99,7.21,5.40,17.90,51.01,63.70,11.78,2.73
499,יפיע,975,302,324,340,9,13,8,6,2,4,171,98,73,32,41,"4,113","2,205","1,908",928,980,25.57,1.40,..,..,80.76,57.14,15.40,41.40,20.10,3.30,290,31.71,3.45,6.80,19.53,52.41,64.80,11.56,2.78
240,יקנעם עילית,"1,158",338,387,390,43,9,7,3,2,1,179,102,77,40,37,"4,370","2,435","1,935","1,018",917,26.75,1.27,1.24,1.29,88.17,73.52,43.55,48.90,12.50,3.10,446,32.47,9.64,4.90,15.03,47.09,68.40,11.68,2.87
831,ירוחם,710,230,230,237,13,8,5,6,3,3,113,63,50,25,25,"2,593","1,408","1,185",569,616,24.07,1.50,2.06,0.98,71.11,61.11,28.84,26.80,13.30,3.80,307,31.44,8.47,7.20,14.03,45.60,74.60,8.64,3.71
"3,000",ירושלים,"60,344","18,287","20,026","19,567","2,464",763,450,471,85,386,"9,494","5,855","3,639",838,"2,801","226,003","140,192","85,811","19,466","66,345",26.28,2.76,3.46,2.01,37.55,32.88,17.70,21,11.10,2.80,"20,160",27.51,9,6.70,15.93,33.17,55.60,11.06,2.49
502,ירכא,831,263,287,267,14,14,9,8,2,6,198,105,93,35,58,"4,097","1,889","2,208",914,"1,294",24.95,0.33,..,..,85.81,51.82,15.34,32.40,16.90,3.30,468,31.23,4.49,7.50,17.44,56.84,72.40,9.63,3.27
504,כאבול,699,251,209,230,9,6,4,4,2,2,110,63,47,25,22,"2,695","1,397","1,298",679,619,23.22,0.21,..,..,78.39,63.14,19.35,38.70,22.30,3.80,584,29.57,7.19,8,14.96,49.14,75.70,7.69,3.88
505,כאוכב אבו אל-היג'א,201,78,57,65,1,2,1,2,1,1,42,19,23,11,12,"1,076",462,614,300,314,26,-,-,-,97.73,62.50,26.25,..,30,4.40,275,31.92,2.91,6.60,20.17,52,77.10,10.63,3.03
"1,224",כוכב יאיר,434,126,132,164,12,4,3,1,1,-,61,43,18,18,-,"1,744","1,136",608,608,-,26.86,1.08,1.10,1.05,97.48,94.34,68.32,60.80,14.10,3.90,147,31.65,7.48,5.10,17.43,48.30,61.50,13.60,2.35
"1,059",כסיפה,"1,557",442,519,552,44,15,10,10,4,6,311,177,134,67,67,"7,806","4,289","3,517","1,883","1,634",25.60,1.90,2.44,1.35,58.24,43.41,15.80,29.20,16.30,3.30,817,33.62,6,9.10,14.30,40.39,75.20,10.55,3.22
"1,296",כסרא-סמיע,540,175,172,191,2,6,4,5,2,3,96,47,49,21,28,"2,149","1,069","1,080",521,559,24.90,0.75,-,1.62,94.05,64.29,15.09,29.80,13.60,2.60,263,31.17,2.66,12.20,19.47,53.99,79,9.10,3.47
978,כעביה-טבאש-חג'אג'רה,373,120,123,125,5,3,2,2,1,1,54,29,25,13,12,"1,320",697,623,313,310,25.69,..,..,..,72.17,48.70,16.62,26.30,16.80,3.30,135,32.19,..,7.60,19.37,62.96,72.40,10.72,3.03
633,כפר ברא,282,96,90,95,1,3,2,2,2,-,39,30,9,9,-,657,465,192,192,-,25.79,2.11,1.53,2.60,67.19,42.19,19.54,..,18,3.10,229,32.34,1.75,7.10,22.15,44.98,58.10,12.36,2.64
"1,263",כפר ורדים,160,42,43,63,12,4,2,4,2,2,64,23,41,20,21,"1,491",591,900,455,445,27.29,1.09,..,..,85.39,83.15,57.26,45.80,13.20,3.30,183,32.56,2.73,6.10,18.77,60.11,57.40,8.17,3.99
