סמל היישוב,שם יישוב,"ילדים בגנים של משרד החינוך סה""כ",ילדים בגנים של משרד החינוך גיל 3,ילדים בגנים של משרד החינוך גיל 4,ילדים בגנים של משרד החינוך גיל 5,ילדים בגנים של משרד החינוך גיל 6,"בתי ספר סה""כ",בתי ספר יסודיים,בתי ספר על-יסודיים,בתי ספר חטיבות ביניים,בתי ספר תיכוניים,"כיתות סה""כ",כיתות בבתי ספר יסודיים,כיתות בבתי ספר על-יסודיים,כיתות בחטיבות ביניים,כיתות בבתי ספר תיכוניים,"תלמידים סה""כ",תלמידים בבתי ספר יסודיים,תלמידים בבתי ספר על-יסודיים,תלמידים בחטיבות ביניים,תלמידים בבתי ספר תיכוניים,ממוצע תלמידים לכיתה בבתי ספר יסודיים,"אחוז תלמידים נושרים סה""כ",אחוז תלמידים נושרים בנים,אחוז תלמידים נושרים בנות,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,עובדי הוראה מספר עובדי הוראה,עובדי הוראה ממוצע שעות עבודה לשבוע,עובדי הוראה אחוז עובדי הוראה חדשים,עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,עובדי הוראה ממוצע תלמידים למורה,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד
"1,296",כסרא-סמיע,557,190,188,178,..,6,4,5,2,3,94,46,48,23,25,"2,073","1,038","1,035",550,485,24.37,0.57,..,..,94.01,55.09,13.76,29.10,13.80,2.60,260,31.40,3.08,4.90,18.60,46.15,81.15,10.34,3.11
978,כעביה-טבאש-חג'אג'רה,412,119,147,139,7,3,2,2,1,1,53,28,25,13,12,"1,339",684,655,326,329,25.65,0.56,..,..,70.16,45.97,14.02,..,15.30,3.20,142,31.80,2.82,3.30,18,55.63,82.39,6.21,4.92
633,כפר ברא,258,95,79,81,3,3,2,2,2,-,40,28,12,12,-,671,457,214,214,-,26.57,0.91,..,..,68.67,40.96,17.50,..,16.60,3.40,119,29.90,6.72,5.40,13.70,44.54,77.31,8.18,1.92
"1,263",כפר ורדים,185,50,57,66,12,4,2,4,2,2,60,23,37,19,18,"1,478",606,872,463,409,27.14,0.93,1.22,-,85.94,81.25,56.84,..,15.30,4.90,185,31.50,2.16,3.90,19.20,50.27,76.22,11.94,2.72
507,כפר יאסיף,534,175,176,164,19,5,3,2,1,1,93,49,44,21,23,"2,479","1,292","1,187",581,606,27.65,0.39,..,..,72.86,60.80,23.17,31.40,20.40,3.60,222,32.10,3.60,2.30,20,48.20,79.28,8.70,3.72
168,כפר יונה,"1,486",441,499,492,54,10,7,5,3,2,189,116,73,40,33,"5,002","2,814","2,188","1,218",970,26.62,0.60,0.68,0.53,82.89,68.92,37.91,36.20,11.50,2.50,482,32,7.26,3.30,14.80,47.30,73.65,12.36,2.64
508,כפר כמא,141,49,43,49,-,2,1,1,1,-,17,12,5,5,-,407,283,124,124,-,24.91,..,..,..,84.21,80.70,27.37,..,26.30,5.40,50,31.80,0,3.60,17.80,60,82,10.75,2.91
509,כפר כנא,"1,364",476,439,439,10,14,9,7,2,5,226,126,100,36,64,"5,691","3,060","2,631","1,033","1,598",25.68,0.78,..,..,73.99,52.67,12.24,25.80,16.60,2.90,566,30.80,2.47,2.40,17.10,44.52,77.56,9.73,3.27
510,כפר מנדא,"1,297",430,423,428,16,12,7,6,3,3,199,108,91,44,47,"5,061","2,654","2,407","1,176","1,231",25.69,2.77,4.48,0.98,84.69,53.13,11.08,22.50,13.60,2.50,559,31.50,4.29,2.80,17.80,41.32,74.06,11.03,2.89
"6,900",כפר סבא,"4,992","1,461","1,618","1,648",265,42,23,28,14,14,725,395,330,157,173,"19,256","10,174","9,082","4,582","4,500",27.10,0.69,0.82,0.56,87.89,82.04,49.94,50.30,16.60,2.80,"2,047",31.20,7.43,3.30,16.30,44.85,73.72,10.94,2.88
634,כפר קאסם,"1,453",475,481,477,20,12,8,6,2,4,247,126,121,54,67,"6,181","2,952","3,229","1,483","1,746",26.78,0.63,0.78,0.48,64.86,38.80,14.02,30,16.90,3.10,626,31.20,2.40,2.70,17.50,46.65,80.51,10.45,3.01
654,כפר קרע,"1,063",379,337,330,17,14,8,9,3,6,192,101,91,39,52,"4,805","2,450","2,355","1,128","1,227",28.73,1.15,1.89,0.39,72.96,50.99,19.80,31,16.60,3,475,31.50,4,3.60,17.50,44,75.79,12.30,2.27
267,כפר שמריהו,81,26,26,26,3,1,1,-,-,-,12,12,-,-,-,331,331,-,-,-,27.58,2.53,..,..,80,76.67,50.98,..,20.70,3.40,31,27.90,19.35,12.90,13.70,41.94,58.06,11.68,2.66
47,כפר תבור,232,59,77,82,14,1,1,-,-,-,18,18,-,-,-,436,436,-,-,-,26.19,1.35,..,..,86.08,78.48,55.56,..,13.10,4.50,53,31.20,5.66,3.40,16.70,32.08,83.02,13.28,0.29
"1,139",כרמיאל,"2,029",593,628,655,153,24,12,18,5,13,334,160,174,65,109,"7,559","3,909","3,650","1,620","2,030",26.92,1.13,1.63,0.62,81.61,65.36,22.74,40.40,12.20,2.80,961,30.10,6.04,3.40,17.70,42.35,74.61,9.05,3.37
"1,271",להבים,248,73,75,89,11,1,1,-,-,-,20,20,-,-,-,616,616,-,-,-,30.80,..,..,..,95.31,92.19,70.83,68.30,19.90,6.40,53,33.30,7.55,3.40,15.90,41.51,75.47,11.23,3.03
"7,000",לוד,"5,598","1,842","1,783","1,737",236,45,31,23,5,18,752,509,243,66,177,"17,295","11,173","6,122","1,733","4,389",25.13,1.47,2.00,0.94,67.22,47.25,12.99,29.20,10.50,2,"1,980",31.50,6.11,4.90,15.60,36.82,69.65,10.08,3.17
"1,060",לקיה,"1,292",402,444,423,23,9,6,5,3,2,194,107,87,47,40,"5,316","2,921","2,395","1,267","1,128",27.89,1.51,2.21,0.86,55.33,37.46,10.97,19.40,11.70,2.20,518,33.70,3.28,3.10,14.60,30.89,66.99,10.73,2.95
"1,015",מבשרת ציון,"1,164",376,377,357,54,9,6,3,1,2,159,89,70,29,41,"3,997","1,972","2,025",971,"1,054",23.80,0.82,1.15,0.48,83.13,72.59,44.97,47.20,17,4.30,424,31.10,5.66,4.20,18.20,49.29,77.36,10.38,2.92
481,מגאר,"1,159",376,402,370,11,10,7,8,4,4,185,101,84,41,43,"4,553","2,383","2,170","1,070","1,100",25.15,0.72,1.01,0.43,88.33,62.62,14.60,41,18.40,3.60,532,31.40,3.38,3.50,19.10,49.06,85.34,9.73,7.05
516,מג'ד אל-כרום,766,267,222,252,25,12,8,8,1,7,178,91,87,32,55,"3,912","1,973","1,939",896,"1,043",27.64,0.31,..,..,77.22,54.73,11.22,34.80,17.30,3.20,414,30.10,6.52,2.10,17.40,43.24,77.54,9.60,3.31
65,מגדל,106,29,44,32,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.93,..,..,80.77,65.38,21.50,..,13.70,2.70,6,30.80,0,4.50,20.50,16.67,66.67,12.02,2.74
874,מגדל העמק,"1,410",487,423,445,55,26,13,15,5,10,271,153,118,50,68,"5,586","3,172","2,414",950,"1,464",23.31,1.74,2.48,0.99,69.35,54.03,15.61,34.60,10.20,2.50,728,32.70,7.01,3.50,17.60,31.04,64.15,8.53,3.90
"4,201",מג'דל שמס,525,177,151,173,24,4,3,2,1,1,90,50,40,19,21,"2,295","1,145","1,150",568,582,23.48,-,-,-,83.89,66.82,9.34,35.50,20.30,2.90,261,32.70,2.30,4.10,17.30,50.19,83.91,9.49,3.26
"3,797",מודיעין עילית,"10,050","2,934","2,894","2,777","1,445",85,48,41,-,41,979,773,206,-,206,"26,696","19,825","6,871",-,"6,871",27.73,1.88,2.83,0.97,2.62,1.61,4.20,9.50,2.40,0.50,"1,245",23.40,7.15,0.80,15.40,5.06,22.81,15.37,1.52
"1,200",מודיעין-מכבים-רעות*,"4,461","1,290","1,373","1,588",210,44,31,26,11,15,882,456,426,195,231,"23,464","11,293","12,171","6,075","6,096",27.97,0.50,0.65,0.35,92.82,87.77,56.96,54.90,18.10,4.30,"2,477",31.90,4.64,3.10,17.90,52.68,80.42,10.40,3.10
28,מזכרת בתיה,889,230,297,325,37,7,5,4,2,2,134,79,55,27,28,"3,779","2,120","1,659",865,794,27.88,1.00,1.24,0.76,87.86,83.39,56.34,55.80,18.20,4,364,32.40,7.42,6.70,15.30,49.73,78.30,5.29,5.99
517,מזרעה,220,75,71,73,..,2,1,1,1,-,19,13,6,6,-,462,315,147,147,-,25.33,1.54,..,..,87.88,71.21,11.91,..,13.40,2.60,62,30.60,3.23,2.50,19.80,38.71,83.87,13.74,12.12
43,מטולה,48,17,17,12,..,1,1,-,-,-,6,6,-,-,-,74,74,-,-,-,12.33,..,..,..,70,70,40.41,..,14.80,9.10,17,30.40,0,2.40,18.90,52.94,76.47,8.52,6.19
"1,268",מיתר,635,188,207,217,23,5,4,2,1,1,99,63,36,18,18,"2,986","1,803","1,183",610,573,28.78,0.59,0.59,0.60,91.24,85.25,64.95,51.80,19,5.20,247,33.50,4.45,4.60,15.90,42.11,69.23,10.37,3.06
"4,203",מסעדה,209,56,68,77,8,3,1,2,1,1,46,20,26,11,15,"1,109",488,621,282,339,26.22,..,..,..,94.74,71.05,8,..,22.50,2.80,136,31.60,4.41,2.40,14.20,47.06,84.56,6.70,0.46
518,מעיליא,124,48,36,38,..,2,1,1,-,1,31,18,13,-,13,750,414,336,-,336,23.67,1.68,..,..,75,70,34.13,..,30.20,4.30,79,31.30,5.06,1.80,20.10,58.23,73.42,10.44,4.28
"3,616",מעלה אדומים,"2,050",649,660,631,110,21,14,14,6,8,371,191,180,83,97,"8,305","4,029","4,276","2,097","2,179",24.45,0.63,0.86,0.39,88.51,73.78,26.67,45.60,16.10,4,"1,083",31.10,5.72,3.90,16.60,42.66,80.33,8.61,3.66
"3,608",מעלה אפרים,100,28,32,34,6,1,-,2,1,1,13,-,13,8,5,264,-,264,154,110,-,2.31,..,..,66.67,53.33,26.30,..,6.60,2.40,48,29.40,4.17,3.80,17.40,39.58,75,7.21,3.78
"1,327",מעלה עירון,859,297,267,278,17,7,4,5,3,2,134,70,64,33,31,"3,326","1,667","1,659",874,785,24.67,0.28,..,..,71.99,61.14,11.82,24.80,11.90,2.40,345,32.80,2.90,3.50,17.90,41.45,80,9.19,3.50
"1,063",מעלות-תרשיחא,"1,067",329,326,365,47,13,8,9,4,5,187,103,84,38,46,"4,307","2,354","1,953",975,978,24.42,1.40,1.49,1.31,72.62,61.61,20.76,38.60,15.80,3.10,533,32,3.75,3.40,19.10,39.59,75.42,9.04,3.61
99,מצפה רמון,278,90,97,80,11,6,4,3,1,2,56,35,21,5,16,"1,029",568,461,112,349,17.25,2.01,2.41,1.61,75.76,66.67,25.81,28.20,11.40,4.30,165,26.90,10.30,5.40,13.60,35.15,60.61,10.10,3.28
520,משהד,579,181,187,204,7,7,3,4,1,3,84,43,41,13,28,"2,029","1,072",957,312,645,25.95,0.29,..,..,69.86,41.63,11.95,30.30,16.60,2.80,236,31.90,2.54,2.70,17.90,42.37,71.19,9.67,3.32
"9,100",נהרייה,"2,792",830,937,862,163,22,17,11,4,7,374,218,156,66,90,"9,089","5,184","3,905","1,813","2,092",26.75,1.09,1.35,0.83,78.76,63.62,22.53,39.80,13.40,2.80,"1,024",31.80,7.42,3.40,16.80,42.68,74.61,10.29,3.16
"1,061",נוף הגליל,"1,918",613,631,601,73,17,13,7,2,5,190,122,68,26,42,"3,815","2,313","1,502",659,843,21.59,1.47,1.92,1.01,78.61,69.91,18.54,33.30,15.60,2.70,520,30.70,8.08,3.80,17.60,38.27,77.50,8.54,3.66
522,נחף,837,304,263,260,10,6,3,5,2,3,150,68,82,39,43,"3,514","1,626","1,888","1,013",875,25.72,1.04,1.28,0.80,70.07,34.69,14.30,37.90,19.10,3.50,375,32.70,3.20,3.20,19.20,49.07,77.87,13.83,2.23
"7,200",נס ציונה,"2,417",685,752,856,124,21,15,11,5,6,409,236,173,84,89,"10,883","5,964","4,919","2,630","2,289",27.90,0.61,0.85,0.38,91.16,83.33,53.79,56.80,17.70,3.30,"1,110",31.60,6.31,3.70,17.10,49.19,76.67,11.05,2.88
"7,300",נצרת,"3,799","1,193","1,292","1,264",50,52,29,35,11,24,778,419,359,103,256,"19,775","11,080","8,695","2,497","6,198",28.80,1.11,1.61,0.63,69.83,50.42,16.43,33.50,16.40,2.90,"1,901",30.80,4.31,3,18.60,42.14,72.28,11.00,2.82
"2,500",נשר,836,261,282,255,38,9,5,4,2,2,113,60,53,25,28,"2,764","1,464","1,300",650,650,26.32,0.39,..,..,87.80,76.38,31.03,40.80,18.10,4.30,334,32.10,6.59,3.80,17.20,48.50,77.54,9.75,3.35
246,נתיבות,"3,461","1,118","1,151","1,011",181,34,20,18,4,14,374,269,105,30,75,"8,495","6,110","2,385",656,"1,729",23.91,1.85,3.05,0.72,61.25,38.10,17.02,29.70,9.60,2.50,913,34.40,5.91,4.80,16.50,33.19,50.49,9.82,3.58
"7,400",נתניה,"11,191","3,443","3,537","3,726",485,91,58,50,17,33,"1,531",888,643,271,372,"37,660","22,003","15,657","6,832","8,825",27.27,0.80,0.94,0.65,78.74,63.92,23.76,34.60,13.40,2.30,"4,005",31.20,6.14,4,16.70,40.12,72.26,10.84,2.91
525,סאג'ור,197,62,67,66,..,2,1,2,1,1,30,17,13,6,7,720,387,333,168,165,24.33,0.86,..,..,78.89,56.67,17.94,..,18.90,4.10,86,31.30,1.16,2.60,19.70,47.67,80.23,10.52,6.04
587,סביון*,138,42,40,53,3,2,1,1,1,-,24,15,9,9,-,662,405,257,257,-,27,0.59,..,..,97.53,92.59,52.13,..,25,4.80,58,30.60,13.79,2.70,13.30,34.48,68.97,12.95,2.54
"7,500",סח'נין,"1,980",655,629,668,28,18,10,9,3,6,306,160,146,64,82,"7,856","3,984","3,872","1,784","2,088",25.73,0.88,1.48,0.27,85.96,64.91,17.75,34.80,25.10,3.80,786,32.60,2.93,2.70,20.10,57.63,78.37,11.02,3.01
"4,501",ע'ג'ר,154,45,52,55,..,2,1,2,1,1,26,14,12,6,6,671,337,334,168,166,25.23,..,..,..,79.41,54.41,10.74,..,17.90,3.50,66,33,6.06,3.40,17.30,56.06,78.79,12.14,2.71
666,עומר,324,80,115,120,9,2,1,2,1,1,56,27,29,14,15,"1,693",769,924,458,466,28.48,0.75,0.60,0.92,92.11,88.82,61.80,..,20.80,5,147,32.30,6.12,1.90,18.90,50.34,80.95,9.39,3.40
530,עיילבון,255,62,97,91,5,3,1,2,1,1,40,21,19,10,9,"1,112",561,551,278,273,28.68,1.10,..,..,63.44,55.91,23,..,20.60,3.60,106,31.70,2.83,3.10,21.20,39.62,79.25,10.56,3.07
511,עילוט,539,196,168,166,9,4,3,2,1,1,76,41,35,18,17,"1,794",921,873,443,430,23.53,1.42,2.23,0.57,73.08,40.11,3.86,13.20,9.90,1.80,216,31.20,4.17,4.60,15.50,40.74,74.07,9.49,0.14
532,עין מאהל,711,237,247,218,9,7,4,4,2,2,119,64,55,26,29,"2,909","1,528","1,381",656,725,24.37,..,..,..,61.26,25.50,10.90,18.80,13.70,2.40,295,32.20,4.41,2,18.30,50.17,76.61,7.96,1.59
"4,502",עין קנייא,115,32,39,42,..,1,1,-,-,-,15,15,-,-,-,350,350,-,-,-,23,..,..,..,97.56,58.54,9.30,..,21.80,2.80,43,31,6.98,4,14.60,55.81,88.37,9.57,3.39
"7,600",עכו,"2,464",784,811,806,63,27,17,15,4,11,413,222,191,67,124,"9,146","4,970","4,176","1,636","2,540",25.01,0.85,0.99,0.71,82.54,51.26,14.93,34.30,13.60,2.60,"1,209",32.10,7.11,4,17.20,38.21,72.13,8.54,3.84
"3,660",עמנואל,505,169,163,152,21,8,7,1,-,1,65,60,5,-,5,976,886,90,-,90,16.31,3.93,2.61,5.02,43.24,21.62,7.53,..,4,1.10,111,29.80,7.21,5.20,17.60,32.43,61.26,10.68,3.10
534,עספיא,556,161,187,181,27,6,4,4,2,2,107,57,50,25,25,"2,528","1,309","1,219",615,604,24.78,0.67,..,..,85.24,69.52,15.74,29.70,15.90,3.20,298,31.90,5.37,3.70,15.80,40.94,86.24,10.36,3.34
"7,700",עפולה,"3,446","1,183","1,077","1,063",123,31,22,18,7,11,413,222,191,89,102,"9,405","4,970","4,435","2,241","2,194",24.75,1.39,1.38,1.40,79.36,59.74,18.66,35.20,10.90,2.60,"1,172",30.90,6.91,4.40,15.50,38.23,79.95,9.16,3.44
531,עראבה,"1,561",508,519,510,24,12,9,8,3,5,253,135,118,56,62,"6,428","3,261","3,167","1,636","1,531",26.50,1.05,1.52,0.59,85.12,59.00,18.04,28.10,19.40,3.70,631,32.70,2.69,3.50,19.30,50.71,72.90,11.03,3.00
"2,560",ערד,"2,034",674,642,645,73,17,11,8,2,6,221,147,74,23,51,"4,860","3,145","1,715",577,"1,138",23.32,1.06,1.01,1.12,59.33,47.63,13.74,23,6.60,1.60,493,27.80,9.94,3.50,15.50,31.24,59.03,10.72,2.59
637,ערערה,"1,005",336,324,335,10,10,7,4,2,2,169,96,73,30,43,"4,250","2,388","1,862",871,991,26.82,2.14,3.00,1.27,69.18,50.23,16.68,29.20,14.60,2.60,439,32.70,1.59,2.90,19.10,39.86,78.82,12.12,2.54
"1,192",ערערה-בנגב,"1,451",443,495,505,8,12,8,8,3,5,266,142,124,52,72,"6,406","3,497","2,909","1,390","1,519",25.68,1.86,2.64,1.09,68.64,20.83,7.96,18.70,6.80,1.60,679,34.30,6.04,1.90,11.70,33.73,69.66,9.99,3.36
537,פוריידיס,904,307,274,303,20,7,4,6,2,4,137,66,71,28,43,"3,150","1,548","1,602",772,830,26.72,0.26,..,..,84.06,53.26,9.40,19.90,14.30,2.50,347,33.20,3.46,3,16.70,42.36,75.50,12.06,2.74
535,פסוטה,163,47,59,55,..,1,1,-,-,-,16,16,-,-,-,410,410,-,-,-,26.10,..,..,..,76.92,71.15,25.21,..,37.20,5.30,40,32.40,0,2.50,27.10,42.50,87.50,8.95,3.44
536,פקיעין (בוקייעה),312,113,110,89,-,3,2,2,1,1,38,20,18,9,9,945,502,443,213,230,26,..,..,..,99.05,79.05,22.29,..,17.90,3.90,115,30.30,5.22,2.20,19.50,31.30,88.70,11.57,4.31
"7,800",פרדס חנה-כרכור,"2,366",670,762,823,111,23,19,11,3,8,370,241,129,52,77,"8,620","5,739","2,881","1,424","1,457",27.39,1.25,1.50,0.99,81.31,67.99,44.26,28.60,10.60,2.50,869,30.20,6.67,3.10,15.30,39.59,76.64,12.71,2.53
171,פרדסייה,400,134,125,127,14,2,2,-,-,-,23,23,-,-,-,627,627,-,-,-,28.14,..,..,..,92.77,85.54,53.29,..,19.10,4,63,32.10,4.76,2.30,14.20,33.33,80.95,8.74,3.61
"7,900",פתח תקווה,"13,937","4,448","4,452","4,607",430,125,74,77,27,50,"1,997","1,174",823,311,512,"49,868","28,934","20,934","8,633","12,301",26.99,0.60,0.81,0.39,78.62,68.80,35.01,40.70,16.30,2.70,"5,164",30.80,7.03,3.80,16.50,40.20,68.63,10.64,2.92
"8,000",צפת,"2,608",855,793,772,188,37,24,18,5,13,390,242,148,52,96,"8,630","5,217","3,413","1,195","2,218",23.71,3.30,4.62,1.96,49.02,33.99,16.23,29.70,9,2.50,"1,049",28.30,7.15,3.40,16.80,35.46,56.82,8.27,3.43
"3,557",קדומים,362,113,130,100,19,5,3,3,1,2,72,35,37,14,23,"1,694",769,925,424,501,23.48,0.73,..,..,80.41,67.01,56.04,..,25.30,5,212,29.70,2.36,3.50,19.20,52.36,79.25,11.42,2.74
195,קדימה-צורן,"1,095",338,349,384,24,10,7,3,2,1,175,104,71,36,35,"4,891","2,717","2,174","1,126","1,048",26.68,0.71,0.86,0.55,92.12,87.16,51.45,46.90,12.90,3.60,474,30.90,8.44,3.40,16.10,41.98,70.46,8.35,2.43
638,קלנסווה,"1,463",513,459,456,35,13,7,6,2,4,236,130,106,47,59,"5,890","3,165","2,725","1,265","1,460",27.09,0.49,0.70,0.28,71.93,51.27,12.88,24.20,18.10,3.20,572,32.20,3.67,2.50,18.20,43.18,70.10,11.34,2.88
"4,100",קצרין,375,125,109,121,20,4,2,2,-,2,65,29,36,-,36,"1,428",731,697,-,697,27,0.98,0.81,1.15,72.27,63.03,20.32,29.70,11,3,202,31.80,3.47,2.90,16.20,38.61,83.66,6.91,4.24
"2,620",קריית אונו,"2,036",593,643,692,108,15,9,6,3,3,295,171,124,60,64,"8,511","4,618","3,893","1,960","1,933",28.89,0.36,0.35,0.37,93.47,90.48,58.63,61.10,22.30,3.70,775,30.70,6.45,2.80,15.60,50.32,75.23,12.56,2.46
"3,611",קריית ארבע,551,204,164,164,19,11,8,4,2,2,137,94,43,22,21,"2,500","1,695",805,423,382,21.19,2.90,4.45,1.31,70.77,57.69,29.52,..,20.90,4.80,402,27.80,7.46,4.80,17,41.04,72.14,9.84,1.45
"6,800",קריית אתא,"3,039",979,963,950,147,23,15,12,4,8,366,208,158,73,85,"8,899","5,023","3,876","1,967","1,909",27.72,0.90,1.09,0.70,80.61,66.84,22.53,37.30,13.10,2.70,"1,031",31,7.76,3.60,16.40,38.51,73.91,9.88,3.16
"9,500",קריית ביאליק,"2,018",632,639,648,99,12,8,6,3,3,251,124,127,58,69,"6,105","3,178","2,927","1,457","1,470",28.04,1.24,1.61,0.81,83.23,68.37,29.13,38.40,12,2.70,704,31.40,8.81,4.50,14.80,40.77,76.28,10.02,3.15
"2,630",קריית גת,"4,039","1,315","1,367","1,189",168,40,26,21,7,14,482,290,192,79,113,"11,596","6,868","4,728","2,014","2,714",24.87,1.53,2.45,0.53,66.95,52.61,16.31,30.60,10.80,2.20,"1,200",32.20,5.42,4.60,17.70,38.50,72.83,10.75,3.03
"2,300",קריית טבעון,588,115,162,261,50,8,5,5,2,3,139,63,76,27,49,"3,291","1,630","1,661",627,"1,034",26.73,1.17,1.83,0.52,85.71,81.47,56.58,44.80,14.70,4.10,365,31.50,5.48,4.70,16.10,43.29,77.26,9.17,2.15
"9,600",קריית ים,"1,415",440,449,442,84,13,9,7,4,3,212,122,90,46,44,"4,921","2,710","2,211","1,170","1,041",25.31,1.20,1.72,0.69,74.94,60,14.37,31.40,10.50,1.90,651,31,5.53,4.60,16.40,40.09,79.57,8.80,3.59
"1,137",קריית יערים,734,228,232,225,49,6,4,2,-,2,69,60,9,-,9,"1,486","1,249",237,-,237,25.97,2.27,2.19,2.34,17.31,15.38,18.14,..,6.90,2.40,102,19.70,11.76,4.50,15.30,24.51,40.20,10.53,2.90
"8,200",קריית מוצקין,"2,266",775,694,695,102,14,8,7,3,4,265,145,120,59,61,"6,976","3,633","3,343","1,693","1,650",27.19,0.52,0.63,0.42,83.47,70.97,31.24,43.50,14.30,2.90,700,31.90,5.86,3.50,16.80,41.57,80.14,11.72,2.75
"1,034",קריית מלאכי,"1,845",644,584,552,65,16,10,10,3,7,225,141,84,30,54,"4,726","3,127","1,599",706,893,23.73,1.88,3.35,0.44,71.43,58.36,13.66,28.30,9.50,2.20,606,31.20,5.61,3.30,19.10,37.29,69.47,9.01,3.51
469,קריית עקרון,578,186,184,186,22,4,3,2,1,1,49,37,12,6,6,"1,181",840,341,184,157,23.74,1.44,1.75,1.15,79.56,68.61,18.01,30.30,11.80,2.60,141,29.80,8.51,2.80,15.30,42.55,77.30,10.42,2.18
"2,800",קריית שמונה,952,327,316,289,20,14,9,11,4,7,182,93,89,38,51,"3,679","1,895","1,784",909,875,24.11,0.78,0.61,0.95,75.90,59.04,16.71,33.90,17.30,4.20,541,32.70,5.18,3.50,18.30,43.44,78.00,7.68,4.35
"3,640",קרני שומרון,828,293,240,247,48,5,4,2,1,1,91,60,31,14,17,"2,394","1,598",796,387,409,27.46,0.99,0.76,1.24,87.04,78.40,42.88,58.20,23,4.90,281,30.80,6.76,4.90,14.80,36.65,75.44,10.65,2.93
543,ראמה,381,120,128,130,3,6,3,4,1,3,83,37,46,12,34,"2,250","1,065","1,185",289,896,29.39,0.52,..,..,73.42,58.23,22.54,38.70,22.70,4.10,219,31,3.65,2.70,19.30,36.53,80.37,10.63,2.75
"2,640",ראש העין,"5,214","1,776","1,667","1,494",277,28,22,10,5,5,453,302,151,78,73,"11,511","7,485","4,026","2,187","1,839",27.33,0.82,1.12,0.51,80.49,73.51,36.65,41.50,15.10,3.20,"1,285",30.50,7.00,4.10,16.70,39.69,68.40,10.98,2.79
26,ראש פינה,139,43,44,51,..,1,1,-,-,-,7,7,-,-,-,197,197,-,-,-,31.67,2.53,2.47,2.60,82.69,69.23,40.68,..,11.90,4.30,19,29.30,5.26,5.40,15.60,42.11,84.21,11.24,2.77
"8,300",ראשון לציון,"10,577","3,291","3,453","3,428",405,85,59,50,18,32,"1,483",831,652,276,376,"37,934","20,128","17,806","8,351","9,455",26.64,0.81,1.05,0.57,87.73,75.77,28.31,44.70,17.10,3.10,"4,020",32.10,6.24,4,17.60,46.52,71.00,10.96,2.97
"1,161",רהט,"6,184","2,176","1,977","1,979",52,32,22,20,9,11,757,456,301,155,146,"19,476","11,279","8,197","4,479","3,718",26.77,3.00,4.31,1.73,63.35,41.74,8.49,19.20,10.90,2.30,"2,031",32.90,4.97,4.20,12.80,32.79,77.65,10.76,3.10
"8,400",רחובות,"8,860","2,780","2,816","2,916",348,75,43,45,15,30,"1,145",678,467,195,272,"29,539","17,030","12,509","5,727","6,782",27.34,0.92,1.33,0.50,80.91,72.24,41.30,42.80,16.80,3.30,"2,966",31.40,6.37,4,16.50,41.77,69.72,11.26,2.81
542,ריינה,898,283,300,301,14,8,5,4,1,3,132,89,43,10,33,"3,515","2,312","1,203",231,972,27.52,1.09,..,..,78.64,57.61,10.62,26.20,12.80,2.30,333,30.90,3.90,2.90,18.60,44.74,74.77,11.71,1.98
922,רכסים,"1,416",461,441,424,90,20,12,9,-,9,182,136,46,-,46,"3,999","2,978","1,021",-,"1,021",25.46,1.59,2.60,0.62,18.35,10.09,9.20,26.10,3.40,1.30,230,23.20,9.57,3.20,18.40,7.83,40.43,7.25,4.63
"8,500",רמלה,"4,648","1,543","1,530","1,440",135,43,27,24,7,17,653,399,254,81,173,"14,281","9,051","5,230","1,767","3,463",24.96,1.34,1.99,0.70,74.57,57.53,10.42,27.50,10.80,1.90,"1,709",31.10,7.14,4.60,15.50,33.47,72.15,9.65,3.25
"8,600",רמת גן,"6,400","2,038","2,093","2,033",236,44,32,17,3,14,843,581,262,31,231,"22,221","14,771","7,450",793,"6,657",27.36,0.69,0.84,0.53,86.32,80.48,44.69,49.40,22.80,4.40,"2,271",30.90,7.49,3.60,17.10,43.99,70.01,11.31,2.77
"2,650",רמת השרון,"2,157",607,748,727,75,22,15,8,3,5,403,211,192,80,112,"11,422","5,255","6,167","2,905","3,262",25.93,0.74,0.85,0.63,84.97,82.10,57.53,53.10,19.30,3.20,"1,121",30.20,9.37,3.30,15.50,45.23,65.57,11.10,2.74
122,רמת ישי,399,118,120,146,15,2,1,1,1,-,34,24,10,10,-,988,652,336,336,-,27.96,1.07,1.06,1.08,87.69,76.92,54.89,47.80,15.40,4.30,87,31.50,9.20,2.70,13.10,35.63,77.01,14.16,2.26
