סמל היישוב,שם יישוב,"ילדים בגנים של משרד החינוך סה""כ",ילדים בגנים של משרד החינוך גיל 3,ילדים בגנים של משרד החינוך גיל 4,ילדים בגנים של משרד החינוך גיל 5,ילדים בגנים של משרד החינוך גיל 6,"בתי ספר סה""כ",בתי ספר יסודיים,בתי ספר על-יסודיים,בתי ספר חטיבות ביניים,בתי ספר תיכוניים,"כיתות סה""כ",כיתות בבתי ספר יסודיים,כיתות בבתי ספר על-יסודיים,כיתות בחטיבות ביניים,כיתות בבתי ספר תיכוניים,"תלמידים סה""כ",תלמידים בבתי ספר יסודיים,תלמידים בבתי ספר על-יסודיים,תלמידים בחטיבות ביניים,תלמידים בבתי ספר תיכוניים,ממוצע תלמידים לכיתה בבתי ספר יסודיים,"אחוז תלמידים נושרים סה""כ",אחוז תלמידים נושרים בנים,אחוז תלמידים נושרים בנות,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,עובדי הוראה מספר עובדי הוראה,עובדי הוראה ממוצע שעות עבודה לשבוע,עובדי הוראה אחוז עובדי הוראה חדשים,עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,עובדי הוראה ממוצע תלמידים למורה,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד
"4,001",בוקעאתא,298,84,109,104,..,3,2,2,1,1,59,32,27,14,13,"1,424",697,727,372,355,22.70,-,-,-,96,64.80,7.83,..,18.10,2.70,168,32.20,4.76,4.40,16.70,61.31,85.12,9.39,3.47
998,ביר אל-מכסור,653,205,238,200,10,4,3,2,1,1,89,52,37,19,18,"2,224","1,200","1,024",510,514,24.29,0.34,..,..,54.55,29.29,9.48,21.80,10.20,2.20,245,31.70,3.67,4.20,19.20,52.65,82.86,10.13,3.21
"3,574",בית אל,427,134,149,120,24,6,3,4,1,3,106,48,58,18,40,"2,514","1,099","1,415",409,"1,006",24.67,0.70,..,..,88.03,76.06,51.51,45.80,29.90,9.10,319,30.10,3.45,6,19,54.55,81.50,8.51,33.51
"3,652",בית אריה-עופרים,292,91,91,97,13,3,2,1,1,-,36,26,10,10,-,833,590,243,243,-,24.65,1.78,..,..,83.91,80.46,30.03,..,12.20,2.90,91,30.20,7.69,2.30,14.30,37.36,83.52,11.03,2.68
480,בית ג'ן,590,199,192,196,3,4,3,2,1,1,90,47,43,18,25,"2,317","1,146","1,171",576,595,25.02,0.41,..,..,97.51,73.13,16.70,37.50,16.60,3.70,247,32.70,4.86,3.40,19.10,51.82,88.26,10.75,3.13
466,בית דגן,288,77,97,105,9,2,2,-,-,-,20,20,-,-,-,508,508,-,-,-,26.11,1.27,1.62,0.89,85.59,75.42,27.41,48.20,18.90,3.70,59,30.60,1.69,4.30,17.80,40.68,77.97,11.20,2.73
"9,200",בית שאן,"1,099",349,369,322,59,15,10,11,5,6,203,115,88,37,51,"3,823","2,188","1,635",772,863,21.74,1.86,2.39,1.29,83.33,67.38,14.69,30.30,12.30,3,499,31.90,6.61,3,17.10,43.29,69.74,8.63,3.77
"2,610",בית שמש,"11,464","3,548","3,675","3,491",750,149,87,78,9,69,"1,435",965,470,79,391,"32,288","22,060","10,228","1,815","8,413",25.45,3.70,4.55,2.78,32.46,27.39,10.79,27.60,8.40,1.70,"2,777",29.20,6.88,4,16.60,26.65,56.00,10.77,2.72
"3,780",ביתר עילית,"6,957","2,212","2,272","2,116",357,95,51,47,-,47,874,672,202,-,202,"21,649","16,200","5,449",-,"5,449",25.59,2.08,3.25,0.86,10.45,4.93,6.71,18,4.70,1,"1,458",36.20,5.97,2.70,16.70,14.06,38.68,12.82,2.82
"6,100",בני ברק,"19,261","6,292","6,142","5,668","1,159",209,113,115,5,110,"2,213","1,495",718,35,683,"57,412","37,643","19,769",646,"19,123",27.31,1.54,2.20,0.85,6.18,4.78,7.66,8.20,2.70,0.80,"3,100",25.10,5.94,4.80,21.40,14.71,28.32,14.56,1.72
"1,066","בני עי""ש",304,97,95,95,17,2,2,-,-,-,16,16,-,-,-,364,364,-,-,-,23.67,1.32,1.38,1.27,86.21,74.71,14.40,..,12.60,2.30,48,29.50,12.50,1.20,15.90,47.92,83.33,9.50,3.20
"9,800",בנימינה-גבעת עדה*,673,195,226,223,29,8,6,4,2,2,130,72,58,29,29,"3,581","1,865","1,716",864,852,25.90,1.34,0.92,1.77,88.14,86.44,62.78,40.40,11.30,3.50,339,31.70,4.72,0,16.70,48.38,77.88,11.91,0
"1,326","בסמ""ה",709,225,237,235,12,7,3,4,2,2,113,61,52,26,26,"2,831","1,515","1,316",670,646,27.14,0.73,0.85,0.60,65.53,40.43,14.55,25.50,14.10,2.70,287,32.40,1.05,2.50,18.10,38.68,84.32,11.04,2.54
944,בסמת טבעון,438,135,139,159,5,4,3,2,1,1,63,37,26,13,13,"1,528",835,693,338,355,23.26,3.79,7.13,0.65,65.54,48.65,9.45,18,12.20,2.60,170,31.50,1.18,3,17.60,47.65,78.24,10.26,3.15
483,בענה,456,159,138,153,6,5,3,3,1,2,85,44,41,14,27,"1,968",931,"1,037",345,692,22.23,0.50,..,..,60.48,41.92,9.45,37.20,18.60,3.40,222,32.60,4.50,2.30,17.70,53.60,72.52,9.57,3.47
"6,200",בת ים,"4,703","1,408","1,524","1,581",190,46,30,27,11,16,761,448,313,141,172,"16,932","9,648","7,284","3,568","3,716",24.56,1.49,1.93,1.04,79.06,64.65,10.92,27.30,10.50,1.50,"1,985",32.20,8.61,4.50,16.40,38.64,65.94,9.75,3.36
"3,730",גבעת זאב,"1,812",551,565,535,161,10,9,3,2,1,106,92,14,12,2,"2,308","2,144",164,151,13,24.77,2.43,3.04,1.77,53.18,43.81,23.13,41.10,13.10,2.80,229,26.80,7.42,2.80,14.30,30.57,62.45,11.42,3.48
681,גבעת שמואל,"1,565",485,527,511,42,8,5,6,3,3,182,102,80,41,39,"5,403","2,889","2,514","1,330","1,184",29.18,0.21,..,..,91.28,87.16,59.62,69.80,31.90,5.60,490,32.40,6.33,4,16.40,42.04,73.06,12.37,2.66
"6,300",גבעתיים,"2,590",851,822,829,88,14,10,5,-,5,302,210,92,-,92,"8,550","5,821","2,729",-,"2,729",28.87,0.55,0.48,0.61,94.97,90.80,58.29,55.40,21.70,4.50,777,30.80,8.24,3.60,15.80,46.07,71.04,13.34,2.34
"1,292",ג'דיידה-מכר,"1,040",363,352,297,28,10,6,7,3,4,169,87,82,41,41,"4,035","1,949","2,086","1,082","1,004",23.61,2.04,3.45,0.72,82.10,55.97,11.35,38.30,14.90,2.80,442,32.30,1.13,3.30,19.90,45.70,78.28,9.89,10.00
"2,550",גדרה,"1,398",420,430,492,56,16,10,11,5,6,264,135,129,52,77,"6,907","3,295","3,612","1,607","2,005",26.39,0.99,1.30,0.67,93.14,83.14,44.87,41.60,12.90,3.40,684,32.10,6.14,4.90,17.30,49.42,78.65,11.40,11.79
485,ג'ולס,316,100,102,110,4,3,2,2,1,1,45,24,21,9,12,"1,108",553,555,289,266,24.27,0.49,..,..,84.26,64.81,21.71,37.60,18.10,4.10,126,32.70,1.59,3.20,19.80,59.52,89.68,9.66,3.45
627,ג'לג'וליה,617,209,215,185,8,5,3,3,2,1,89,53,36,19,17,"2,124","1,198",926,461,465,27.87,0.99,1.51,0.49,61.47,43.58,11.38,35.40,13.50,2.60,238,31.50,3.36,3.40,16.80,42.02,70.59,9.63,3.33
166,גן יבנה,"1,061",305,347,366,43,8,6,4,2,2,175,92,83,41,42,"4,870","2,424","2,446","1,234","1,212",27.58,0.75,..,..,87.68,82.25,35.50,42.30,17.70,4.10,447,33,6.26,3.50,17.60,45.64,79.64,12.44,2.70
229,גני תקווה,"1,365",425,436,441,63,10,7,3,1,2,153,100,53,26,27,"4,483","2,806","1,677",886,791,28.64,0.29,..,..,89.88,85.42,56.89,51.20,18.40,3.10,406,30.20,8.62,3.90,14.10,38.42,65.52,12.77,2.37
541,ג'סר א-זרקא,"1,057",340,353,347,17,8,5,4,2,2,151,86,65,32,33,"3,556","1,966","1,590",836,754,26.94,2.67,3.09,2.26,52.50,27.50,2.27,14.70,7.50,1.50,415,32.60,3.86,3.20,15.50,40.72,82.41,9.36,3.52
487,ג'ש (גוש חלב),138,50,44,42,..,2,1,1,-,1,23,15,8,-,8,543,366,177,-,177,24.27,..,..,..,85.96,70.18,27.62,..,23.30,4.10,56,34.50,3.57,1.10,23.90,42.86,71.43,10.92,3.20
628,ג'ת,712,233,241,219,19,6,3,3,2,1,89,46,43,22,21,"2,572","1,297","1,275",680,595,29.63,0.78,0.97,0.60,83.27,70.43,27.25,44.90,26.40,4.50,232,33,3.45,2.50,21.30,42.24,72.41,12.42,2.70
494,דאלית אל-כרמל,840,261,266,273,40,6,4,2,1,1,103,59,44,22,22,"2,564","1,423","1,141",625,516,26.02,0.55,..,..,89.06,69.43,16.87,34.60,18.10,3.70,304,32.20,3.29,4.40,18.40,56.91,81.58,10.13,3.28
489,דבורייה,605,218,198,179,10,4,3,2,1,1,86,46,40,18,22,"2,279","1,143","1,136",526,610,25.79,0.48,..,..,60.58,49.79,19.12,39.10,21,4,209,33.30,2.39,1.90,19.80,55.50,76.56,12.05,2.82
490,דייר אל-אסד,753,228,237,258,30,5,3,3,2,1,109,56,53,31,22,"2,816","1,400","1,416",832,584,26.86,1.08,1.61,0.52,68.71,46.40,15.01,33.70,18.80,3.50,263,32.60,2.28,3.90,19.80,46.39,78.71,12.12,2.77
492,דייר חנא,546,190,173,182,..,6,3,3,2,1,80,43,37,19,18,"2,127","1,090","1,037",519,518,25.76,0.44,..,..,87.56,80.31,16.63,39,26.10,4.20,209,32.50,2.39,2.90,19.60,48.80,81.34,11.25,2.92
"2,200",דימונה,"1,973",652,637,636,48,24,15,17,7,10,312,175,137,61,76,"6,848","3,629","3,219","1,554","1,665",22.19,1.11,1.69,0.51,78.66,64.02,14.11,27.60,9.60,2.40,801,33.60,4.49,3.40,18.30,42.57,78.03,9.71,3.52
"9,700",הוד השרון,"3,322","1,022","1,087","1,075",138,28,17,13,6,7,454,253,201,84,117,"12,711","6,928","5,783","2,681","3,102",28.36,0.99,1.03,0.95,90.46,86.36,56.68,55,18.80,3.50,"1,304",30.80,7.29,3.30,16.40,47.39,71.86,11.21,2.79
"3,769",הר אדר,161,39,62,54,6,1,1,-,-,-,16,16,-,-,-,411,411,-,-,-,25.69,0.90,..,..,94.44,87.78,57.57,..,17.30,5.20,44,31.20,11.36,2.90,14.60,38.64,75,11.80,0.77
"6,400",הרצלייה,"4,169","1,239","1,404","1,407",119,33,17,22,12,10,576,299,277,134,143,"15,352","7,891","7,461","3,847","3,614",28.40,0.82,0.95,0.67,87.12,80.42,48.73,50.10,19.80,3.50,"1,665",30.90,9.31,3.30,15.90,44.14,71.05,10.72,2.91
"9,300",זכרון יעקב,"1,066",350,320,347,49,17,11,10,2,8,236,150,86,13,73,"5,440","3,477","1,963",294,"1,669",25.93,1.03,1.10,0.96,82.78,78.95,53.17,49.20,16.10,4.10,534,29.90,3.93,3.40,16.60,42.51,71.16,10.58,4.13
"1,290",זמר,439,163,141,121,14,4,2,2,1,1,63,31,32,9,23,"1,707",770,937,253,684,26.50,..,..,..,89.47,66.17,15.09,..,19.60,3.10,146,33.20,2.05,2.80,19.20,51.37,87.67,12.49,1.14
975,זרזיר,597,185,214,193,5,5,3,3,1,2,84,44,40,18,22,"2,030","1,024","1,006",475,531,24.32,0.57,..,..,60.71,40.82,10.99,20.30,12.10,2.30,214,31.30,5.14,2.80,17.70,47.66,73.83,10.45,3.01
"6,500",חדרה,"5,291","1,598","1,747","1,711",235,49,33,25,7,18,734,440,294,129,165,"17,529","10,198","7,331","3,261","4,070",26.39,0.91,1.00,0.82,75.52,63.44,24.21,30.90,11.10,2.30,"1,866",30.50,6.06,3.30,16.80,37.62,72.40,10.77,2.84
"6,600",חולון,"8,930","2,744","2,946","2,978",262,60,39,41,17,24,"1,156",636,520,231,289,"29,470","16,141","13,329","6,520","6,809",27.39,0.74,1.13,0.33,82.19,69.77,24.60,39.70,15.50,2.50,"3,141",32.30,7.61,4,16,43.08,67.49,10.83,3.03
"1,303",חורה,"1,603",536,555,498,14,14,9,12,5,7,308,161,147,61,86,"7,183","3,766","3,417","1,501","1,916",26.04,2.70,4.65,0.78,69.01,49.48,11.57,26.90,11.40,2.10,804,33.70,5.22,3.50,12.10,26.87,67.04,9.81,5.87
496,חורפיש,345,98,112,135,-,3,2,2,1,1,57,30,27,14,13,"1,367",676,691,351,340,24.07,..,..,..,93.70,76.38,24.87,42.10,20.60,4.80,179,31.40,4.47,3.20,16.70,37.99,87.15,8.23,3.84
"4,000",חיפה,"11,697","3,580","3,727","3,845",545,124,78,71,22,49,"1,857","1,091",766,245,521,"44,319","25,761","18,558","6,280","12,278",26.61,1.10,1.29,0.91,76.81,66.63,35.62,46.20,24.20,4.70,"4,965",30.50,6.67,3.70,17.10,45.66,73.17,9.69,3.16
"2,034",חצור הגלילית,672,219,215,208,30,11,6,7,2,5,122,68,54,15,39,"2,509","1,306","1,203",316,887,20.53,1.62,2,1.23,54.88,31.71,15,19.50,7,2.30,303,30.10,6.27,3.60,18.50,35.31,61.39,8.84,2.57
"1,247",חריש,"2,594",932,817,766,79,15,11,6,4,2,155,128,27,19,8,"3,649","3,094",555,465,90,26.64,2.56,2.51,2.62,65.69,53.28,26.78,..,7.40,1.90,474,29.60,13.50,3.10,9.20,26.37,72.15,9.40,3.61
"6,700",טבריה,"2,850",994,883,850,123,38,23,21,5,16,428,235,193,65,128,"8,975","4,952","4,023","1,458","2,565",23.01,1.12,1.31,0.93,75,48.73,11.43,26.70,7.90,2,"1,088",31.40,6.53,3.60,16.70,35.29,69.58,9.02,3.53
962,טובא-זנגרייה,442,155,140,136,11,3,2,2,1,1,59,34,25,14,11,"1,280",706,574,319,255,23.57,0.39,..,..,73.43,30.77,7.87,..,12.50,2.40,155,33.30,1.94,1.80,18.20,56.77,80,10.71,2.91
498,טורעאן,855,298,265,286,6,7,4,3,2,1,122,69,53,30,23,"3,156","1,672","1,484",816,668,25.75,1.78,..,..,71.72,55.22,16.90,35.10,19.40,3.40,324,30.80,4.63,4.80,17.70,41.67,72.84,9.46,2.24
"2,730",טייבה,"2,415",786,778,813,38,16,12,8,4,4,389,205,184,96,88,"10,487","4,991","5,496","2,790","2,706",27.55,1.94,3.52,0.43,86.73,70.53,15.08,36.80,19.50,3.40,959,31.80,4.48,2.80,19,47.13,67.78,11.73,2.74
"2,720",טירה,"1,391",441,475,448,27,16,9,11,4,7,249,134,115,52,63,"5,534","2,734","2,800","1,309","1,491",25.60,0.83,1.01,0.64,70.39,57.17,18,32.40,21.30,3.40,603,32.20,3.32,3,19.90,44.94,77.61,9.76,3.32
"2,100",טירת כרמל,"1,517",507,514,449,47,9,6,6,3,3,145,91,54,26,28,"3,387","2,099","1,288",664,624,25.32,0.85,1.22,0.47,74.35,60.71,21.99,31.30,10.70,2.40,484,31.50,6.20,4,14.70,38.02,75.41,8.29,3.84
"8,900",טמרה,"1,862",636,594,607,25,22,12,15,6,9,354,176,178,77,101,"8,199","3,967","4,232","2,008","2,224",25.48,0.50,..,..,69.28,51.52,14.23,34.90,18.60,3.40,951,32.10,2.73,2.80,18.30,47.95,79.92,9.32,3.49
"1,295",יאנוח-ג'ת,344,115,124,103,..,5,3,3,2,1,58,31,27,14,13,"1,345",695,650,346,304,23.86,1.62,1.94,1.32,84.62,55.38,17.58,37.60,15,3.40,160,32.30,2.50,3.30,18.70,53.13,91.25,10.99,3.46
46,יבנאל,334,103,112,110,9,6,4,2,-,2,47,39,8,-,8,924,777,147,-,147,21.13,5.38,5.81,5.05,42.11,15.79,16.91,..,6.70,1.60,91,37,2.20,3.50,14.30,20.88,61.54,9.54,3.18
"2,660",יבנה,"3,832","1,242","1,225","1,237",128,27,19,12,5,7,381,255,126,65,61,"9,672","6,257","3,415","1,890","1,525",26.81,2.25,3.31,1.20,87.03,72.82,32.59,44.60,14.10,2.50,"1,027",31.90,7.79,3.90,15.20,37.20,73.22,11.49,2.81
"9,400",יהוד-מונוסון,"1,530",478,489,494,69,12,7,6,3,3,223,114,109,42,67,"6,011","2,832","3,179","1,354","1,825",26.66,0.99,1.05,0.93,86.59,79.77,37.04,51.10,16.40,3.20,590,31.60,5.76,3.30,18.50,50.68,70.68,11.61,2.75
29,יסוד המעלה,65,24,21,19,..,1,1,-,-,-,6,6,-,-,-,123,123,-,-,-,20.50,..,..,..,80.56,80.56,46.29,..,15.90,4.80,15,29.70,0,2.50,21.50,53.33,80,9.75,3.19
499,יפיע,995,329,330,330,6,13,8,6,2,4,168,93,75,32,43,"4,137","2,206","1,931",873,"1,058",26.51,0.80,1.02,0.57,75.69,58.90,13.85,40.50,17.80,3.30,459,30.90,5.01,2.70,16.80,47.49,73.42,8.70,3.70
240,יקנעם עילית,"1,258",363,412,429,54,8,6,3,2,1,160,93,67,37,30,"4,164","2,247","1,917","1,018",899,26.47,0.33,..,..,87.80,72.68,41.64,38.20,14.50,3.50,435,32.10,5.06,3.90,16.20,47.36,75.17,11.75,2.80
831,ירוחם,752,233,261,242,16,7,4,6,3,3,101,56,45,23,22,"2,347","1,291","1,056",543,513,24.67,1.61,2.07,1.11,77.64,69.57,24.88,50.30,12.80,3.70,278,31.50,9.35,5.10,14.10,38.49,82.73,7.99,3.85
"3,000",ירושלים,"58,640","17,917","19,132","18,879","2,712",738,437,454,84,370,"9,068","5,619","3,449",804,"2,645","218,039","135,860","82,179","19,247","62,932",26.33,3.18,4.19,2.10,39.43,33.84,17.22,20.50,10.80,2.70,"18,968",28,7.02,4,16.30,30.70,57.74,11.23,2.49
502,ירכא,848,265,304,269,10,14,9,9,2,7,196,107,89,34,55,"4,090","1,926","2,164",904,"1,260",24.97,0.38,..,..,88.99,48.74,13.59,30.10,16.10,3,551,30.50,4.90,3.10,14.80,37.39,81.85,10.16,3.20
504,כאבול,701,221,254,212,14,6,4,4,2,2,105,61,44,22,22,"2,640","1,399","1,241",633,608,23.98,0.21,..,..,71.83,53.97,16.75,39,21.90,3.90,281,32.10,2.49,2.50,19.80,44.13,77.22,10.53,3.18
505,כאוכב אבו אל-היג'א,225,66,69,88,..,2,1,2,1,1,41,18,23,11,12,"1,072",462,610,295,315,28,0.90,..,..,96.30,71.60,22.19,..,26.20,4.60,114,32.50,7.89,2.50,18.50,45.61,71.05,13.73,2.34
"1,224",כוכב יאיר,381,119,111,134,17,4,3,1,1,-,60,44,16,16,-,"1,661","1,145",516,516,-,26.49,1.34,1.46,1.23,94.80,91.33,65.97,50,17.70,5.10,131,31.80,7.63,4.60,18.50,45.80,76.34,10.78,3.20
"1,059",כסיפה,"1,435",382,489,513,51,13,9,8,4,4,292,164,128,61,67,"7,388","3,953","3,435","1,741","1,694",25.77,2.32,3.13,1.47,62.68,51.88,13.26,26.60,15.30,2.90,750,34,5.07,3.10,13.80,32.80,70.13,8.97,1.03
