סמל היישוב,שם יישוב,"ילדים בגנים של משרד החינוך סה""כ",ילדים בגנים של משרד החינוך גיל 3,ילדים בגנים של משרד החינוך גיל 4,ילדים בגנים של משרד החינוך גיל 5,ילדים בגנים של משרד החינוך גיל 6,"בתי ספר סה""כ",בתי ספר יסודיים,בתי ספר על-יסודיים,בתי ספר חטיבות ביניים,בתי ספר תיכוניים,"כיתות סה""כ",כיתות בבתי ספר יסודיים,כיתות בבתי ספר על-יסודיים,כיתות בחטיבות ביניים,כיתות בבתי ספר תיכוניים,"תלמידים סה""כ",תלמידים בבתי ספר יסודיים,תלמידים בבתי ספר על-יסודיים,תלמידים בחטיבות ביניים,תלמידים בבתי ספר תיכוניים,ממוצע תלמידים לכיתה בבתי ספר יסודיים,"אחוז תלמידים נושרים סה""כ",אחוז תלמידים נושרים בנים,אחוז תלמידים נושרים בנות,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,עובדי הוראה מספר עובדי הוראה,עובדי הוראה ממוצע שעות עבודה לשבוע,עובדי הוראה אחוז עובדי הוראה חדשים,עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,עובדי הוראה ממוצע תלמידים למורה,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד
"1,296",כסרא-סמיע,526,177,178,170,..,5,4,4,2,2,91,46,45,21,24,"2,052","1,057",995,515,480,24.48,1.24,1.40,1.09,93.29,55.70,13.11,18.30,13.61,2.47,245,31.40,3.42,6.60,18,35.51,0.87,8.92,3.58
978,כעביה-טבאש-חג'אג'רה,364,135,113,111,5,3,2,2,1,1,54,28,26,13,13,"1,414",695,719,361,358,26.27,0.40,0.82,0,66.67,45.19,12.83,..,13.11,2.61,135,32.40,5.15,7.60,16.50,43.70,0.76,12.06,2.72
633,כפר ברא,224,62,82,78,..,3,2,2,2,-,35,24,11,11,-,656,431,225,225,-,29.33,2.54,3.90,1.24,65.79,44.74,15.39,..,16.35,3.40,111,28.60,8.04,7.60,12.90,32.43,0.82,8.84,3.27
"1,263",כפר ורדים,193,55,55,75,8,4,2,4,2,2,59,23,36,18,18,"1,458",626,832,434,398,28.23,..,..,..,82.46,80.70,55.31,..,12.02,4.45,165,31.50,6.36,5.20,18.20,48.48,0.84,7.52,4.20
507,כפר יאסיף,468,156,163,140,9,5,3,2,1,1,93,51,42,20,22,"2,523","1,365","1,158",539,619,28.42,0.95,1.23,0.62,71.82,68.51,20.97,33.60,17.62,3.08,217,32.60,1.91,7.40,17.90,41.01,0.80,10.27,3.20
168,כפר יונה,"1,332",407,418,447,60,9,6,4,3,1,169,106,63,35,28,"4,508","2,653","1,855","1,017",838,26.93,0.62,0.79,0.45,80.30,64.18,35.76,37.30,8.37,2.29,409,31.20,6.22,6.30,14.10,39.85,84.11,13.66,2.36
508,כפר כמא,150,49,48,49,4,2,1,1,1,-,18,13,5,5,-,398,270,128,128,-,21.83,..,..,..,53.57,53.57,23.19,..,25.38,4.81,..,..,..,..,..,..,..,..,..
509,כפר כנא,"1,344",444,454,427,19,14,9,7,2,5,226,130,96,35,61,"5,758","3,151","2,607","1,022","1,585",25.71,1.37,2.60,0.20,65.75,51.16,10.77,29.60,15.07,2.53,550,31.30,3.33,6.60,15.40,31.82,0.76,11.55,2.74
510,כפר מנדא,"1,323",430,410,469,14,11,7,5,2,3,195,105,90,44,46,"5,072","2,567","2,505","1,211","1,294",25.71,1.67,2.92,0.39,79.09,49.28,10.46,18.30,11.13,2.13,507,32.10,4.87,8.80,16.40,32.54,0.77,10.34,3.14
"6,900",כפר סבא,"5,221","1,544","1,724","1,698",255,40,23,28,14,14,689,385,304,145,159,"18,095","9,805","8,290","4,205","4,085",27.20,0.79,0.69,0.90,81.36,74.48,47.69,45.60,14.70,2.64,"1,877",30,7.23,5.30,16,42.35,80.82,9.96,3.08
634,כפר קאסם,"1,344",442,416,468,18,12,8,6,2,4,245,127,118,55,63,"6,196","2,958","3,238","1,549","1,689",26.36,1.13,2.02,0.20,70.66,53.28,12.02,23.10,15.20,2.75,593,31.50,3.70,7.40,15.70,39.63,82.12,10.23,3.09
654,כפר קרע,983,319,328,316,20,14,8,9,3,6,192,108,84,37,47,"4,837","2,519","2,318","1,095","1,223",28.04,0.48,..,..,59.82,52.79,17.97,32.50,13.79,2.63,475,31.30,3.87,7.80,15.30,38.53,0.78,9.78,3.24
267,כפר שמריהו,80,30,20,30,-,1,1,-,-,-,13,13,-,-,-,348,348,-,-,-,26.77,4.02,..,..,-,-,46.97,..,22.08,3.58,..,..,..,..,..,..,..,..,..
47,כפר תבור,225,72,74,75,4,1,1,-,-,-,18,18,-,-,-,445,445,-,-,-,25.71,..,..,..,86.84,80.26,52.48,..,12.84,4.53,..,..,..,..,..,..,..,..,..
"1,139",כרמיאל,"2,111",633,722,648,108,22,12,15,4,11,330,162,168,67,101,"7,531","3,949","3,582","1,640","1,942",26.66,1.53,1.92,1.14,73.23,59.63,21.33,37,12.60,3.02,885,30.80,7.12,5.30,17.20,39.77,78.98,9.53,3.30
"1,271",להבים,232,65,68,96,3,1,1,-,-,-,19,19,-,-,-,547,547,-,-,-,28.79,0.55,..,..,87.50,82.81,70.26,58.30,21.25,6.35,..,..,..,..,..,..,..,..,..
"7,000",לוד,"4,976","1,604","1,611","1,556",205,42,28,23,5,18,675,440,235,65,170,"15,741","9,807","5,934","1,630","4,304",25.67,1.73,2.60,0.84,57.07,44.47,11.39,25.30,9.94,1.97,"1,770",30.40,7.95,6.30,14.40,33.84,73.62,10.81,2.87
"1,060",לקיה,"1,127",325,386,392,24,9,6,6,3,3,192,107,85,49,36,"5,063","2,790","2,273","1,281",992,26.56,2.25,3.73,0.91,43.91,30.26,9.65,14.10,10.84,1.87,498,33.40,8.33,9.60,12.70,24.10,0.62,9.17,3.68
"1,015",מבשרת ציון,"1,101",326,371,342,62,10,6,5,2,3,162,84,78,32,46,"3,933","1,920","2,013",988,"1,025",24.53,0.90,0.87,0.94,80.73,70.10,42.52,51.70,14.16,4.22,426,30.10,6.05,6.40,17.20,45.54,0.71,10.98,2.78
481,מגאר,"1,147",371,379,378,19,10,7,8,4,4,192,101,91,42,49,"4,645","2,412","2,233","1,066","1,167",25.53,0.79,1.09,0.49,76.59,59.55,13.24,37.70,15.59,2.98,511,32,3.71,9,17.50,40.31,0.88,10.76,3.03
516,מג'ד אל-כרום,810,249,269,271,21,12,8,8,1,7,179,91,88,34,54,"4,085","2,048","2,037",923,"1,114",28.77,0.56,0.80,0.31,65.19,53.48,10.04,28.20,15.90,2.67,434,31.30,3.36,6.50,16,32.95,0.78,9.62,3.29
65,מגדל,93,29,37,24,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,3.33,..,..,-,-,19.59,..,10.66,2.75,..,..,..,..,..,..,..,..,..
874,מגדל העמק,"1,346",435,422,440,49,26,13,15,6,9,268,150,118,52,66,"5,630","3,118","2,512","1,032","1,480",23.51,2.22,3.32,1.10,64.94,46.34,13.83,30.20,8.92,2.13,684,31.90,6.60,5.90,16.60,29.82,66.52,7.59,4.26
"4,201",מג'דל שמס,560,172,176,194,18,4,3,2,1,1,89,48,41,21,20,"2,308","1,161","1,147",593,554,24.87,..,..,..,68.69,56.06,7.42,41.40,20.44,3.05,254,32.70,2.16,8.90,15.70,32.68,0.85,9.92,3.36
"3,797",מודיעין עילית,"10,128","2,878","3,026","2,862","1,362",81,46,39,-,39,895,717,178,-,178,"24,581","18,567","6,014",-,"6,014",27.87,1.96,2.82,1.11,3.20,1.85,3.79,53.80,15.14,3.78,"1,058",20.20,7.41,1.90,14.20,4.35,21.08,18.85,1.07
"1,200",מודיעין-מכבים-רעות*,"5,022","1,480","1,575","1,723",244,42,29,26,11,15,869,465,404,192,212,"23,421","11,862","11,559","5,857","5,702",28.45,0.42,0.56,0.27,90.92,85.96,54.79,10.20,1.95,0.43,"2,314",31.30,4.53,5.30,16.40,47.49,81.89,10.67,2.96
28,מזכרת בתיה,937,281,300,324,32,7,5,4,2,2,127,76,51,25,26,"3,611","2,065","1,546",802,744,28.21,0.45,0.56,0.34,83.89,78.86,53.79,50,14.68,3.56,323,31.30,8.42,5.40,14.20,43.34,0.80,13.31,2.43
517,מזרעה,180,77,60,43,-,2,1,1,1,-,18,13,5,5,-,451,315,136,136,-,25.58,..,..,..,60.38,49.06,10.20,..,8.62,1.97,57,30.10,5.26,8.80,18.90,26.32,0.74,14.17,2.17
43,מטולה,38,11,12,13,..,1,1,-,-,-,6,6,-,-,-,85,85,-,-,-,14.17,0,0,0,-,-,38.79,..,16.20,8.94,..,..,..,..,..,..,..,..,..
"1,268",מיתר,567,149,187,203,28,4,3,2,1,1,85,55,30,15,15,"2,518","1,538",980,531,449,29.14,..,..,..,88.24,84.97,63.52,50,14.02,4.63,196,32.50,5,7.20,15.60,37.24,0.82,13.49,2.44
"4,203",מסעדה,240,78,81,75,6,3,1,2,1,1,44,20,24,11,13,"1,087",495,592,285,307,26.44,..,..,..,87.72,70.18,5.42,..,18.15,2.73,124,32.40,3.91,9.60,14.90,39.52,0.82,7.69,4.28
518,מעיליא,136,37,47,47,5,2,1,1,-,1,31,18,13,-,13,780,410,370,-,370,23.83,..,..,..,75.44,75.44,31.46,..,32.28,3.97,76,33.20,9.46,7.30,18.40,44.74,0.71,10.20,3.31
"3,616",מעלה אדומים,"2,141",660,695,696,90,20,13,14,6,8,371,192,179,83,96,"8,457","4,171","4,286","2,156","2,130",24.31,0.55,..,..,87.33,77.38,24.87,43.90,15.36,3.87,"1,016",31.20,8.30,5.90,15.50,38.39,84.74,8.94,3.53
"3,608",מעלה אפרים,104,31,33,29,11,1,-,2,1,1,13,-,13,8,5,255,-,255,151,104,0,0,0,0,-,-,18.74,..,3.71,2.76,..,..,..,..,..,..,..,..,..
"1,327",מעלה עירון,828,267,274,273,14,7,4,5,3,2,134,71,63,33,30,"3,415","1,671","1,744",904,840,24.58,0.94,1.16,0.72,59.94,51.42,10.61,23.70,9.86,2.03,318,33.50,1.85,7.70,16.60,35.22,0.84,12.28,2.76
"1,063",מעלות-תרשיחא,"1,085",353,340,336,56,12,8,8,4,4,186,105,81,38,43,"4,256","2,334","1,922",960,962,23.89,1.19,1.36,1.02,69.73,60.83,18.36,42.60,12.72,2.75,519,31.60,3.77,5.60,17.70,34.49,81.31,8.62,3.72
99,מצפה רמון,304,89,104,102,9,6,4,3,1,2,57,37,20,6,14,"1,102",643,459,127,332,18.38,2.22,3.11,1.26,87.93,75.86,22.75,30.90,8.27,3.28,159,27.50,12.80,7.50,12.80,27.04,0.63,7.64,3.66
520,משהד,589,202,202,175,10,6,3,4,1,3,86,43,43,12,31,"2,051","1,068",983,297,686,25.73,..,..,..,65.08,49.21,10.59,35,15.42,2.70,226,31,4.39,8.50,16.10,33.19,0.80,10.68,2.91
"9,100",נהרייה,"2,696",842,883,809,162,21,16,13,5,8,337,195,142,65,77,"8,611","4,854","3,757","1,817","1,940",27.68,1.30,1.75,0.84,71.49,59.84,21.25,39.70,11.67,2.64,931,31.20,7.10,5.70,16.60,39.63,79.38,12.01,2.66
"1,061",נוף הגליל,"1,825",562,615,578,70,17,12,8,2,6,194,123,71,26,45,"3,818","2,215","1,603",663,940,21.23,1.63,2.37,0.88,64.78,56.99,16.56,37,13.57,2.42,515,30,6.28,7.10,17.30,38.45,78.06,15.92,1.92
522,נחף,798,257,245,277,19,6,3,5,2,3,148,69,79,40,39,"3,516","1,635","1,881","1,033",848,25.65,1.13,1.41,0.88,41.11,33.10,12.44,38.10,18.74,3.11,361,33.10,2.87,9.20,17.30,38.78,0.77,9.86,3.40
"7,200",נס ציונה,"2,659",795,885,873,106,23,17,13,6,7,386,232,154,78,76,"10,571","6,122","4,449","2,459","1,990",29.14,0.66,0.97,0.34,87.75,82.30,50.99,53.50,15.77,3.11,"1,034",30.40,6.41,5.90,16.10,44.10,80.17,10.44,2.97
"7,300",נצרת,"3,742","1,220","1,269","1,220",33,51,29,35,11,24,780,423,357,105,252,"20,144","11,206","8,938","2,598","6,340",29.17,1.58,2.55,0.66,56.49,45.14,15.01,34,15.70,2.82,"1,882",31,4.03,7.60,17.20,36.98,74.65,9.94,3.14
"2,500",נשר,932,272,311,305,44,11,7,4,2,2,113,64,49,23,26,"2,726","1,483","1,243",640,603,24.77,1.61,1.90,1.32,78.48,65.47,29.66,48.40,18.17,4.68,301,31.80,6.27,7.20,16.60,43.19,84.39,12.60,2.57
246,נתיבות,"3,002",947,962,907,186,32,19,17,4,13,343,244,99,31,68,"7,544","5,329","2,215",647,"1,568",23.30,1.70,3.00,0.42,62.59,39.80,14.68,31.40,9.88,2.27,794,32.70,7.34,9.90,15.90,28.21,59.70,13.00,2.55
"7,400",נתניה,"11,550","3,648","3,737","3,680",485,86,57,44,15,29,"1,425",854,571,235,336,"35,788","21,219","14,569","6,397","8,172",27.29,1.03,1.39,0.66,73.36,62.26,22.35,37.60,13.07,2.27,"3,768",30.60,9.69,6.10,16.20,36.07,74.89,11.35,2.73
525,סאג'ור,189,64,68,55,..,2,1,2,1,1,33,18,15,8,7,766,418,348,175,173,25.13,0.65,..,..,78.48,67.09,16.12,..,16.28,3.68,89,30.90,4.55,10.60,18,42.70,0.81,11.88,2.67
587,סביון*,166,39,51,66,10,1,1,-,-,-,23,23,-,-,-,666,666,-,-,-,30.36,0.79,..,..,94.05,90.48,51.65,..,16.86,4,..,..,..,..,..,..,..,..,..
"7,500",סח'נין,"1,893",659,600,617,17,18,10,9,3,6,299,161,138,63,75,"7,714","4,043","3,671","1,729","1,942",26.31,1.43,2.28,0.61,70.92,61.58,15.78,39.50,20.56,3.44,719,32.50,1.84,6.40,18.90,47.15,86.09,11.25,2.95
"4,501",ע'ג'ר,184,53,63,67,..,2,1,2,1,1,26,13,13,7,6,637,324,313,161,152,26.50,2.41,1.69,3.23,87.76,69.39,9.81,..,16.90,2.69,62,33.30,4.92,11.70,17.20,53.23,0.95,10.03,3.33
666,עומר,336,105,110,112,9,2,1,2,1,1,56,29,27,14,13,"1,670",831,839,440,399,28.66,0.83,..,..,86.89,83.61,59.72,..,14.40,4.06,135,32.40,8.51,4.20,19.10,42.22,0.74,14.23,2.31
530,עיילבון,302,90,104,106,..,3,1,2,1,1,39,20,19,11,8,"1,102",544,558,285,273,29.22,1.56,..,..,55.34,47.57,21.47,..,21.20,3.54,98,33.60,-,8,21,37.76,0.80,13.22,2.60
511,עילוט,507,161,164,171,11,3,2,2,1,1,74,39,35,18,17,"1,813",923,890,447,443,24.22,2.87,4.62,1.14,62.58,50.32,2.94,16,6.54,1.17,197,31.60,2.66,8.10,13.60,28.93,0.82,11.55,2.82
532,עין מאהל,741,220,245,274,..,8,5,6,3,3,125,66,59,28,31,"3,028","1,470","1,558",658,900,23.15,0.52,0.99,0,34.93,26.27,9.30,21.30,11.22,1.96,295,32.70,1.38,6.30,17.30,38.64,0.81,12.19,2.72
"4,502",עין קנייא,121,42,40,39,-,1,1,-,-,-,16,16,-,-,-,363,363,-,-,-,24.82,1.59,..,..,89.19,72.97,6.65,..,21.04,2.88,..,..,..,..,..,..,..,..,..
"7,600",עכו,"2,475",793,833,799,50,27,17,15,4,11,410,221,189,66,123,"8,971","4,929","4,042","1,584","2,458",25.54,1.31,1.92,0.72,70.88,48.32,13.37,34.20,12.39,2.42,"1,102",31.60,5.06,7.20,17.10,32.49,75.68,9.01,3.58
"3,660",עמנואל,425,154,141,117,13,8,7,1,-,1,64,59,5,-,5,912,822,90,-,90,15.17,3.49,..,..,43.28,20.90,6.68,..,1.89,0.79,103,25.20,6.60,10.10,16.70,23.30,0.50,10.92,2.31
534,עספיא,584,181,197,183,23,7,4,4,2,2,107,56,51,26,25,"2,554","1,259","1,295",676,619,24.10,0.98,..,..,84.51,75.66,14.38,26.80,15.28,2.96,285,31.30,5.86,6.40,14.90,33.68,0.84,9.47,3.39
"7,700",עפולה,"2,866",990,912,849,115,29,21,18,8,10,367,190,177,83,94,"8,185","4,200","3,985","2,026","1,959",24.77,1.58,2.07,1.09,65.64,51.28,16.57,33.50,11.50,2.89,"1,026",30.50,6.93,6.10,15.20,35.58,81.48,9.14,3.39
531,עראבה,"1,561",505,544,502,10,12,9,8,3,5,259,139,120,58,62,"6,506","3,347","3,159","1,616","1,543",26.54,1.19,1.72,0.69,77.65,62.94,16.18,30.20,15.44,2.96,607,33.30,5.15,7.60,17.70,39.21,83.36,11.68,2.88
"2,560",ערד,"1,834",633,575,543,83,16,10,8,2,6,197,129,68,24,44,"4,380","2,650","1,730",634,"1,096",21.62,1.27,0.94,1.62,51.48,42.30,12.36,22.90,5.19,1.53,448,29.10,8.35,5.50,15.10,30.36,67.41,11.68,2.48
637,ערערה,"1,011",328,338,326,19,11,7,5,2,3,173,100,73,30,43,"4,448","2,508","1,940",903,"1,037",27.24,1.21,..,..,68.07,57.78,14.85,17.90,12.13,2.32,424,32.10,1.68,7.60,17.90,31.84,0.69,12.74,2.57
"1,192",ערערה-בנגב,"1,418",422,482,493,21,11,7,8,3,5,251,140,111,49,62,"6,264","3,468","2,796","1,347","1,449",25.94,1.64,1.90,1.38,25.41,13.51,7.26,12.40,5.53,1.17,639,34,14.67,9.60,9.80,26.92,0.73,9.69,3.56
537,פוריידיס,773,299,243,215,16,7,4,6,2,4,133,68,65,26,39,"3,101","1,615","1,486",683,803,26.95,0.53,1.07,0,72.83,46.42,8.63,17,11.98,1.90,326,32.60,3.58,9,14.70,39.26,0.77,10.51,3.13
535,פסוטה,156,54,49,53,-,1,1,-,-,-,15,15,-,-,-,391,391,-,-,-,25.80,..,..,..,74.19,72.58,23.54,..,33.73,4.56,..,..,..,..,..,..,..,..,..
536,פקיעין (בוקייעה),256,93,78,82,3,3,2,2,1,1,38,21,17,8,9,978,524,454,214,240,25.85,0.55,1.06,0,92.71,88.54,20.12,43.10,17.54,3.62,106,31.20,5.26,6,18.60,28.30,0.93,11.16,2.84
"7,800",פרדס חנה-כרכור,"2,429",675,832,799,123,24,20,12,4,8,347,232,115,53,62,"8,029","5,363","2,666","1,490","1,176",27.17,1.61,2.08,1.11,75.48,64.94,41.91,30.10,8.67,2.43,824,29.50,7.76,5.60,14.60,36.04,0.84,11.17,2.65
171,פרדסייה,246,72,78,89,7,1,1,-,-,-,19,19,-,-,-,511,511,-,-,-,27.89,0.95,..,..,90.80,78.16,48.06,48.20,17.55,4.30,..,..,..,..,..,..,..,..,..
"7,900",פתח תקווה,"14,309","4,524","4,747","4,592",446,126,75,82,28,54,"1,878","1,097",781,305,476,"47,302","27,657","19,645","8,224","11,421",27.67,0.73,0.97,0.49,74.84,66.90,33.22,41.80,14.76,2.52,"4,726",30,7.14,5.30,15.60,36.29,72.26,10.62,2.85
"8,000",צפת,"2,614",781,883,761,189,38,25,20,6,14,383,243,140,52,88,"8,264","5,001","3,263","1,170","2,093",22.63,3.25,4.66,1.73,48.19,36.95,15.39,33.10,11.10,2.72,931,28.80,7.19,4.90,16.40,31.47,62.51,9.39,3.07
"3,557",קדומים,396,107,140,126,23,4,2,3,1,2,73,35,38,17,21,"1,691",776,915,461,454,24.13,1.56,..,..,84.78,77.17,54.37,..,22.14,4.17,216,28.40,5.21,7,18.30,47.69,0.73,6.94,4.15
195,קדימה-צורן,"1,187",361,400,388,38,10,7,3,2,1,160,96,64,33,31,"4,731","2,733","1,998","1,013",985,29.51,0.38,..,..,88.56,84.57,48.97,35.80,11.30,3.17,416,30.90,5.07,5.60,15.40,38.94,0.79,12.98,2.42
638,קלנסווה,"1,373",444,448,453,28,12,6,6,2,4,224,123,101,45,56,"5,899","3,124","2,775","1,304","1,471",28.05,0.64,0.80,0.47,59.06,49.90,11.70,26,16.14,2.92,526,32.30,4.18,8.10,17.10,34.60,71.67,12.60,2.59
"4,100",קצרין,377,103,127,114,33,4,2,2,-,2,62,30,32,-,32,"1,302",682,620,-,620,23.58,2.01,2.25,1.76,66.67,54.05,17.46,..,15.67,3.36,169,31.30,4.38,5.90,16,37.87,0.83,10.17,3.10
"2,620",קריית אונו,"2,155",634,681,737,103,15,9,6,3,3,280,166,114,55,59,"8,170","4,612","3,558","1,770","1,788",29.43,0.55,0.58,0.52,89.46,88.29,56.84,55.80,19.21,3.30,723,30.50,9.48,5.90,14.60,43.98,78.98,11.88,2.60
"3,611",קריית ארבע,578,181,180,193,24,9,6,4,2,2,129,86,43,20,23,"2,370","1,559",811,393,418,20.85,2.11,2.92,1.18,68.33,55,26.43,35.70,18.65,4.50,365,28.20,7.69,6,16.80,39.18,0.69,5.69,4.96
"6,800",קריית אתא,"2,917",907,951,913,146,23,15,12,4,8,355,195,160,72,88,"8,462","4,804","3,658","1,815","1,843",28.09,1.38,1.40,1.36,76.96,60.09,20.88,42.50,11.10,2.53,953,30.60,7.81,6.40,16.10,36.10,82.90,11.30,2.73
"9,500",קריית ביאליק,"1,803",565,566,591,81,11,7,4,2,2,228,115,113,48,65,"5,599","2,884","2,715","1,301","1,414",27.21,1.45,1.53,1.37,78.89,68.44,26.57,34.30,11.63,2.63,593,31.10,7.54,5.90,15.40,40.13,80.10,11.03,2.85
"2,630",קריית גת,"3,661","1,140","1,200","1,111",210,37,23,21,7,14,448,263,185,73,112,"10,490","6,137","4,353","1,844","2,509",24.56,1.13,1.69,0.53,63.80,50.95,13.83,23.40,9.49,2.14,"1,113",31.80,7.41,7.80,17,35.13,72.87,10.20,3.15
"2,300",קריית טבעון,633,180,159,234,60,8,5,5,2,3,134,66,68,25,43,"3,089","1,665","1,424",555,869,27.09,1.28,1.14,1.43,80.80,78.13,54.58,50.10,11.49,3.90,342,30.50,7.43,5.30,15.70,40.35,0.81,9.44,3.25
"9,600",קריית ים,"1,518",454,517,463,84,13,9,7,4,3,211,121,90,46,44,"4,930","2,772","2,158","1,183",975,26.01,1.70,2.49,0.89,66.92,48.74,13.46,35.20,10.29,1.93,619,30.50,8.35,5.80,15.30,36.35,85.14,9.58,3.22
"1,137",קריית יערים,632,198,213,178,43,6,4,2,-,2,65,57,8,-,8,"1,334","1,127",207,-,207,24.88,1.69,1.74,1.63,24.07,18.52,15.67,..,7.20,2.13,87,21,11.11,4.20,14.60,18.39,0.29,13.98,1.50
"8,200",קריית מוצקין,"1,901",638,624,551,88,13,7,7,3,4,244,127,117,56,61,"6,458","3,258","3,200","1,598","1,602",27.98,0.94,1.14,0.74,79.15,71.49,28.99,38.30,12.68,2.78,636,31.70,7.13,6.50,16.50,38.68,79.72,11.02,2.92
"1,034",קריית מלאכי,"1,659",543,552,505,59,16,10,10,3,7,209,132,77,28,49,"4,433","2,878","1,555",670,885,23.56,1.35,2.22,0.47,65.20,54.86,12.15,27.10,8.78,2.07,569,30.50,4.54,7.20,18.70,36.03,72.76,9.77,3.16
469,קריית עקרון,608,195,201,192,20,3,2,2,1,1,42,29,13,6,7,"1,099",716,383,186,197,26.62,1.62,3.41,0,72.46,55.07,15.50,35.70,11.21,2.68,134,27.70,8.09,4.20,14.60,43.28,0.89,17.66,1.63
"2,800",קריית שמונה,890,290,287,288,25,14,10,10,4,6,181,99,82,34,48,"3,646","1,955","1,691",804,887,23.32,0.62,0.93,0.31,63.40,51.31,14.34,38.50,18.31,4.43,545,31.50,9.36,7.10,17,35.78,80,8.14,3.93
"3,640",קרני שומרון,608,197,214,175,22,5,4,2,1,1,80,53,27,15,12,"2,151","1,446",705,399,306,27.64,0.86,..,..,76.32,67.54,38.94,..,21.31,4.64,246,30.20,6.19,5.30,14.70,35.37,0.81,8.85,3.50
543,ראמה,382,130,123,121,8,6,3,4,1,3,87,41,46,12,34,"2,273","1,050","1,223",309,914,27.24,0.90,..,..,75,62.88,20.53,38.70,18.53,3.39,216,31.50,5.61,7.10,18,27.78,0.82,8.22,3.88
"2,640",ראש העין,"3,846","1,220","1,286","1,146",194,24,19,9,4,5,381,250,131,61,70,"9,389","5,885","3,504","1,819","1,685",26.13,0.81,1.44,0.18,75.25,67.95,34.39,38.40,12.50,3.16,"1,043",29.50,6.31,6.30,17.40,38.45,73.83,11.41,2.65
26,ראש פינה,147,48,41,55,3,1,1,-,-,-,9,9,-,-,-,227,227,-,-,-,29.43,1.82,..,..,72.73,68.18,38.35,..,10.47,4.28,..,..,..,..,..,..,..,..,..
"8,300",ראשון לציון,"10,700","3,314","3,581","3,430",375,82,58,47,17,30,"1,416",774,642,273,369,"37,096","19,370","17,726","8,279","9,447",27.81,0.68,0.92,0.43,81.73,72.70,26.26,44.20,15.66,2.99,"3,749",31,6.62,5.80,17.30,44.17,74.77,11.34,2.78
"1,161",רהט,"5,783","2,006","1,900","1,800",77,30,21,19,8,11,725,428,297,154,143,"18,952","10,911","8,041","4,397","3,644",27.29,4.53,6.47,2.70,57.43,42.65,7.49,16.20,8.81,1.77,"1,872",32.70,8.34,8.80,11.20,24.31,79.91,10.48,3.16
"8,400",רחובות,"8,928","2,764","2,829","2,914",421,70,41,44,16,28,"1,033",613,420,181,239,"26,983","15,688","11,295","5,169","6,126",27.77,1.23,1.75,0.67,77.01,67.68,39.02,42.40,15.27,3.16,"2,695",30.20,6.12,5.90,15.80,39.07,75.51,10.62,2.90
542,ריינה,850,297,278,268,7,8,5,4,1,3,135,89,46,11,35,"3,651","2,355","1,296",274,"1,022",27.79,2.25,3.72,0.86,59.32,51.19,8.92,22.40,12.90,2.24,316,31.50,5.45,7.30,16.80,37.03,0.76,14.14,2.24
922,רכסים,"1,273",393,410,380,90,19,11,9,-,9,167,129,38,-,38,"3,510","2,655",855,-,855,24.21,1.32,2.19,0.41,15.93,7.14,7.82,20.70,3.51,1.12,204,23.10,4.33,2.20,17.40,7.35,0.63,13.10,1.76
"8,500",רמלה,"4,605","1,459","1,568","1,468",110,43,27,22,7,15,618,381,237,76,161,"14,015","8,968","5,047","1,754","3,293",25.69,1.80,2.52,1.11,64.85,50.10,9.04,25.40,10.06,1.73,"1,601",30.30,7.38,6.80,14.50,30.54,74.39,11.17,2.75
"8,600",רמת גן,"6,217","1,938","2,000","2,010",269,45,33,19,4,15,822,574,248,29,219,"21,749","14,497","7,252",797,"6,455",27.33,0.99,1.14,0.85,83.90,79.65,42.17,51.60,19.09,3.87,"2,150",30.80,6.32,5.70,16.70,43.21,77.35,12.45,2.49
"2,650",רמת השרון,"2,157",629,748,713,67,21,14,8,3,5,385,206,179,77,102,"10,823","5,184","5,639","2,728","2,911",25.77,1.24,1.33,1.15,79.26,74.58,55.90,58.30,16.21,3.07,"1,028",29.40,8.40,5.30,15.20,43.39,70.33,9.00,3.28
122,רמת ישי,361,122,99,126,14,2,1,1,1,-,31,22,9,9,-,974,667,307,307,-,30.32,0.44,0.90,0,79.80,75.76,52.18,..,15.56,4.76,80,29.50,9.41,4.90,14,37.50,0.79,20.69,1.43
"8,700",רעננה,"3,361",997,"1,107","1,137",120,35,21,23,10,13,552,285,267,117,150,"14,149","7,156","6,993","3,349","3,644",27.25,1.19,1.49,0.88,87.75,83.76,43.80,55.80,18.57,3.54,"1,479",30.30,7.39,6,16.80,42.87,75.52,10.28,2.99
