סמל היישוב,שם יישוב,"ילדים בגנים של משרד החינוך סה""כ",ילדים בגנים של משרד החינוך גיל 3,ילדים בגנים של משרד החינוך גיל 4,ילדים בגנים של משרד החינוך גיל 5,ילדים בגנים של משרד החינוך גיל 6,"בתי ספר סה""כ",בתי ספר יסודיים,בתי ספר על-יסודיים,בתי ספר חטיבות ביניים,בתי ספר תיכוניים,"כיתות סה""כ",כיתות בבתי ספר יסודיים,כיתות בבתי ספר על-יסודיים,כיתות בחטיבות ביניים,כיתות בבתי ספר תיכוניים,"תלמידים סה""כ",תלמידים בבתי ספר יסודיים,תלמידים בבתי ספר על-יסודיים,תלמידים בחטיבות ביניים,תלמידים בבתי ספר תיכוניים,ממוצע תלמידים לכיתה בבתי ספר יסודיים,"אחוז תלמידים נושרים סה""כ",אחוז תלמידים נושרים בנים,אחוז תלמידים נושרים בנות,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,עובדי הוראה מספר עובדי הוראה,עובדי הוראה ממוצע שעות עבודה לשבוע,עובדי הוראה אחוז עובדי הוראה חדשים,עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,עובדי הוראה ממוצע תלמידים למורה,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד
478,אכסאל,816,281,249,277,9,9,6,7,2,5,155,76,79,34,45,"3,651","1,786","1,865",899,966,27.46,0.31,..,..,59.24,50,13.55,24.70,11.79,2.47,395,30.40,3.48,5.60,14.90,31.90,0.71,9.81,3.12
41,אליכין,180,60,52,60,8,1,1,-,-,-,8,8,-,-,-,172,172,-,-,-,21.50,0.84,1.64,0,60.78,50.98,26.27,..,10.59,2.84,..,..,..,..,..,..,..,..,..
"1,309",אלעד,"4,885","1,404","1,534","1,556",391,76,45,36,2,34,695,542,153,11,142,"17,002","12,738","4,264",262,"4,002",25.17,1.35,1.82,0.90,28.61,20.15,11.17,16.70,5.85,1.15,"1,009",28.70,7.28,6.10,14.70,10.31,58.87,16.78,1.71
"3,750",אלפי מנשה,397,103,145,134,15,3,2,1,1,-,50,33,17,17,-,"1,413",940,473,473,-,29.09,0.45,0.86,0,81.20,75.21,36.51,..,8.58,2.56,124,30,3.31,5.30,15.10,40.32,0.85,17.73,1.76
"3,560",אלקנה,257,75,89,85,8,3,1,4,2,2,51,15,36,20,16,"1,351",399,952,553,399,26.60,0,0,0,96.83,92.06,68.87,..,34.44,6.72,152,30.10,8.28,3.80,16.20,48.03,0.79,5.96,5.11
529,אעבלין,681,207,259,210,5,9,7,5,1,4,162,86,76,17,59,"4,091","2,269","1,822",354,"1,468",28.21,1.09,0.85,1.30,58.13,52.85,12.12,40.30,14.87,2.54,374,31.90,3.63,6.80,15.40,38.50,0.75,9.11,3.53
"3,650",אפרת,833,275,242,282,34,9,6,4,1,3,147,103,44,12,32,"3,006","2,120",886,212,674,23.93,0.53,1.03,0,84.42,82.91,49.67,63.10,21.17,5.37,446,28.30,5.30,5.90,15.60,42.60,0.79,8.31,3.44
"3,570",אריאל,958,301,312,295,50,7,5,3,1,2,123,83,40,20,20,"2,765","1,826",939,500,439,25.92,2.09,2.99,1.12,90.36,77.11,24.13,37,46.64,11.98,329,32.50,11.39,6.30,15.40,41.95,76.90,10.80,3.11
70,אשדוד,"13,187","4,080","4,152","4,244",711,135,88,79,21,58,"1,868","1,125",743,234,509,"44,519","26,365","18,154","6,367","11,787",26.76,1.19,1.74,0.61,56.99,48.27,15.32,35.10,10.69,2.11,"4,130",30.60,6.27,6.70,17.50,33.37,67.53,12.06,2.55
"7,100",אשקלון,"7,676","2,501","2,522","2,429",224,57,40,33,12,21,928,541,387,153,234,"23,741","13,771","9,970","4,591","5,379",27.83,1.10,1.61,0.58,72.04,63.87,19.22,38.40,12.09,2.37,"2,585",31.50,7.75,6.60,15.80,33.27,76.98,10.42,3.08
"6,000",באקה אל-גרביה,"1,692",560,528,561,43,15,10,9,3,6,267,138,129,53,76,"7,206","3,614","3,592","1,595","1,997",28.34,0.76,1.13,0.38,67.66,55.22,12.74,32.70,17.12,2.96,678,31.40,3.36,7.80,16.20,41.00,83.48,11.38,2.78
"2,530",באר יעקב,"2,347",786,768,718,75,17,10,11,3,8,232,136,96,32,64,"6,268","3,782","2,486","1,025","1,461",29.06,1.14,1.30,0.97,71.27,50.91,33.83,19.60,7.80,1.91,620,28.70,10.04,5,13.20,30.48,0.73,9.55,3.06
"9,000",באר שבע,"10,138","3,345","3,245","3,281",267,83,56,50,19,31,"1,374",774,600,247,353,"32,948","17,952","14,996","6,802","8,194",26.15,1.01,1.43,0.59,76.12,61.05,21.60,34.30,16.27,3.66,"3,717",32.10,6.87,6.80,16.30,38.36,77.00,10.00,3.26
482,בועיינה-נוג'ידאת,599,207,200,191,..,6,4,5,3,2,108,57,51,25,26,"2,481","1,217","1,264",605,659,23.88,1.11,1.56,0.64,64.56,45.63,10.68,31.80,15.64,2.91,255,33,3.05,6.20,17,37.65,0.90,10.60,3.18
"4,001",בוקעאתא,335,103,115,116,..,3,2,2,1,1,59,32,27,15,12,"1,418",722,696,369,327,23.43,..,..,..,84.75,66.95,6.18,..,16.23,2.62,151,33.20,6.16,7.60,15.30,44.37,0.97,9.99,3.38
998,ביר אל-מכסור,617,197,211,200,9,4,3,2,1,1,87,51,36,19,17,"2,218","1,153","1,065",532,533,23.81,..,..,..,41.67,33.33,7.88,15.50,9.18,1.74,234,32,1.69,9.60,17.40,36.75,0.85,11.74,2.81
"3,574",בית אל,438,146,129,134,29,7,3,5,1,4,108,49,59,18,41,"2,607","1,170","1,437",411,"1,026",27.50,0.82,..,..,89.76,79.53,47.92,39.30,23.28,6.44,320,29.90,6.80,4.40,17.20,50.31,0.72,6.71,4.49
"3,652",בית אריה-עופרים,290,84,100,96,10,3,2,1,1,-,33,25,8,8,-,802,576,226,226,-,26.14,0.70,1.42,0,82.43,78.38,29.95,..,10.53,3.12,81,29.90,6.33,4.70,14.10,32.10,0.83,18.32,1.68
480,בית ג'ן,567,196,194,168,9,4,3,2,1,1,93,47,46,21,25,"2,377","1,163","1,214",608,606,25.75,0.56,..,..,92.31,82.05,15.76,36.10,15.30,3.52,239,32.80,3.31,9.30,17.60,42.26,0.90,11.54,2.90
466,בית דגן,286,102,71,106,7,2,2,-,-,-,20,20,-,-,-,561,561,-,-,-,29,0.70,..,..,85.84,79.65,26.05,42.50,15.26,3.13,51,28.50,6.90,7.20,16,37.25,0.86,33.28,0.90
"9,200",בית שאן,"1,042",321,356,326,39,15,10,11,5,6,196,106,90,43,47,"3,809","2,160","1,649",845,804,22.93,1.05,1.40,0.66,64.18,50,13.14,30.70,10.24,2.44,473,31.70,6.99,5.40,17.10,38.90,77.80,9.07,3.58
"2,610",בית שמש,"10,011","3,114","3,150","3,046",701,134,82,66,9,57,"1,292",888,404,87,317,"29,051","19,874","9,177","1,848","7,329",24.98,2.51,3.46,1.49,35.69,29.77,10.43,26.60,9.08,1.63,"2,563",27.90,7.64,5.70,15.30,24.70,52.09,12.10,2.31
"3,780",ביתר עילית,"6,900","2,229","2,171","2,068",432,88,49,42,-,42,813,644,169,-,169,"20,061","15,466","4,595",-,"4,595",25.33,1.91,3.14,0.66,11.14,6.71,5.91,19.30,4.27,0.93,"1,334",32.60,7.42,7.10,15,10.94,29.76,15.77,2.07
"6,100",בני ברק,"18,533","5,892","5,929","5,490","1,222",206,110,113,6,107,"2,075","1,381",694,36,658,"53,459","34,590","18,869",726,"18,143",27.30,1.71,2.79,0.61,6.22,4.82,7.19,9.60,2.61,0.81,"2,886",23.80,4.00,5.60,21.40,14.21,23.53,16.13,1.47
"1,066","בני עי""ש",314,101,112,90,11,2,2,-,-,-,15,15,-,-,-,380,380,-,-,-,26.43,1.75,2.34,1.17,66.28,51.16,12.23,..,11.04,2.25,..,..,..,..,..,..,..,..,..
"9,800",בנימינה-גבעת עדה*,688,170,224,260,34,7,5,4,2,2,122,66,56,28,28,"3,491","1,871","1,620",844,776,28.35,1.08,1.15,1.02,81.97,79.40,60.46,42,9.44,3.08,319,31,5.18,6.70,16.80,45.45,0.87,12.17,2.58
"1,326","בסמ""ה",701,240,228,222,11,7,3,4,2,2,112,63,49,26,23,"2,813","1,501","1,312",690,622,26.12,1.03,1.44,0.60,57.75,43.66,12.67,25.50,12.53,2.41,289,31.80,3.18,6.90,15.60,29.41,0.80,10.89,2.96
944,בסמת טבעון,431,160,144,116,11,4,3,2,1,1,62,37,25,14,11,"1,523",807,716,365,351,22.94,0.73,0.87,0.61,63.01,45.89,8.11,29.50,9.84,2.05,164,31.60,3.13,6.90,15.70,36.59,0.87,12.78,2.53
483,בענה,450,153,139,153,5,5,3,3,1,2,85,43,42,16,26,"2,014",960,"1,054",378,676,23.56,0.94,1.90,0,60.33,48.91,7.86,39.10,15.05,2.85,203,33.20,3.45,10.40,16.70,42.86,0.66,10.54,3.18
"6,200",בת ים,"5,042","1,566","1,746","1,561",169,45,29,30,13,17,742,438,304,141,163,"16,900","9,654","7,246","3,668","3,578",24.54,1.54,1.96,1.11,74.03,62.75,9.80,27.20,9.41,1.45,"1,883",31.40,7.05,5.80,15.90,35.53,70.37,10.29,3.09
"3,730",גבעת זאב,"1,704",515,552,523,114,10,9,3,2,1,88,77,11,9,2,"1,909","1,739",170,159,11,24.19,2.09,3.05,1.04,46.94,38.37,22.05,34.90,11.78,2.91,195,27.40,3.85,6.20,14.50,32.82,0.74,27.80,0.99
681,גבעת שמואל,"1,540",472,542,487,39,8,5,6,3,3,169,100,69,41,28,"4,859","2,769","2,090","1,246",844,28.64,0.47,0.67,0.25,90.76,88.80,57.95,62.80,31.88,5.60,447,30.50,6.81,5.80,15.10,36.02,67.34,13.09,2.37
"6,300",גבעתיים,"2,583",792,890,829,72,14,10,5,-,5,284,196,88,-,88,"8,133","5,548","2,585",-,"2,585",29.79,0.71,0.70,0.71,92.79,87.17,55.35,52.20,17.71,4.10,755,29.80,6.97,5,15.80,42.25,78.68,14.58,2.05
"1,292",ג'דיידה-מכר,937,297,313,312,15,10,6,7,3,4,176,91,85,41,44,"4,287","2,077","2,210","1,090","1,120",24.30,1.87,3.50,0.34,61.50,53.46,10.03,33.40,12.46,2.24,448,31.90,1.94,8.90,17.80,35.94,0.80,10.59,3.06
"2,550",גדרה,"1,503",447,480,508,68,14,9,10,4,6,248,126,122,50,72,"6,612","3,216","3,396","1,568","1,828",27.70,0.79,..,..,87.70,78.42,42.77,43.70,11.80,3.04,630,31.40,6.57,5.60,16.30,42.54,0.79,10.57,3.04
485,ג'ולס,273,106,101,61,5,3,2,2,1,1,49,26,23,11,12,"1,187",592,595,301,294,24,0.78,1.59,0,71.30,62.96,19.55,..,15.87,3.97,127,31,3.17,6.10,19,46.46,0.93,10.75,2.92
627,ג'לג'וליה,548,169,191,182,6,5,3,2,1,1,92,54,38,22,16,"2,260","1,195","1,065",552,513,27.20,3.62,5.89,1.30,61.71,52.57,10.28,23.60,13.18,2.50,238,30.70,2.54,8.10,14.90,31.93,0.70,10.32,3.00
166,גן יבנה,"1,140",334,335,416,55,8,6,4,2,2,178,95,83,40,43,"4,952","2,542","2,410","1,248","1,162",28.24,1.05,1.26,0.84,84.54,77.32,32.69,43.20,15.56,3.79,446,31.70,7.32,6.10,16.30,41.26,0.78,13.88,2.34
229,גני תקווה,"1,204",357,399,410,38,10,7,3,1,2,135,91,44,20,24,"3,830","2,473","1,357",683,674,27.48,0.82,1.32,0.33,83.61,80.33,53.99,56.20,15.85,2.91,330,29.50,9.20,5,13.50,35.76,0.76,13.83,2.17
541,ג'סר א-זרקא,"1,073",346,344,362,21,8,5,4,2,2,147,84,63,32,31,"3,482","1,927","1,555",847,708,26.98,4.64,6.87,2.50,37.50,25,2.09,9.40,4.66,0.83,391,31.60,3.80,9.70,13.80,30.69,0.84,10.24,3.13
487,ג'ש (גוש חלב),120,43,38,37,..,2,1,1,-,1,23,16,7,-,7,550,378,172,-,172,24.42,0,0,0,68.29,63.41,25.58,..,25.73,4.40,56,33.20,-,9.80,23.60,37.50,0.80,14.48,2.33
628,ג'ת,672,220,225,207,20,6,3,3,2,1,93,48,45,22,23,"2,630","1,326","1,304",642,662,29.50,0.60,0.76,0.45,68.42,65.07,24.60,39.50,25.37,4.38,218,34.30,0.46,7.90,20.30,38.53,0.83,13.83,2.53
494,דאלית אל-כרמל,856,263,278,281,34,7,4,3,1,2,104,61,43,20,23,"2,480","1,442","1,038",540,498,26.13,0.75,1.01,0.50,82.45,62.86,14.85,27.40,14.34,3.11,290,30.80,4.65,8.30,17.90,46.90,0.78,13.47,2.33
489,דבורייה,549,176,194,173,6,4,3,2,1,1,88,46,42,20,22,"2,390","1,163","1,227",589,638,26.26,0.53,0.59,0.47,59.36,51.60,16.21,40,18.28,3.35,208,32.70,2.43,6.20,17.10,38.94,0.84,13.50,2.47
490,דייר אל-אסד,743,254,235,236,18,5,3,3,2,1,111,58,53,31,22,"2,893","1,413","1,480",857,623,26.13,1.34,2.01,0.65,65.16,55.20,13.04,27,16.63,2.94,243,33.70,1.98,7,18.40,37.04,0.84,13.22,2.59
492,דייר חנא,547,178,192,174,3,5,3,2,1,1,82,44,38,20,18,"2,176","1,093","1,083",549,534,25.21,2.28,3.26,1.33,89.33,67.98,15.33,29.40,21.28,3.32,200,32.10,1.98,7.10,17.80,40.50,0.86,12.39,2.61
"2,200",דימונה,"1,879",616,586,618,59,24,15,17,7,10,309,169,140,60,80,"6,767","3,485","3,282","1,535","1,747",22.13,1.83,3.10,0.56,69.33,56.08,11.67,26,7.94,2.09,765,32.80,6.42,6.50,18,38.95,75.03,9.46,3.51
"9,700",הוד השרון,"3,236",942,"1,046","1,114",134,24,14,12,6,6,410,234,176,71,105,"11,873","6,745","5,128","2,388","2,740",30.15,1.39,1.50,1.29,86.50,81.11,54.35,52.10,16.37,3.18,"1,137",30.40,7.57,5.60,16,43.98,79.42,11.75,2.65
"3,769",הר אדר,165,48,52,57,8,1,1,-,-,-,18,18,-,-,-,488,488,-,-,-,27.11,..,..,..,90.48,88.10,55.70,..,13.43,4.97,..,..,..,..,..,..,..,..,..
"6,400",הרצלייה,"4,008","1,264","1,355","1,290",99,33,17,21,11,10,558,289,269,127,142,"14,510","7,542","6,968","3,542","3,426",28.05,1.35,1.60,1.07,84.38,77.68,44.95,51.10,18.80,3.40,"1,522",30.30,7.63,5.40,15.70,41.85,76.68,10.59,2.89
"9,300",זכרון יעקב,"1,122",310,360,389,63,17,11,10,2,8,223,146,77,9,68,"5,215","3,484","1,731",201,"1,530",26.70,1.11,1.71,0.54,85.53,81.65,52.58,49.30,13.09,3.56,511,28.20,6.77,4.50,15.20,38.75,0.75,12.09,2.34
"1,290",זמר,401,112,144,136,9,4,2,2,1,1,62,32,30,9,21,"1,614",742,872,212,660,24.76,1.56,..,..,57.86,52.14,12.73,33.60,14.65,2.70,139,33.10,2.74,6.20,18.20,41.73,0.83,12.79,2.62
975,זרזיר,561,190,179,181,11,4,3,2,1,1,78,43,35,18,17,"2,015","1,012","1,003",504,499,24.53,..,..,..,59.73,44.97,10.02,23,10.77,2.20,188,32.90,2.21,6,17.20,35.64,0.84,12.12,2.74
"6,500",חדרה,"5,073","1,649","1,625","1,535",264,54,35,31,10,21,718,419,299,127,172,"16,746","9,652","7,094","3,182","3,912",26.42,1.12,1.68,0.55,68.27,57.54,22.25,31.40,9.57,2.24,"1,767",29.90,7.46,6.10,16.30,34.80,77.53,10.37,2.91
"6,600",חולון,"8,802","2,819","2,969","2,742",272,58,37,39,17,22,"1,115",621,494,221,273,"28,793","16,162","12,631","6,178","6,453",28.11,0.95,1.34,0.56,76.67,65.17,23.15,41.40,13.84,2.30,"2,905",31.70,8.35,5.90,15.30,38.38,71.02,12.27,2.63
"1,303",חורה,"1,495",427,536,521,11,14,9,12,5,7,290,152,138,59,79,"6,868","3,493","3,375","1,490","1,885",25.90,2.72,3.67,1.81,54.46,41.23,10.60,23,11.76,1.99,733,33.60,11.66,9.70,10.50,22.37,0.80,7.48,4.57
496,חורפיש,356,136,104,113,3,3,2,2,1,1,59,31,28,14,14,"1,382",685,697,339,358,24.11,..,..,..,91.15,81.42,22.69,44.50,20.11,4.37,158,32,4.52,6.40,16,34.18,0.92,9.62,3.36
"4,000",חיפה,"12,182","3,788","3,967","3,906",521,126,80,73,23,50,"1,818","1,057",761,244,517,"43,466","25,174","18,292","6,014","12,278",26.50,1.30,1.63,0.96,74.74,64.84,33.89,46.70,23.58,4.81,"4,669",30.10,6.87,6.30,16.30,41.34,76.93,9.83,3.07
"2,034",חצור הגלילית,630,208,212,180,30,11,6,7,2,5,116,64,52,19,33,"2,405","1,209","1,196",350,846,19.76,1.43,..,..,50.78,38.28,13.11,19.20,7.79,2.25,287,29.80,2.33,6.90,18.20,34.84,0.74,7.96,3.80
"1,247",חריש,"1,149",386,413,300,50,7,6,1,1,-,58,56,2,2,-,"1,253","1,185",68,68,-,22.65,2.74,2.82,2.66,64.29,59.52,28.99,..,7.88,1.76,177,26.90,22.81,5.80,8.80,21.47,0.89,12.30,2.16
"6,700",טבריה,"2,547",854,779,764,150,34,19,21,5,16,394,208,186,59,127,"8,599","4,558","4,041","1,437","2,604",24.05,2.00,3.13,0.88,61.43,41.47,10.07,29.10,7.26,1.84,984,31.10,7.21,5.60,16.60,34.25,70.22,9.20,3.43
962,טובא-זנגרייה,412,137,133,138,4,3,2,2,1,1,56,32,24,14,10,"1,267",673,594,313,281,24.12,1.36,..,..,62.70,42.86,6.86,..,11.61,2.02,153,33.40,2.60,8.90,16.80,42.48,0.86,11.31,3.02
498,טורעאן,832,282,275,267,8,7,4,3,2,1,119,70,49,29,20,"3,172","1,726","1,446",788,658,26.05,3.51,..,..,65.27,51.88,14.52,26.90,17.46,2.89,307,31.20,2.14,5.80,16.40,24.76,0.74,11.91,2.65
"2,730",טייבה,"2,287",700,762,775,50,17,13,8,4,4,403,222,181,95,86,"10,653","5,253","5,400","2,776","2,624",27.11,2.09,3.64,0.62,74.28,60.63,13.49,29.90,17.88,3.01,918,31.70,2.16,8.10,17.90,40.20,70.92,11.67,2.74
"2,720",טירה,"1,332",441,458,414,19,16,9,11,4,7,247,128,119,51,68,"5,676","2,739","2,937","1,374","1,563",26.18,0.47,0.53,0.41,62.48,49.71,16.47,34.10,17.31,3.05,590,31.70,2.69,6.80,18.40,35.59,71.19,10.08,3.17
"2,100",טירת כרמל,"1,238",411,402,361,64,9,6,6,3,3,134,81,53,27,26,"2,938","1,739","1,199",615,584,23.09,0.95,1.26,0.64,75.53,59.92,17.39,24.30,8.20,2.21,432,31.40,6.85,5.80,15,33.33,76.85,9.14,3.51
"8,900",טמרה,"1,830",614,599,593,24,21,12,14,5,9,356,178,178,78,100,"8,413","4,116","4,297","2,013","2,284",25.87,0.47,0.74,0.19,60.25,45.63,12.19,31.30,15.60,2.88,906,32.10,2.28,7,16.50,36.42,84.77,9.69,3.37
"1,295",יאנוח-ג'ת,338,99,109,125,5,5,3,2,1,1,58,32,26,13,13,"1,413",718,695,359,336,23.43,2.27,..,..,82.76,60.34,16.21,35.40,13.74,2.82,161,33.20,4.82,8,17.10,47.83,0.89,10.13,3.35
46,יבנאל,338,106,107,109,16,7,4,3,-,3,59,48,11,-,11,868,726,142,-,142,17.34,9.53,16.87,2.64,54.93,36.62,15.85,..,7.55,1.85,109,36,6.32,5.10,10.70,16.51,0.83,11.59,3.23
"2,660",יבנה,"3,443","1,145","1,077","1,077",144,23,16,11,4,7,329,217,112,55,57,"8,497","5,465","3,032","1,576","1,456",27.20,1.98,2.68,1.28,79.77,70.43,29.65,40.30,13.56,2.51,874,30.60,8.35,5.60,15.30,36.61,71.85,10.78,2.92
"9,400",יהוד,"1,487",480,475,455,77,12,7,6,3,3,224,116,108,43,65,"5,959","2,791","3,168","1,363","1,805",26,1.06,1.37,0.72,85.46,79.59,35.07,47.90,13.79,2.90,561,30.60,6.29,5.40,18.20,49.73,70.94,10.75,2.91
29,יסוד המעלה,80,23,30,23,4,1,1,-,-,-,6,6,-,-,-,122,122,-,-,-,20.33,..,..,..,-,-,46.29,..,11.29,4.10,..,..,..,..,..,..,..,..,..
499,יפיע,"1,048",326,362,344,16,13,8,6,2,4,165,90,75,33,42,"4,098","2,179","1,919",892,"1,027",26.47,1.39,2.41,0.37,69.81,60.92,12.16,37,16.85,3.05,424,31.20,1.77,7.60,15.60,43.63,0.80,11.57,2.72
240,יקנעם עילית,"1,217",406,399,375,37,8,6,3,2,1,153,88,65,32,33,"4,074","2,292","1,782",934,848,28.17,0.50,..,..,80.56,68.03,38.99,37.80,9.76,2.87,412,31.40,7.64,5.80,14.80,38.59,83.25,13.63,2.33
831,ירוחם,679,221,228,212,18,7,4,6,3,3,97,56,41,21,20,"2,135","1,164",971,501,470,21.62,1.93,2.45,1.39,65.19,56.33,21.43,39.90,10.94,3.10,255,30.90,12.72,5,12.80,33.73,0.85,9.10,3.45
"3,000",ירושלים,"57,817","17,351","19,292","18,601","2,573",710,422,437,84,353,"8,637","5,398","3,239",773,"2,466","206,034","128,467","77,567","18,635","58,932",26.09,5.01,6.80,3.12,38.32,32.99,16.35,22.30,10.80,2.68,"17,627",27.50,8.21,6.50,15.50,26.72,59.94,11.60,2.37
502,ירכא,844,268,292,267,17,14,9,9,2,7,191,107,84,33,51,"4,036","1,974","2,062",882,"1,180",25.03,0.72,..,..,80.92,50.33,12.34,26.30,14.05,3.05,505,30,8.85,9,13.60,27.92,0.82,7.84,3.86
504,כאבול,679,209,237,225,8,6,4,2,1,1,104,60,44,21,23,"2,697","1,425","1,272",622,650,24.84,0.61,1.26,0,80.47,59.77,15.17,35.60,17.94,3.18,256,33.20,3.50,8.60,18.40,30.08,0.84,12.34,2.73
505,כאוכב אבו אל-היג'א,223,87,74,62,-,2,1,2,1,1,39,17,22,12,10,997,440,557,310,247,28.20,0.89,1.83,0,92.31,70.77,20.99,..,24.38,4.01,96,32.60,4.60,5.30,17.10,38.54,0.74,9.97,3.34
"1,224",כוכב יאיר,328,98,97,116,17,4,3,1,1,-,54,41,13,13,-,"1,511","1,086",425,425,-,26.49,0.30,..,..,93.37,89.16,62.77,55,15.16,5.24,115,30.40,4,5.30,20.10,51.30,0.76,17.92,1.73
"1,059",כסיפה,"1,253",369,395,457,32,11,8,7,3,4,276,155,121,57,64,"7,212","3,895","3,317","1,657","1,660",26.55,2.21,2.57,1.83,51.69,40.73,12.20,21.10,13.17,2.28,694,33.50,9.41,9.30,12.30,26.37,0.79,7.96,4.23
