engineered_feature,numerator,denominator,status
welfare_engineered__children_in_families_with_5plus_children_per_1000,welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר,"demographic__סה""כ  אוכלוסייה בסוף השנה",created
