challenger,reference,paired_prediction_rows,unique_localities,mean_mae_difference,ci_2_5_pct,ci_97_5_pct,bootstrap_probability_challenger_better,interpretation
history_only,Persistence,6012,1216,1.2070286689509715,1.1327601632752329,1.2795886419496896,0.0,negative_difference_favors_challenger
history_plus_dynamic_socio,Persistence,6012,1216,1.4601480327530096,1.3542346074427516,1.5567692244533935,0.0,negative_difference_favors_challenger
history_plus_nonidentity_levels_and_dynamic,Persistence,6012,1216,1.521760861104957,1.412504906281679,1.623633273351603,0.0,negative_difference_favors_challenger
history_plus_all_socio_sensitivity,Persistence,6012,1216,1.5192268567237208,1.4162376156865546,1.6207299327473506,0.0,negative_difference_favors_challenger
history_plus_locality_identity_diagnostic,Persistence,6012,1216,1.3313483357002651,1.2382415029753904,1.4129527977428165,0.0,negative_difference_favors_challenger
history_plus_dynamic_socio,history_only,6012,1216,0.25311936380203853,0.19807040979380078,0.31263446856398525,0.0,negative_difference_favors_challenger
