feature_set,target_bloc,feature,folds_present,mean_effective_coefficient,mean_absolute_effective_coefficient,coefficient_standard_deviation,positive_fold_share
history_plus_all_socio_sensitivity,Arab,education__עובדי_הוראה_אחוז_שעות_היעדרות_מסך_שעות_עבודה_שנתיות__level,1,-0.014626024760386477,0.014626024760386477,,0.0
history_plus_all_socio_sensitivity,Arab,education__snapshot_age_years,1,-0.01447527863390167,0.01447527863390167,,0.0
history_plus_all_socio_sensitivity,Arab,income__שכר_ממוצע_לחודש_של_שכירים_ש_ח_נשים__level,5,-0.014095231135928843,0.014095231135928843,0.003765580965231508,0.0
history_plus_all_socio_sensitivity,Arab,income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_גברים__annualized_change,5,-0.013761889530591185,0.013761889530591185,0.00419421267263769,0.0
history_plus_all_socio_sensitivity,Arab,income__אחוז_השכירים_המשתכרים_עד_שכר_מינימום__level,5,0.012407783491491759,0.012407783491491759,0.005624892470665603,1.0
history_plus_all_socio_sensitivity,Arab,unemployment__דמי_אבטלה_ממוצעים_ליום_ש_ח__annualized_change,5,-0.011942334831359602,0.011942334831359602,0.004828689033005274,0.0
history_plus_all_socio_sensitivity,Arab,demographic__snapshot_age_years,5,-0.011939032865722765,0.011939032865722765,0.006619130524852442,0.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_באוכלוסייה_בסוף_השנה_בני_9_5__level,1,0.011594230987990393,0.011594230987990393,,1.0
history_plus_all_socio_sensitivity,Arab,unemployment__snapshot_interval_years,4,-0.011584199890675054,0.011584199890675054,0.007870503448732332,0.0
history_plus_all_socio_sensitivity,Arab,income__snapshot_interval_years,4,-0.01158419989067483,0.01158419989067483,0.00787050344873202,0.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_עולי_1990_מסך_האוכלוסייה__level,5,-0.011234170977269026,0.011234170977269026,0.004008626985217025,0.0
history_plus_all_socio_sensitivity,Arab,demographic__אחוז_בני_44_30_באוכלוסייה_בסוף_2015__level,3,-0.010657684654774771,0.010657684654774771,0.0029788681465781263,0.0
history_plus_all_socio_sensitivity,Arab,demographic__פטירות_תינוקות_ממוצע_2015_2011__level,3,-0.01053736770257573,0.01053736770257573,0.0010353606611168788,0.0
