Metric,Value
Overall_MAE,4.207028034932412
Overall_R2,0.9156286742293314
MAE_Right_pct,5.981460583545973
MAE_Center_Left_pct,5.706623167819655
MAE_Haredi_pct,2.1625371267188775
MAE_Arab_pct,2.9774912616451434
R2_Right_pct,0.860277751947411
R2_Center_Left_pct,0.8871606981644599
R2_Haredi_pct,0.9371435209486205
R2_Arab_pct,0.9779327258568343
