סמל היישוב,שם יישוב,כלל בעלי הכנסה מספר,כלל בעלי הכנסה שכר ממוצע,גברים מספר בעלי הכנסה,גברים שכר ממוצע,נשים מספר בעלי הכנסה,נשים שכר ממוצע,בעלי הכנסה משכר מספר,בעלי הכנסה משכר שכר ממוצע,בעלי הכנסה עסקית מספר,בעלי הכנסה עסקית שכר ממוצע,בעלי הכנסה משכר ועסקית מספר,בעלי הכנסה משכר ועסקית שכר ממוצע,שכירים השתכרים מתחת לשכר המינימום מספר
"2,200",דימונה,"18,380","10,293.83","9,169","13,014.50","9,211","7,585.56","17,286","10,269.09",624,"9,992.87",470,"11,603.33","5,491"
"9,700",הוד השרון,"34,311","18,753.25","16,669","24,501.15","17,642","13,322.36","29,055","18,959.21","2,855","14,652.03","2,401","21,137.57","7,946"
"3,769",הר אדר,"2,426","16,927.91","1,185","20,910.98","1,241","13,124.57","2,054","16,342.35",165,"18,143.70",207,"21,769.16",648
"6,400",הרצלייה,"50,688","16,657.56","25,190","20,700.29","25,498","12,663.67","43,139","16,622.76","4,245","13,287.64","3,304","21,441.68","12,052"
"9,300",זכרון יעקב,"11,828","17,594.64","5,685","23,134.52","6,143","12,467.79","9,903","17,827.66",998,"12,581.11",927,"20,502.83","3,353"
"1,290",זמר,"3,560","8,306.91","1,988","10,038.71","1,572","6,116.82","3,203","8,265.74",242,"6,718.38",115,"12,796.44","1,290"
975,זרזיר,"3,911","7,558.51","2,221","9,145.98","1,690","5,472.26","3,657","7,264.73",168,"10,588.43",86,"14,132.15","1,483"
"6,500",חדרה,"52,306","10,697.25","25,457","12,904.82","26,849","8,604.13","46,543","10,596.86","3,246","10,068.53","2,517","13,364.48","14,525"
"6,600",חולון,"101,058","11,241.24","49,126","13,272.66","51,932","9,319.58","89,533","11,092.08","7,215","10,734.31","4,310","15,188.40","26,709"
"1,303",חורה,"5,309","7,860.77","3,347","8,936.79","1,962","6,025.16","5,111","7,630.71",131,"10,944.17",67,"19,381.58","1,942"
496,חורפיש,"3,024","9,511.85","1,623","12,667.18","1,401","5,856.54","2,639","9,580.48",232,"7,336.90",153,"11,626.04","1,067"
"4,000",חיפה,"138,035","12,367.74","67,402","15,228.52","70,633","9,637.81","121,687","12,142.13","8,474","10,621.84","7,874","17,733.19","40,589"
13,חצבה,"5,269","13,872.01","2,588","17,800.92","2,681","10,079.39","4,646","13,738.87",301,"11,836.58",322,"17,695.73","1,455"
"2,034",חצור הגלילית,"4,998","8,428.51","2,467","9,753.82","2,531","7,136.71","4,412","8,278.97",310,"8,898.77",276,"10,290.70","1,718"
"1,247",חריש,"9,216","10,398.32","4,447","12,911.30","4,769","8,055.01","7,880","10,350.67",667,"8,524.52",669,"12,827.76","2,141"
"6,700",טבריה,"21,936","8,174.56","10,680","9,716.24","11,256","6,711.78","19,574","7,997.58","1,432","8,729.78",930,"11,044.68","8,048"
962,טובא-זנגרייה,"3,560","7,593.95","1,912","9,236.65","1,648","5,688.09","3,316","7,413.60",154,"9,065.13",90,"11,721.40","1,292"
498,טורעאן,"6,726","7,830.25","3,948","9,267.57","2,778","5,787.58","5,978","7,406.87",561,"9,449.18",187,"16,508.22","2,673"
"2,730",טייבה,"21,440","7,740.48","11,647","8,862.56","9,793","6,406.08","19,392","7,555.29","1,495","7,701.87",553,"14,338.45","8,493"
"2,720",טירה,"13,778","8,488.25","7,337","9,728.80","6,441","7,075.12","12,259","8,215.12","1,045","8,520.62",474,"15,480.84","4,779"
"2,100",טירת כרמל,"12,941","10,559.79","6,343","12,779.45","6,598","8,425.92","11,787","10,531.68",686,"9,282.00",468,"13,140.77","3,551"
"8,900",טמרה,"16,519","7,656.03","9,038","9,176.66","7,481","5,818.92","14,849","7,275.01","1,107","9,409.80",563,"14,257.03","6,737"
"1,295",יאנוח-ג'ת,"3,354","8,501.49","1,770","10,904.32","1,584","5,816.52","3,044","8,346.71",187,"7,987.59",123,"13,113.33","1,277"
46,יבנאל,"1,697","7,742.52",822,"8,913.57",875,"6,642.41","1,397","7,439.20",176,"7,412.94",124,"11,627.59",708
"2,660",יבנה,"26,176","12,230.38","12,920","14,944.04","13,256","9,585.50","23,365","12,012.62","1,611","12,399.67","1,200","16,242.98","6,551"
"9,400",יהוד-מונוסון,"16,500","14,076.30","8,067","17,068.38","8,433","11,214.08","14,481","13,963.15","1,163","12,485.13",856,"18,152.39","4,087"
29,יסוד המעלה,"2,690","12,741.75","1,271","16,003.15","1,419","9,820.50","2,381","12,229.92",138,"15,406.51",171,"17,717.89",878
499,יפיע,"9,090","7,991.40","5,328","9,258.68","3,762","6,196.61","8,199","7,718.05",626,"9,158.60",265,"13,691.65","3,471"
240,יקנעם עילית,"13,290","13,409.70","6,467","16,685.45","6,823","10,304.87","12,069","13,361.24",603,"10,966.01",618,"16,740.44","3,237"
831,ירוחם,"5,273","9,522.50","2,633","11,201.88","2,640","7,847.58","4,860","9,346.39",182,"9,579.21",231,"13,183.00","1,710"
"3,000",ירושלים,"351,336","9,153.32","188,334","10,174.29","163,002","7,973.68","314,996","8,881.93","21,064","9,232.15","15,276","14,640.78","126,840"
502,ירכא,"7,199","8,131.56","3,880","10,186.56","3,319","5,729.21","6,375","7,984.92",546,"7,784.19",278,"12,176.57","2,827"
504,כאבול,"5,717","8,167.22","3,190","9,800.96","2,527","6,104.83","5,206","7,936.31",336,"7,888.10",175,"15,572.16","2,258"
505,כאוכב אבו אל-היג'א,"1,945","8,880.79","1,048","10,658.66",897,"6,803.64","1,717","8,637.68",140,"8,478.79",88,"14,263.83",704
"1,224",כוכב יאיר,"5,646","17,891.97","2,794","22,310.15","2,852","13,563.63","4,731","17,924.00",441,"14,871.30",474,"20,382.60","1,449"
"1,059",כסיפה,"5,427","7,882.34","3,431","8,931.26","1,996","6,079.32","5,274","7,657.53",86,"11,450.59",67,"20,998.46","1,955"
"1,296",כסרא-סמיע,"4,021","8,561.78","2,251","11,004.12","1,770","5,455.73","3,587","8,605.44",285,"6,082.98",149,"12,252.06","1,476"
978,כעביה-טבאש-חג'אג'רה,"2,745","7,924.45","1,582","9,566.48","1,163","5,690.83","2,541","7,694.94",123,"8,798.23",81,"13,797.23","1,005"
633,כפר ברא,"1,908","8,386.35","1,063","10,019.11",845,"6,332.36","1,662","8,051.12",177,"9,334.42",69,"14,029.04",659
76,כפר גלעדי,"11,736","11,222.95","5,825","13,592.37","5,911","8,888.00","10,033","10,894.95",742,"11,383.33",961,"14,523.44","3,782"
"1,263",כפר ורדים,"3,131","16,644.41","1,498","22,891.25","1,633","10,914.00","2,550","17,175.55",280,"10,728.37",301,"17,648.05",839
507,כפר יאסיף,"5,572","8,848.66","2,888","10,156.40","2,684","7,441.52","4,814","8,469.42",469,"8,953.79",289,"14,995.17","1,977"
168,כפר יונה,"13,720","13,085.29","6,645","16,175.55","7,075","10,182.85","11,873","12,978.27","1,044","11,343.03",803,"16,932.92","3,452"
508,כפר כמא,"1,842","10,420.52",980,"12,275.41",862,"8,311.72","1,667","10,495.97",112,"8,955.29",63,"11,028.91",444
509,כפר כנא,"10,419","7,374.55","6,096","8,505.48","4,323","5,779.79","9,391","6,991.45",714,"8,840.12",314,"15,499.54","4,743"
510,כפר מנדא,"8,360","7,107.24","5,245","8,288.08","3,115","5,118.95","7,366","6,649.92",708,"9,750.33",286,"12,342.55","3,931"
"6,900",כפר סבא,"53,136","15,579.30","25,833","19,489.01","27,303","11,880.09","45,703","15,499.41","3,857","13,313.34","3,576","19,044.34","12,600"
634,כפר קאסם,"11,871","7,799.29","6,527","9,082.33","5,344","6,232.22","10,547","7,550.30",940,"8,188.33",384,"13,685.75","4,454"
654,כפר קרע,"9,957","8,948.57","5,363","10,675.30","4,594","6,932.80","9,000","8,678.76",607,"8,947.30",350,"15,888.68","3,418"
267,כפר שמריהו,939,"26,822.45",516,"37,845.70",423,"13,375.64",779,"25,074.87",89,"14,959.18",71,"60,867.42",216
47,כפר תבור,"2,566","14,782.83","1,244","18,249.55","1,322","11,520.65","2,183","14,249.86",165,"13,730.35",218,"20,916.41",671
"1,139",כרמיאל,"24,416","10,240.38","11,970","12,289.57","12,446","8,269.57","21,798","10,117.37","1,315","8,922.38","1,303","13,628.35","6,987"
"1,271",להבים,"3,690","20,198.57","1,850","25,574.10","1,840","14,793.83","3,272","19,339.79",158,"21,165.07",260,"30,418.74",945
"7,000",לוד,"37,907","8,902.12","19,145","10,398.43","18,762","7,375.26","35,211","8,777.34","1,647","8,849.58","1,049","13,172.81","11,788"
52,לוזית,"6,271","11,527.52","3,191","13,945.52","3,080","9,022.37","4,507","11,099.42",971,"10,845.46",793,"14,795.77","1,410"
"1,060",לקיה,"5,021","8,205.20","3,058","8,925.90","1,963","7,082.48","4,798","7,964.02",145,"10,367.41",78,"19,021.48","1,858"
"1,015",מבשרת ציון,"13,055","14,557.82","6,400","17,485.41","6,655","11,742.41","11,211","14,114.83",886,"12,690.98",958,"21,468.44","3,436"
481,מגאר,"10,660","8,340.64","6,035","10,362.66","4,625","5,702.18","9,467","8,017.51",701,"8,827.39",492,"13,864.70","4,122"
516,מג'ד אל-כרום,"7,936","7,649.22","4,377","9,351.11","3,559","5,556.17","7,213","7,402.84",472,"8,840.34",251,"12,489.45","3,147"
65,מגדל,"3,785","7,575.25","2,238","9,178.71","1,547","5,255.57","3,539","7,207.80",149,"8,885.97",97,"18,967.95","1,617"
874,מגדל העמק,"13,387","8,781.21","6,564","10,550.80","6,823","7,078.80","12,431","8,698.18",536,"8,487.09",420,"11,614.15","4,456"
"4,201",מג'דל שמס,"5,502","7,471.05","3,125","9,054.28","2,377","5,389.61","4,254","6,968.58",825,"7,700.81",423,"12,076.10","2,236"
"3,797",מודיעין עילית,"20,996","6,324.37","7,009","6,475.54","13,987","6,248.62","18,489","6,162.70","1,536","6,180.22",971,"9,630.88","9,837"
"1,200",מודיעין-מכבים-רעות*,"50,472","16,708.02","24,496","21,099.04","25,976","12,567.17","44,405","16,630.81","2,969","14,506.18","3,098","19,924.72","12,877"
28,מזכרת בתיה,"3,883","15,813.63","1,916","20,208.43","1,967","11,532.78","3,265","15,541.93",314,"13,238.67",304,"21,391.45","1,031"
517,מזרעה,"2,196","8,476.59","1,219","10,101.91",977,"6,448.68","1,980","8,267.78",139,"8,668.52",77,"13,499.42",768
43,מטולה,"1,094","10,609.28",539,"12,262.24",555,"9,003.97",866,"10,351.30",89,"11,040.59",139,"11,940.40",347
"1,268",מיתר,"5,771","17,347.32","2,774","21,724.10","2,997","13,296.20","5,101","17,014.45",304,"16,582.87",366,"22,621.61","1,346"
48,מנחמיה,"3,270","11,607.51","1,574","14,167.46","1,696","9,231.71","2,841","11,275.37",179,"10,337.43",250,"16,291.36",956
"4,203",מסעדה,"1,937","7,145.19","1,120","8,929.50",817,"4,699.13","1,459","6,519.56",304,"7,464.60",174,"11,833.01",832
518,מעיליא,"1,816","11,261.30",929,"13,068.27",887,"9,368.77","1,569","10,827.43",144,"12,043.46",103,"16,777.03",493
"3,616",מעלה אדומים,"21,355","10,913.23","10,235","12,773.76","11,120","9,200.78","19,616","10,729.48",929,"11,121.21",810,"15,124.78","6,167"
"3,608",מעלה אפרים,768,"8,377.79",387,"9,906.72",381,"6,824.78",690,"8,309.54",36,"7,849.43",42,"9,951.96",239
"1,327",מעלה עירון,"7,064","7,566.09","4,200","8,988.23","2,864","5,480.55","6,411","7,227.85",400,"9,245.78",253,"13,481.40","3,003"
"1,063",מעלות-תרשיחא,"12,168","9,820.27","6,167","11,696.44","6,001","7,892.20","10,901","9,611.99",662,"9,338.14",605,"14,100.63","3,500"
99,מצפה רמון,"2,518","7,739.81","1,228","9,114.13","1,290","6,431.54","2,168","7,477.53",173,"8,811.97",177,"9,904.50","1,013"
66,מרחביה (קיבוץ),"4,134","8,209.98","2,443","9,644.50","1,691","6,137.51","3,797","8,001.81",210,"8,375.60",127,"14,159.75","1,436"
520,משהד,"3,915","7,481.02","2,323","8,790.98","1,592","5,569.55","3,626","7,245.52",207,"9,469.12",82,"12,875.80","1,636"
"9,100",נהרייה,"31,823","10,946.15","15,756","13,279.31","16,067","8,658.16","28,429","10,701.09","1,896","10,730.31","1,498","15,870.08","9,022"
55,נוגה,"4,571","11,117.40","2,282","12,977.50","2,289","9,262.98","3,424","10,825.49",575,"9,698.70",572,"14,290.90","1,119"
15,נועם,"15,740","15,671.60","7,761","19,942.59","7,979","11,517.83","13,195","15,736.56","1,446","12,400.71","1,099","19,195.31","3,840"
"1,061",נוף הגליל,"22,721","9,240.42","11,172","11,127.14","11,549","7,415.29","20,781","8,966.80","1,079","9,075.13",861,"16,051.68","7,286"
522,נחף,"6,199","7,676.62","3,521","9,216.99","2,678","5,651.36","5,542","7,495.16",415,"6,582.40",242,"13,708.44","2,509"
69,ניר עוז,"4,122","7,575.59","2,713","8,675.06","1,409","5,458.59","3,934","7,304.23",138,"12,085.09",50,"16,480.19","1,609"
"7,200",נס ציונה,"25,589","15,814.80","12,357","19,807.33","13,232","12,086.28","22,331","15,658.38","1,690","14,588.30","1,568","19,364.37","6,374"
"7,300",נצרת,"36,860","8,552.89","20,876","9,957.74","15,984","6,718.06","33,072","8,175.59","2,545","9,307.98","1,243","17,045.47","13,800"
"2,500",נשר,"12,188","12,156.97","5,987","14,822.28","6,201","9,583.64","10,997","11,955.70",655,"10,368.68",536,"18,471.74","3,188"
246,נתיבות,"18,546","8,486.43","8,841","10,049.10","9,705","7,062.89","17,049","8,280.60",834,"9,377.22",663,"12,658.82","7,002"
"7,400",נתניה,"109,487","10,817.80","53,490","12,973.84","55,997","8,758.24","96,894","10,649.26","7,659","10,291.81","4,934","14,944.05","32,330"
525,סאג'ור,"2,159","8,512.33","1,150","10,753.92","1,009","5,957.49","1,944","8,455.42",112,"7,121.66",103,"11,098.51",772
587,סביון*,"2,260","26,553.83","1,199","35,162.88","1,061","16,825.04","1,984","26,612.46",136,"18,809.09",140,"33,246.37",526
"7,500",סח'נין,"15,953","8,601.73","8,823","10,270.32","7,130","6,536.94","13,980","8,146.52","1,235","8,874.23",738,"16,768.67","6,080"
"4,501",ע'ג'ר,"1,380","9,110.85",832,"11,648.03",548,"5,258.80","1,189","8,608.60",89,"8,613.55",102,"15,399.48",486
666,עומר,"4,276","18,825.68","2,157","22,653.64","2,119","14,929.07","3,723","18,024.05",216,"16,236.47",337,"29,341.25","1,133"
32,עוצם,"2,568","17,528.91","1,269","22,417.17","1,299","12,753.54","2,141","17,430.87",204,"12,039.29",223,"23,492.11",617
530,עיילבון,"2,960","9,948.66","1,585","12,007.16","1,375","7,575.77","2,559","9,477.37",219,"9,739.95",182,"16,826.36",942
511,עילוט,"3,476","7,399.04","2,202","9,113.20","1,274","4,436.26","3,194","7,008.87",196,"11,336.35",86,"12,916.20","1,432"
74,עין הוד,"1,105","11,206.17",533,"13,637.04",572,"8,941.03",977,"10,875.78",47,"11,115.37",81,"15,243.97",274
532,עין מאהל,"6,466","6,921.00","3,793","8,160.65","2,673","5,161.94","6,031","6,724.62",333,"8,463.16",102,"13,498.03","2,997"
"4,502",עין קנייא,"1,201","7,656.50",721,"9,463.96",480,"4,941.54",944,"7,068.71",161,"7,302.26",96,"14,030.52",499
"7,600",עכו,"25,434","8,875.76","12,748","10,614.72","12,686","7,128.29","23,299","8,701.03","1,272","9,128.18",863,"13,220.87","8,490"
"3,660",עמנואל,"1,702","6,338.63",792,"7,369.43",910,"5,441.50","1,512","6,230.14",108,"5,407.36",82,"9,565.70",780
534,עספיא,"6,102","9,358.20","3,180","12,056.67","2,922","6,421.48","5,485","9,425.37",410,"7,482.95",207,"11,292.72","2,051"
"7,700",עפולה,"28,483","9,271.28","13,589","11,127.28","14,894","7,577.91","26,123","9,078.34","1,320","9,367.90","1,040","13,995.13","8,994"
531,עראבה,"11,986","8,449.03","6,616","10,042.10","5,370","6,486.32","10,631","7,825.96",895,"10,717.72",460,"18,434.71","4,803"
"2,560",ערד,"12,440","8,867.15","5,973","10,718.30","6,467","7,157.40","11,126","8,809.09",670,"7,574.08",644,"11,215.43","4,169"
637,ערערה,"9,822","8,153.90","5,482","9,561.07","4,340","6,376.46","9,007","7,994.13",543,"7,690.19",272,"14,370.13","3,751"
"1,192",ערערה-בנגב,"5,205","7,996.42","3,261","9,608.26","1,944","5,292.61","5,017","7,762.59",123,"12,282.39",65,"17,934.20","2,070"
53,עתלית,"1,922","11,140.58",938,"12,982.25",984,"9,385.01","1,720","10,835.74",79,"11,598.61",123,"15,109.16",543
537,פוריידיס,"6,778","7,743.81","3,838","9,421.38","2,940","5,553.84","6,331","7,579.88",343,"8,477.66",104,"15,302.81","2,558"
535,פסוטה,"1,851","10,596.75","1,006","12,793.69",845,"7,981.22","1,522","10,146.66",209,"12,234.79",120,"13,452.49",488
536,פקיעין (בוקייעה),"3,116","9,265.96","1,703","11,328.28","1,413","6,780.38","2,488","9,066.66",367,"7,952.78",261,"13,012.28",961
"7,800",פרדס חנה-כרכור,"22,124","12,865.10","10,755","16,339.64","11,369","9,578.21","18,327","12,912.38","2,222","11,038.39","1,575","14,892.06","5,691"
171,פרדסייה,"4,088","15,605.40","2,049","19,404.69","2,039","11,787.48","3,478","15,643.04",327,"14,194.98",283,"16,772.47",923
"7,900",פתח תקווה,"131,488","12,675.63","64,178","15,148.71","67,310","10,317.62","117,568","12,482.44","7,851","11,903.87","6,069","17,416.41","33,275"
"8,000",צפת,"14,780","7,573.00","7,104","8,660.18","7,676","6,566.84","12,834","7,400.83","1,115","7,008.97",831,"10,988.81","6,121"
"3,557",קדומים,"2,281","10,312.29","1,145","12,640.70","1,136","7,965.43","1,970","9,964.41",135,"9,808.00",176,"14,593.04",804
195,קדימה-צורן,"12,341","15,711.11","6,086","19,530.68","6,255","11,994.73","10,507","15,667.46","1,040","13,708.62",794,"18,911.52","3,196"
